regulator;gene_name;direction;evidence;regulator_gene
Met31p;THI72;-;Doc;MET31
Rpn4p;THI72;-;Doc;RPN4
Pdr1p;THI72;-;Doc;PDR1
Tec1p;THI72;-;Doc;TEC1
Tup1p;THI72;-;Doc;TUP1
Ixr1p;THI72;-;Doc;IXR1
Stp1p;THI72;-;Doc;STP1
Stp2p;THI72;-;Doc;STP2
Spt10p;THI72;-;Doc;SPT10
Rim101p;THI72;-;Doc;RIM101
Sum1p;THI72;-;Doc;SUM1
Pho2p;THI72;-;Doc;PHO2
Aft1p;THI72;-;Doc;AFT1
Gcn4p;ULS1;-;Doc;GCN4
Sfp1p;ULS1;-;Doc;SFP1
Rap1p;ULS1;-;Doc;RAP1
Spt3p;ULS1;-;Doc;SPT3
Gcr1p;ULS1;-;Doc;GCR1
Rpn4p;ULS1;-;Doc;RPN4
Pdr1p;ULS1;-;Doc;PDR1
Tec1p;ULS1;-;Doc;TEC1
Pho4p;ULS1;-;Doc;PHO4
Cst6p;ULS1;-;Doc;CST6
Snf2p;ULS1;-;Doc;SNF2
Met28p;ULS1;-;Doc;MET28
Mcm1p;ULS1;-;Doc;MCM1
Yap3p;ULS1;-;Doc;YAP3
Reb1p;ULS1;-;Doc;REB1
Arg81p;ULS1;-;Doc;ARG81
Gcn4p;MSB1;-;Doc;GCN4
Xbp1p;MSB1;-;Doc;XBP1
Pdr3p;MSB1;-;Doc;PDR3
Rpn4p;MSB1;-;Doc;RPN4
Pdr1p;MSB1;-;Doc;PDR1
Snf2p;MSB1;-;Doc;SNF2
Hap4p;MSB1;-;Doc;HAP4
Rsf2p;MSB1;-;Doc;RSF2
Nrg1p;TUF1;-;Doc;NRG1
Nrg2p;TUF1;-;Doc;NRG2
Yap1p;TUF1;-;Doc;YAP1
Cbf1p;TUF1;-;Doc;CBF1
Sut1p;TUF1;-;Doc;SUT1
Mig3p;TUF1;-;Doc;MIG3
Pho4p;TUF1;-;Doc;PHO4
Met28p;TUF1;-;Doc;MET28
Rsf2p;TUF1;-;Doc;RSF2
Arr1p;TUF1;-;Doc;ARR1
Hac1p;TUF1;-;Doc;HAC1
Hms1p;TUF1;-;Doc;HMS1
Mot3p;TUF1;-;Doc;MOT3
Rlm1p;TUF1;-;Doc;RLM1
Pdr3p;SER1;-;Doc;PDR3
Yap1p;SER1;-;Doc;YAP1
Cbf1p;SER1;-;Doc;CBF1
Met31p;SER1;-;Doc;MET31
Rpn4p;SER1;-;Doc;RPN4
Pdr1p;SER1;-;Doc;PDR1
Hsf1p;SER1;-;Doc;HSF1
Yrr1p;SER1;-;Doc;YRR1
Hap4p;SER1;-;Doc;HAP4
Adr1p;SER1;-;Doc;ADR1
Msn2p;SER1;-;Doc;MSN2
Arr1p;SER1;-;Doc;ARR1
Leu3p;SER1;-;Doc;LEU3
Gcn4p;LAS17;-;Doc;GCN4
Pdr3p;LAS17;-;Doc;PDR3
Yap1p;LAS17;-;Doc;YAP1
Rpn4p;LAS17;-;Doc;RPN4
Pdr1p;LAS17;-;Doc;PDR1
Yrr1p;LAS17;-;Doc;YRR1
Met28p;LAS17;-;Doc;MET28
Ixr1p;LAS17;-;Doc;IXR1
Gcn4p;GAC1;-;Doc;GCN4
Sok2p;GAC1;-;Doc;SOK2
Xbp1p;GAC1;-;Doc;XBP1
Pdr3p;GAC1;-;Doc;PDR3
Yap1p;GAC1;-;Doc;YAP1
Cst6p;GAC1;-;Doc;CST6
Ste12p;GAC1;-;Doc;STE12
Met28p;GAC1;-;Doc;MET28
Adr1p;GAC1;-;Doc;ADR1
Met4p;GAC1;-;Doc;MET4
Ixr1p;GAC1;-;Doc;IXR1
Arr1p;GAC1;-;Doc;ARR1
Gat4p;GAC1;-;Doc;GAT4
Mig2p;GAC1;-;Doc;MIG2
Oaf1p;GAC1;-;Doc;OAF1
Fhl1p;GAC1;-;Doc;FHL1
Stb5p;GAC1;-;Doc;STB5
Aft1p;GAC1;-;Doc;AFT1
Yap1p;HEM15;-;Doc;YAP1
Mig3p;HEM15;-;Doc;MIG3
Yrr1p;HEM15;-;Doc;YRR1
Ino4p;HEM15;-;Doc;INO4
Hap4p;HEM15;-;Doc;HAP4
Met28p;HEM15;-;Doc;MET28
Rox1p;HEM15;-;Doc;ROX1
Gat1p;HEM15;-;Doc;GAT1
Aft1p;HEM15;-;Doc;AFT1
Gcn4p;ALE1;-;Doc;GCN4
Pdr3p;ALE1;-;Doc;PDR3
Yap1p;ALE1;-;Doc;YAP1
Cbf1p;ALE1;-;Doc;CBF1
Met31p;ALE1;-;Doc;MET31
Rpn4p;ALE1;-;Doc;RPN4
Pdr1p;ALE1;-;Doc;PDR1
Yrr1p;ALE1;-;Doc;YRR1
Ste12p;ALE1;-;Doc;STE12
Ixr1p;ALE1;-;Doc;IXR1
Yap5p;ALE1;-;Doc;YAP5
Sfl1p;ALE1;-;Doc;SFL1
Gcn4p;MED4;-;Doc;GCN4
Pdr3p;MED4;-;Doc;PDR3
Yap1p;MED4;-;Doc;YAP1
Met31p;MED4;-;Doc;MET31
Rpn4p;MED4;-;Doc;RPN4
Pdr1p;MED4;-;Doc;PDR1
Met28p;MED4;-;Doc;MET28
Gat3p;MED4;-;Doc;GAT3
Rim101p;MED4;-;Doc;RIM101
Pdr3p;RTG3;-;Doc;PDR3
Yap1p;RTG3;-;Doc;YAP1
Met31p;RTG3;-;Doc;MET31
Rap1p;RTG3;-;Doc;RAP1
Rpn4p;RTG3;-;Doc;RPN4
Pdr1p;RTG3;-;Doc;PDR1
Ino2p;RTG3;-;Doc;INO2
Pho4p;RTG3;-;Doc;PHO4
Ino4p;RTG3;-;Doc;INO4
Yap5p;RTG3;-;Doc;YAP5
Rtg1p;RTG3;-;Doc;RTG1
Abf1p;RTG3;-;Doc;ABF1
Pdr3p;SFT2;-;Doc;PDR3
Yap1p;SFT2;-;Doc;YAP1
Cbf1p;SFT2;-;Doc;CBF1
Rpn4p;SFT2;-;Doc;RPN4
Pdr1p;SFT2;-;Doc;PDR1
Met28p;SFT2;-;Doc;MET28
Ixr1p;SFT2;-;Doc;IXR1
Gat1p;SFT2;-;Doc;GAT1
Pdr3p;ECM21;-;Doc;PDR3
Yap1p;ECM21;-;Doc;YAP1
Rpn4p;ECM21;-;Doc;RPN4
Pdr1p;ECM21;-;Doc;PDR1
Cst6p;ECM21;-;Doc;CST6
Gat1p;ECM21;-;Doc;GAT1
Bas1p;ATP1;-;Doc;BAS1
Gcn4p;ATP1;-;Doc;GCN4
Sfp1p;ATP1;-;Doc;SFP1
Sok2p;ATP1;-;Doc;SOK2
Xbp1p;ATP1;-;Doc;XBP1
Met31p;ATP1;-;Doc;MET31
Gcr1p;ATP1;-;Doc;GCR1
Mig3p;ATP1;-;Doc;MIG3
Yrr1p;ATP1;-;Doc;YRR1
Gcr2p;ATP1;-;Doc;GCR2
Gcn4p;BRN1;-;Doc;GCN4
Pdr3p;BRN1;-;Doc;PDR3
Met31p;BRN1;-;Doc;MET31
Rpn4p;BRN1;-;Doc;RPN4
Pdr1p;BRN1;-;Doc;PDR1
Ino2p;BRN1;-;Doc;INO2
Ste12p;BRN1;-;Doc;STE12
Gln3p;BRN1;-;Doc;GLN3
Ixr1p;BRN1;-;Doc;IXR1
Rim101p;BRN1;-;Doc;RIM101
Fkh1p;BRN1;-;Doc;FKH1
Bas1p;ROX3;-;Doc;BAS1
Sfp1p;ROX3;-;Doc;SFP1
Pdr3p;ROX3;-;Doc;PDR3
Cbf1p;ROX3;-;Doc;CBF1
Rap1p;ROX3;-;Doc;RAP1
Mig3p;ROX3;-;Doc;MIG3
Rpn4p;ROX3;-;Doc;RPN4
Pdr1p;ROX3;-;Doc;PDR1
Ino4p;ROX3;-;Doc;INO4
Met28p;ROX3;-;Doc;MET28
Pip2p;ROX3;-;Doc;PIP2
Mga2p;ROX3;-;Doc;MGA2
Hap2p;ROX3;-;Doc;HAP2
Mcm1p;ROX3;-;Doc;MCM1
Rox1p;ROX3;-;Doc;ROX1
Mot3p;ROX3;-;Doc;MOT3
Rim101p;ROX3;-;Doc;RIM101
Pho2p;ROX3;-;Doc;PHO2
Smp1p;ROX3;-;Doc;SMP1
Bas1p;RPL32;-;Doc;BAS1
Gcn4p;RPL32;-;Doc;GCN4
Pdr3p;RPL32;-;Doc;PDR3
Yap1p;RPL32;-;Doc;YAP1
Rpn4p;RPL32;-;Doc;RPN4
Pdr1p;RPL32;-;Doc;PDR1
Gln3p;RPL32;-;Doc;GLN3
Rph1p;RPL32;-;Doc;RPH1
Pip2p;RPL32;-;Doc;PIP2
Hap2p;RPL32;-;Doc;HAP2
Hms1p;RPL32;-;Doc;HMS1
Cup9p;RPL32;-;Doc;CUP9
Tye7p;RPL32;-;Doc;TYE7
Thi2p;RPL32;-;Doc;THI2
Abf1p;RPL32;-;Doc;ABF1
Cin5p;RPL32;-;Doc;CIN5
Gal4p;RPL32;-;Doc;GAL4
Skn7p;RPL32;-;Doc;SKN7
Fkh1p;RPL32;-;Doc;FKH1
Pdr3p;MAP2;-;Doc;PDR3
Yap1p;MAP2;-;Doc;YAP1
Hfi1p;MAP2;-;Doc;HFI1
Pdr1p;MAP2;-;Doc;PDR1
Met28p;MAP2;-;Doc;MET28
Rim101p;MAP2;-;Doc;RIM101
Abf1p;MAP2;-;Doc;ABF1
Gcn4p;TEL1;-;Doc;GCN4
Rpn4p;TEL1;-;Doc;RPN4
Pdr1p;TEL1;-;Doc;PDR1
Met28p;TEL1;-;Doc;MET28
Yap5p;TEL1;-;Doc;YAP5
Haa1p;TEL1;-;Doc;HAA1
Gcr2p;TEL1;-;Doc;GCR2
Gcn4p;BOI1;-;Doc;GCN4
Sfp1p;BOI1;-;Doc;SFP1
Pdr3p;BOI1;-;Doc;PDR3
Yap1p;BOI1;-;Doc;YAP1
Pdr1p;BOI1;-;Doc;PDR1
Ino2p;BOI1;-;Doc;INO2
Tec1p;BOI1;-;Doc;TEC1
Cst6p;BOI1;-;Doc;CST6
Snf2p;BOI1;-;Doc;SNF2
Met28p;BOI1;-;Doc;MET28
Rim101p;BOI1;-;Doc;RIM101
Rds1p;BOI1;-;Doc;RDS1
Gcn4p;CDC27;-;Doc;GCN4
Xbp1p;CDC27;-;Doc;XBP1
Pdr3p;CDC27;-;Doc;PDR3
Yap1p;CDC27;-;Doc;YAP1
Cbf1p;CDC27;-;Doc;CBF1
Gln3p;CDC27;-;Doc;GLN3
Met28p;CDC27;-;Doc;MET28
Gcr2p;CDC27;-;Doc;GCR2
Fhl1p;CDC27;-;Doc;FHL1
Sfp1p;ALG3;-;Doc;SFP1
Xbp1p;ALG3;-;Doc;XBP1
Pdr3p;ALG3;-;Doc;PDR3
Yap1p;ALG3;-;Doc;YAP1
Cbf1p;ALG3;-;Doc;CBF1
Met31p;ALG3;-;Doc;MET31
Hfi1p;ALG3;-;Doc;HFI1
Mig3p;ALG3;-;Doc;MIG3
Rpn4p;ALG3;-;Doc;RPN4
Pdr1p;ALG3;-;Doc;PDR1
Fhl1p;ALG3;-;Doc;FHL1
Bas1p;PET112;-;Doc;BAS1
Pdr3p;PET112;-;Doc;PDR3
Yap1p;PET112;-;Doc;YAP1
Cbf1p;PET112;-;Doc;CBF1
Met31p;PET112;-;Doc;MET31
Rpn4p;PET112;-;Doc;RPN4
Ino2p;PET112;-;Doc;INO2
Cst6p;PET112;-;Doc;CST6
Gat1p;PET112;-;Doc;GAT1
Gcn4p;NUP170;-;Doc;GCN4
Pdr3p;NUP170;-;Doc;PDR3
Cbf1p;NUP170;-;Doc;CBF1
Rpn4p;NUP170;-;Doc;RPN4
Pdr1p;NUP170;-;Doc;PDR1
Ino2p;NUP170;-;Doc;INO2
Yrr1p;NUP170;-;Doc;YRR1
Cst6p;NUP170;-;Doc;CST6
Msn2p;NUP170;-;Doc;MSN2
Bas1p;ATG8;-;Doc;BAS1
Gcn4p;ATG8;-;Doc;GCN4
Sfp1p;ATG8;-;Doc;SFP1
Sok2p;ATG8;-;Doc;SOK2
Pdr3p;ATG8;-;Doc;PDR3
Yap1p;ATG8;-;Doc;YAP1
Mig3p;ATG8;-;Doc;MIG3
Rpn4p;ATG8;-;Doc;RPN4
Ume6p;ATG8;-;Doc;UME6
Cst6p;ATG8;-;Doc;CST6
Snf2p;ATG8;-;Doc;SNF2
Tup1p;ATG8;-;Doc;TUP1
Rph1p;ATG8;-;Doc;RPH1
Stp1p;ATG8;-;Doc;STP1
Stp2p;ATG8;-;Doc;STP2
Spt10p;ATG8;-;Doc;SPT10
Gis1p;ATG8;-;Doc;GIS1
Aft1p;ATG8;-;Doc;AFT1
Fyv5p;ATG8;-;Doc;FYV5
Pho23p;ATG8;-;Doc;PHO23
Rsc30p;ATG8;-;Doc;RSC30
Pdr3p;ILS1;-;Doc;PDR3
Yap1p;ILS1;-;Doc;YAP1
Rpn4p;ILS1;-;Doc;RPN4
Pdr1p;ILS1;-;Doc;PDR1
Skn7p;ILS1;-;Doc;SKN7
Sfl1p;ILS1;-;Doc;SFL1
Gcn4p;SSA3;-;Doc;GCN4
Sfp1p;SSA3;-;Doc;SFP1
Sok2p;SSA3;-;Doc;SOK2
Pdr3p;SSA3;-;Doc;PDR3
Yap1p;SSA3;-;Doc;YAP1
Met31p;SSA3;-;Doc;MET31
Rap1p;SSA3;-;Doc;RAP1
Pdr1p;SSA3;-;Doc;PDR1
Ume6p;SSA3;-;Doc;UME6
Tec1p;SSA3;-;Doc;TEC1
Yrr1p;SSA3;-;Doc;YRR1
Gln3p;SSA3;-;Doc;GLN3
Msn2p;SSA3;-;Doc;MSN2
Msn4p;SSA3;-;Doc;MSN4
Ixr1p;SSA3;-;Doc;IXR1
Arr1p;SSA3;-;Doc;ARR1
Oaf1p;SSA3;-;Doc;OAF1
Zap1p;SSA3;-;Doc;ZAP1
Hms2p;SSA3;-;Doc;HMS2
Gcn4p;AAR2;-;Doc;GCN4
Sfp1p;AAR2;-;Doc;SFP1
Pdr3p;AAR2;-;Doc;PDR3
Yap1p;AAR2;-;Doc;YAP1
Rap1p;AAR2;-;Doc;RAP1
Pdr1p;AAR2;-;Doc;PDR1
Mga2p;AAR2;-;Doc;MGA2
Gcn4p;AST1;-;Doc;GCN4
Yap1p;AST1;-;Doc;YAP1
Met31p;AST1;-;Doc;MET31
Rpn4p;AST1;-;Doc;RPN4
Pdr1p;AST1;-;Doc;PDR1
Ste12p;AST1;-;Doc;STE12
Gln3p;AST1;-;Doc;GLN3
Rph1p;AST1;-;Doc;RPH1
Rtg3p;AST1;-;Doc;RTG3
Hap4p;AST1;-;Doc;HAP4
Mcm1p;AST1;-;Doc;MCM1
Abf1p;AST1;-;Doc;ABF1
Gcn4p;PRS4;-;Doc;GCN4
Xbp1p;PRS4;-;Doc;XBP1
Pdr3p;PRS4;-;Doc;PDR3
Yap1p;PRS4;-;Doc;YAP1
Cbf1p;PRS4;-;Doc;CBF1
Rpn4p;PRS4;-;Doc;RPN4
Pdr1p;PRS4;-;Doc;PDR1
Hap4p;PRS4;-;Doc;HAP4
Met28p;PRS4;-;Doc;MET28
Adr1p;PRS4;-;Doc;ADR1
Gcn4p;UBP13;-;Doc;GCN4
Pdr3p;UBP13;-;Doc;PDR3
Yap1p;UBP13;-;Doc;YAP1
Cbf1p;UBP13;-;Doc;CBF1
Met31p;UBP13;-;Doc;MET31
Rpn4p;UBP13;-;Doc;RPN4
Pdr1p;UBP13;-;Doc;PDR1
Mbp1p;UBP13;-;Doc;MBP1
Cst6p;UBP13;-;Doc;CST6
Bas1p;SEF1;-;Doc;BAS1
Sok2p;SEF1;-;Doc;SOK2
Rpn4p;SEF1;-;Doc;RPN4
Pdr1p;SEF1;-;Doc;PDR1
Yox1p;SEF1;-;Doc;YOX1
Gat1p;SEF1;-;Doc;GAT1
Mga1p;SEF1;-;Doc;MGA1
Gcn4p;SKT5;-;Doc;GCN4
Pdr3p;SKT5;-;Doc;PDR3
Yap1p;SKT5;-;Doc;YAP1
Met31p;SKT5;-;Doc;MET31
Rpn4p;SKT5;-;Doc;RPN4
Pdr1p;SKT5;-;Doc;PDR1
Tec1p;SKT5;-;Doc;TEC1
Tup1p;SKT5;-;Doc;TUP1
Sfl1p;SKT5;-;Doc;SFL1
Wtm1p;SKT5;-;Doc;WTM1
Azf1p;SKT5;-;Doc;AZF1
Sok2p;YEL1;-;Doc;SOK2
Pdr3p;YEL1;-;Doc;PDR3
Yap1p;YEL1;-;Doc;YAP1
Cbf1p;YEL1;-;Doc;CBF1
Met31p;YEL1;-;Doc;MET31
Rpn4p;YEL1;-;Doc;RPN4
Pdr1p;YEL1;-;Doc;PDR1
Cst6p;YEL1;-;Doc;CST6
Ste12p;YEL1;-;Doc;STE12
Hap4p;YEL1;-;Doc;HAP4
Mga2p;YEL1;-;Doc;MGA2
Ppr1p;YEL1;-;Doc;PPR1
Pdr3p;SHP1;-;Doc;PDR3
Yap1p;SHP1;-;Doc;YAP1
Met31p;SHP1;-;Doc;MET31
Rpn4p;SHP1;-;Doc;RPN4
Pdr1p;SHP1;-;Doc;PDR1
Yrr1p;SHP1;-;Doc;YRR1
Met28p;SHP1;-;Doc;MET28
Rim101p;SHP1;-;Doc;RIM101
Abf1p;SHP1;-;Doc;ABF1
Pdr3p;PTH2;-;Doc;PDR3
Yap1p;PTH2;-;Doc;YAP1
Met31p;PTH2;-;Doc;MET31
Rpn4p;PTH2;-;Doc;RPN4
Pdr1p;PTH2;-;Doc;PDR1
Gcn4p;SAS3;-;Doc;GCN4
Met31p;SAS3;-;Doc;MET31
Rpn4p;SAS3;-;Doc;RPN4
Pdr1p;SAS3;-;Doc;PDR1
Ste12p;SAS3;-;Doc;STE12
Kar4p;SAS3;-;Doc;KAR4
Rim101p;SAS3;-;Doc;RIM101
Crz1p;SAS3;-;Doc;CRZ1
Gcn4p;PIN4;-;Doc;GCN4
Pdr3p;PIN4;-;Doc;PDR3
Yap1p;PIN4;-;Doc;YAP1
Rpn4p;PIN4;-;Doc;RPN4
Pdr1p;PIN4;-;Doc;PDR1
Cst6p;PIN4;-;Doc;CST6
Met28p;PIN4;-;Doc;MET28
Msn2p;PIN4;-;Doc;MSN2
Msn4p;PIN4;-;Doc;MSN4
Sfp1p;SEC17;-;Doc;SFP1
Sok2p;SEC17;-;Doc;SOK2
Pdr3p;SEC17;-;Doc;PDR3
Yap1p;SEC17;-;Doc;YAP1
Mig3p;SEC17;-;Doc;MIG3
Rpn4p;SEC17;-;Doc;RPN4
Pdr1p;SEC17;-;Doc;PDR1
Msn2p;SEC17;-;Doc;MSN2
Msn4p;SEC17;-;Doc;MSN4
Pip2p;SEC17;-;Doc;PIP2
Gat1p;SEC17;-;Doc;GAT1
Cup9p;SEC17;-;Doc;CUP9
Tye7p;SEC17;-;Doc;TYE7
Cin5p;SEC17;-;Doc;CIN5
Bas1p;MOH1;-;Doc;BAS1
Gcn4p;MOH1;-;Doc;GCN4
Sfp1p;MOH1;-;Doc;SFP1
Sok2p;MOH1;-;Doc;SOK2
Pdr3p;MOH1;-;Doc;PDR3
Yap1p;MOH1;-;Doc;YAP1
Cbf1p;MOH1;-;Doc;CBF1
Met31p;MOH1;-;Doc;MET31
Gcr1p;MOH1;-;Doc;GCR1
Mig3p;MOH1;-;Doc;MIG3
Ume6p;MOH1;-;Doc;UME6
Yrr1p;MOH1;-;Doc;YRR1
Met28p;MOH1;-;Doc;MET28
Msn2p;MOH1;-;Doc;MSN2
Msn4p;MOH1;-;Doc;MSN4
Yox1p;MOH1;-;Doc;YOX1
Stp1p;MOH1;-;Doc;STP1
Stp2p;MOH1;-;Doc;STP2
Oaf1p;MOH1;-;Doc;OAF1
Zap1p;MOH1;-;Doc;ZAP1
Aft1p;MOH1;-;Doc;AFT1
Wtm1p;MOH1;-;Doc;WTM1
Pdr1p;EDE1;-;Doc;PDR1
Yrr1p;EDE1;-;Doc;YRR1
Kar4p;EDE1;-;Doc;KAR4
Msn2p;EDE1;-;Doc;MSN2
Arr1p;EDE1;-;Doc;ARR1
Gat1p;EDE1;-;Doc;GAT1
Sfp1p;PSY4;-;Doc;SFP1
Met31p;PSY4;-;Doc;MET31
Rpn4p;PSY4;-;Doc;RPN4
Pdr1p;PSY4;-;Doc;PDR1
Cst6p;PSY4;-;Doc;CST6
Snf2p;PSY4;-;Doc;SNF2
Ino4p;PSY4;-;Doc;INO4
Met28p;PSY4;-;Doc;MET28
Rim101p;PSY4;-;Doc;RIM101
Rme1p;PSY4;-;Doc;RME1
Bas1p;COR1;-;Doc;BAS1
Gcn4p;COR1;-;Doc;GCN4
Sfp1p;COR1;-;Doc;SFP1
Sok2p;COR1;-;Doc;SOK2
Xbp1p;COR1;-;Doc;XBP1
Cbf1p;COR1;-;Doc;CBF1
Sut1p;COR1;-;Doc;SUT1
Rpn4p;COR1;-;Doc;RPN4
Yrr1p;COR1;-;Doc;YRR1
Cst6p;COR1;-;Doc;CST6
Msn2p;COR1;-;Doc;MSN2
Yox1p;COR1;-;Doc;YOX1
Gat4p;COR1;-;Doc;GAT4
Hms1p;COR1;-;Doc;HMS1
Gat3p;COR1;-;Doc;GAT3
Gis1p;COR1;-;Doc;GIS1
YPR015C;COR1;-;Doc;YPR015
Bas1p;FUI1;-;Doc;BAS1
Gcn4p;FUI1;-;Doc;GCN4
Sfp1p;FUI1;-;Doc;SFP1
Yap1p;FUI1;-;Doc;YAP1
Rap1p;FUI1;-;Doc;RAP1
Mig3p;FUI1;-;Doc;MIG3
Rpn4p;FUI1;-;Doc;RPN4
Ino4p;FUI1;-;Doc;INO4
Kar4p;FUI1;-;Doc;KAR4
Msn2p;FUI1;-;Doc;MSN2
Ixr1p;FUI1;-;Doc;IXR1
Yap5p;FUI1;-;Doc;YAP5
Mss11p;FUI1;-;Doc;MSS11
Stp1p;FUI1;-;Doc;STP1
Urc2p;FUI1;-;Doc;URC2
Fhl1p;FUI1;-;Doc;FHL1
Dig1p;FUI1;-;Doc;DIG1
Rim101p;FUI1;-;Doc;RIM101
Stb5p;FUI1;-;Doc;STB5
Aro80p;FUI1;-;Doc;ARO80
Crz1p;FUI1;-;Doc;CRZ1
Spt23p;FUI1;-;Doc;SPT23
YGR067C;FUI1;-;Doc;YGR067
Aft1p;FUI1;-;Doc;AFT1
Aft2p;FUI1;-;Doc;AFT2
Gzf3p;FUI1;-;Doc;GZF3
Rdr1p;FUI1;-;Doc;RDR1
Dal81p;FUI1;-;Doc;DAL81
Msn1p;FUI1;-;Doc;MSN1
Uga3p;FUI1;-;Doc;UGA3
Dot6p;FUI1;-;Doc;DOT6
Xbp1p;PRE7;-;Doc;XBP1
Pdr3p;PRE7;-;Doc;PDR3
Yap1p;PRE7;-;Doc;YAP1
Cbf1p;PRE7;-;Doc;CBF1
Met31p;PRE7;-;Doc;MET31
Rap1p;PRE7;-;Doc;RAP1
Rpn4p;PRE7;-;Doc;RPN4
Pdr1p;PRE7;-;Doc;PDR1
Hap2p;PRE7;-;Doc;HAP2
Abf1p;PRE7;-;Doc;ABF1
Gcn4p;ERD2;-;Doc;GCN4
Xbp1p;ERD2;-;Doc;XBP1
Pdr3p;ERD2;-;Doc;PDR3
Yap1p;ERD2;-;Doc;YAP1
Met31p;ERD2;-;Doc;MET31
Rpn4p;ERD2;-;Doc;RPN4
Pdr1p;ERD2;-;Doc;PDR1
Adr1p;ERD2;-;Doc;ADR1
Pip2p;ERD2;-;Doc;PIP2
Mga2p;ERD2;-;Doc;MGA2
Hap2p;ERD2;-;Doc;HAP2
Mac1p;ERD2;-;Doc;MAC1
Thi2p;ERD2;-;Doc;THI2
Abf1p;ERD2;-;Doc;ABF1
Gal4p;ERD2;-;Doc;GAL4
Yap7p;ERD2;-;Doc;YAP7
Msn1p;ERD2;-;Doc;MSN1
Gcn4p;URA7;-;Doc;GCN4
Pdr3p;URA7;-;Doc;PDR3
Yap1p;URA7;-;Doc;YAP1
Met31p;URA7;-;Doc;MET31
Rpn4p;URA7;-;Doc;RPN4
Pdr1p;URA7;-;Doc;PDR1
Ino2p;URA7;-;Doc;INO2
Swi4p;URA7;-;Doc;SWI4
Ino4p;URA7;-;Doc;INO4
Gln3p;URA7;-;Doc;GLN3
Rph1p;URA7;-;Doc;RPH1
Msn2p;URA7;-;Doc;MSN2
Msn4p;URA7;-;Doc;MSN4
Rlm1p;URA7;-;Doc;RLM1
Opi1p;URA7;-;Doc;OPI1
Skn7p;URA7;-;Doc;SKN7
Smp1p;URA7;-;Doc;SMP1
Gcn4p;APL3;-;Doc;GCN4
Yap1p;APL3;-;Doc;YAP1
Rpn4p;APL3;-;Doc;RPN4
Pdr1p;APL3;-;Doc;PDR1
Tec1p;APL3;-;Doc;TEC1
Yrr1p;APL3;-;Doc;YRR1
Ino4p;APL3;-;Doc;INO4
Ste12p;APL3;-;Doc;STE12
Gcn4p;POL12;-;Doc;GCN4
Pdr3p;POL12;-;Doc;PDR3
Yap1p;POL12;-;Doc;YAP1
Rpn4p;POL12;-;Doc;RPN4
Pdr1p;POL12;-;Doc;PDR1
Gln3p;POL12;-;Doc;GLN3
Rpn4p;STU1;-;Doc;RPN4
Pdr1p;STU1;-;Doc;PDR1
Tec1p;STU1;-;Doc;TEC1
Pho4p;STU1;-;Doc;PHO4
Cst6p;STU1;-;Doc;CST6
Ste12p;STU1;-;Doc;STE12
Fhl1p;STU1;-;Doc;FHL1
Tbs1p;STU1;-;Doc;TBS1
Bas1p;RIB1;-;Doc;BAS1
Gcn4p;RIB1;-;Doc;GCN4
Sfp1p;RIB1;-;Doc;SFP1
Pdr3p;RIB1;-;Doc;PDR3
Yap1p;RIB1;-;Doc;YAP1
Gcr1p;RIB1;-;Doc;GCR1
Rpn4p;RIB1;-;Doc;RPN4
Pdr1p;RIB1;-;Doc;PDR1
Ste12p;RIB1;-;Doc;STE12
Met28p;RIB1;-;Doc;MET28
Mga2p;RIB1;-;Doc;MGA2
Rim101p;RIB1;-;Doc;RIM101
Gcn4p;HEK2;-;Doc;GCN4
Yap1p;HEK2;-;Doc;YAP1
Cbf1p;HEK2;-;Doc;CBF1
Rpn4p;HEK2;-;Doc;RPN4
Pdr1p;HEK2;-;Doc;PDR1
Tec1p;HEK2;-;Doc;TEC1
Yrr1p;HEK2;-;Doc;YRR1
Ste12p;HEK2;-;Doc;STE12
Abf1p;HEK2;-;Doc;ABF1
Gcn4p;SHE1;-;Doc;GCN4
Xbp1p;SHE1;-;Doc;XBP1
Pdr3p;SHE1;-;Doc;PDR3
Yap1p;SHE1;-;Doc;YAP1
Met31p;SHE1;-;Doc;MET31
Rpn4p;SHE1;-;Doc;RPN4
Pdr1p;SHE1;-;Doc;PDR1
Gln3p;SHE1;-;Doc;GLN3
Met28p;SHE1;-;Doc;MET28
Kar4p;SHE1;-;Doc;KAR4
Gcr2p;SHE1;-;Doc;GCR2
Rlm1p;SHE1;-;Doc;RLM1
Mot2p;SHE1;-;Doc;MOT2
Gcn4p;RPL19B;-;Doc;GCN4
Sfp1p;RPL19B;-;Doc;SFP1
Pdr3p;RPL19B;-;Doc;PDR3
Yap1p;RPL19B;-;Doc;YAP1
Met31p;RPL19B;-;Doc;MET31
Rpn4p;RPL19B;-;Doc;RPN4
Pdr1p;RPL19B;-;Doc;PDR1
Ino2p;RPL19B;-;Doc;INO2
Gln3p;RPL19B;-;Doc;GLN3
Rph1p;RPL19B;-;Doc;RPH1
Met28p;RPL19B;-;Doc;MET28
Pip2p;RPL19B;-;Doc;PIP2
Dal82p;RPL19B;-;Doc;DAL82
Mcm1p;RPL19B;-;Doc;MCM1
Hms1p;RPL19B;-;Doc;HMS1
Cup9p;RPL19B;-;Doc;CUP9
Tye7p;RPL19B;-;Doc;TYE7
Thi2p;RPL19B;-;Doc;THI2
Abf1p;RPL19B;-;Doc;ABF1
