gene_name	0pc_KM-1	0pc_KM-2	0pc_KM-3	0pc_100d-1	0pc_100d-2	0pc_100d-3	4pc_KM-1	4pc_KM-2	4pc_KM-3	4pc_100d-1	4pc_100d-2	4pc_100d-3	6pc_KM-1	6pc_KM-2	6pc_KM-3	6pc_100d-1	6pc_100d-2	6pc_100d-3
APE4	999.28607	1045.3541	900.13036	1283.6445	1312.4011	1097.5662	424.84729	445.93395	522.57637	424.62616	307.63112	415.27116	835.83159	736.78844	794.03257	1348.3481	1537.7075	1372.458
APJ1	2814.743	2657.8903	2848.7997	1704.745	2456.4986	2983.8885	8507.9808	7641.8447	4959.7056	6758.633	8742.9806	8723.999	2724.7165	1793.1589	1446.1245	2354.4296	2419.2137	2124.7986
APL1	212.41369	199.75578	211.85864	791.34344	508.58993	572.68479	135.73043	127.16085	186.5587	244.48173	196.04966	232.41967	240.83283	362.8683	404.11332	241.98995	202.77461	228.57216
APL2	589.10791	564.07719	602.23776	1457.5773	1004.3042	1121.4679	227.32089	215.12829	225.77843	425.69845	347.25818	398.74844	897.22035	950.45708	1136.36	953.87135	864.6084	1043.437
APL3	260.54684	219.42085	263.47902	703.86845	648.38318	547.82702	77.244962	91.451298	136.73905	198.37333	152.25133	185.05452	318.27711	324.18691	353.18168	340.60914	347.81478	300.32127
APL4	156.95593	146.97057	111.84416	1052.7512	630.90903	599.4547	135.73043	146.32208	225.77843	347.4214	251.31898	279.78482	361.72147	547.06541	686.32469	430.94101	394.28396	433.56962
APL5	317.05097	303.25618	368.87063	701.83415	735.75397	572.68479	87.176457	85.354545	137.79904	137.2529	90.725109	117.86211	411.77692	312.2141	372.38541	359.67	488.63048	398.72005
APL6	68.014235	65.205253	49.46953	360.07143	317.2939	379.55903	104.83245	99.289981	99.639308	154.40951	124.09526	134.38483	265.38834	255.113	268.0173	286.74152	361.89635	309.54616
APM1	189.39349	149.04058	170.99251	604.18766	457.08715	461.78089	67.313467	69.67718	164.29886	290.59012	253.40462	261.05906	420.2769	507.46303	585.29636	454.97426	395.69212	518.64356
APM2	27.205694	24.840096	22.583916	176.98426	185.77788	141.49808	87.176457	88.838404	84.799411	83.638486	100.11047	76.004537	114.27754	101.30841	83.494487	87.016935	109.83625	85.073944
APM3	432.15199	382.95149	330.15534	963.24194	895.78045	874.80231	291.32386	322.25696	369.93743	377.44547	345.17254	333.75905	381.55476	413.52251	488.44275	501.38329	494.26311	539.14331
APM4	154.86318	163.53064	136.57892	788.29198	765.18413	604.23504	218.49289	236.90241	408.09717	545.79473	458.83963	463.73783	262.55501	334.31775	323.95861	435.91341	430.89604	466.36921
APN1	83.709828	85.905334	87.10939	134.26392	248.31696	205.55464	94.900953	148.06401	202.45859	247.69859	190.83557	197.17119	182.2774	153.80459	171.99864	238.67502	219.67249	239.84702
APN2	77.431591	100.39539	69.902597	236.99617	199.57326	175.91653	32.001484	53.999814	99.639308	110.44569	99.067648	74.903022	161.49966	254.19201	291.39576	146.68569	135.18307	149.64814
APP1	242.7585	255.64599	262.40359	150.53834	743.11151	698.88578	3770.6576	3273.0855	2453.883	2762.2146	3225.4341	3293.5299	397.61028	326.02888	319.78389	641.43912	629.44618	577.06783
APS1	332.74656	213.21083	304.34515	621.47923	515.02778	343.22845	26.483987	40.064378	95.399338	92.216792	94.896378	93.628777	239.88839	202.61682	261.33775	192.26599	222.48881	192.69761
APS2	171.60515	157.32061	160.23826	294.97377	343.04529	314.5464	217.38939	259.54749	285.13802	375.3009	327.44465	332.65754	239.88839	230.24639	260.5028	297.51504	306.97823	273.6716
APS3	96.266302	113.85044	91.411088	260.39064	258.43358	200.7743	81.65896	85.354545	146.27898	147.97578	87.596657	147.60301	192.66626	167.61937	186.19271	234.53136	229.52959	248.04692
APT1	82.663455	67.275261	54.846653	92.560736	122.3191	117.59638	91.590455	123.67699	193.97865	145.83121	110.53864	124.4712	56.666548	99.466439	117.72723	102.76286	102.79546	113.77359
AQR1	759.66669	1111.5943	929.16683	82.389227	429.49638	676.89621	1251.3684	1135.738	1115.1123	952.19199	976.07704	1082.7893	663.94306	829.80798	760.63478	392.8193	374.56976	380.27028
AQY1	2613.8394	3101.907	2626.1868	280.73366	740.35243	1393.9473	436.98578	378.86966	313.75782	154.40951	130.35217	153.11059	348.49927	343.52761	364.87091	201.38205	215.44802	236.77206
ARA1	8350.0553	12163.367	9265.8581	186.13862	229.00342	312.63427	4043.222	3142.4408	4914.1259	536.14414	294.07449	404.25601	5852.71	4152.7238	4295.7914	10154.462	10051.425	7453.7074
ARA2	285.65979	237.01592	214.00949	82.389227	76.334474	121.42065	125.79894	126.28989	119.77917	143.68663	152.25133	127.77574	143.55526	243.14018	256.32808	113.53638	104.20362	128.12341
ARB1	751.2957	723.46781	803.34215	925.60736	2252.3268	2301.2559	1077.0155	1147.9315	1491.4096	2264.6728	1963.6251	1987.1331	1775.5519	1945.1215	2068.1585	3150.8418	3127.5167	3474.7069
ARC1	776.40865	764.86797	859.26423	1745.431	2189.7877	2220.9462	532.99024	524.32078	677.3353	1077.6497	950.0066	992.46504	1392.1082	1219.3849	1316.7081	1618.515	1768.6452	1738.3784
ARC15	774.31591	684.13766	775.38111	1043.5969	918.77277	872.89017	109.24645	199.45093	287.25801	265.92749	280.51787	240.13028	676.22081	658.50466	668.79084	521.27287	502.71205	551.44315
ARC18	627.82371	611.68738	753.87262	817.78936	842.43829	879.58265	207.4579	202.93479	241.67832	248.77088	242.97644	225.81058	711.16518	717.44774	658.7715	602.48868	594.24226	622.16727
ARC19	497.0271	484.38188	549.54195	929.67596	914.1743	981.88194	134.62693	177.67681	281.95804	255.20461	223.16291	204.88179	700.77632	736.78844	696.34402	490.60976	492.85495	612.94239
ARC35	1944.1607	1998.5928	2075.5694	2088.2109	2338.7779	2632.0555	644.44368	654.09452	771.67464	902.86673	734.14341	768.85749	1811.4407	1688.1665	1705.7924	1795.035	1726.4005	1755.8032
ARC40	661.30764	530.95706	701.17682	1090.3858	953.72108	1149.1939	184.28441	172.45102	218.35848	203.73477	178.32177	196.06967	1416.6637	1406.3449	1548.8227	774.03635	809.69028	925.56351
ARD1	81.617082	60.030233	66.676323	60.011906	163.70526	168.26799	50.760975	76.644898	86.919396	123.31315	96.982013	99.136352	149.22191	163.93543	160.30942	257.73587	240.79485	245.99695
ARDH	5014.2187	4961.8093	5606.1883	5140.6809	8247.802	10092.255	2231.2759	2204.4118	2744.3209	4143.3219	3754.1424	3418.0011	12918.084	15455.979	13789.95	3936.4804	3894.9623	4372.5957
ARE2	942.78193	941.85366	1043.1618	1295.8503	1211.235	1316.5058	1210.5389	1107.8672	1152.212	1421.8543	1362.9623	1296.4832	904.77589	1026.8989	1054.5354	999.45165	818.13922	889.68895
ARF1	2328.1796	2033.7829	2402.4985	1152.432	1684.8766	2044.0736	1773.3236	1794.1874	1707.6481	1863.637	1717.5202	1772.3377	3989.325	3516.3228	3457.5067	2671.8343	3048.6599	2816.665
ARF3	242.7585	188.37073	207.55694	267.5107	481.91885	496.19934	388.43181	361.45037	442.01693	567.2405	500.55233	486.86964	340.94373	390.49787	420.81222	550.27852	536.50782	583.21776
ARG1	2734.1722	7235.7131	2255.1653	5011.5027	2345.2158	3179.8825	393.94931	465.96614	663.55539	1788.5768	1329.5921	1300.8892	2288.3841	3990.6304	4112.1035	1365.7515	1078.6483	1554.9057
ARG2	81.617082	265.99603	84.958541	43.737491	58.860317	48.759473	45.243478	60.967532	60.41958	88.999927	76.125666	111.25302	260.66612	192.48598	176.17337	178.17753	260.50905	180.39776
ARG3	374.60148	1246.1448	277.45954	1286.6959	405.58437	286.82043	86.072957	126.28989	208.81855	302.38529	166.85078	237.92725	460.88793	457.72982	530.18999	386.18944	367.52898	374.12035
ARG4	246.94399	1885.7773	179.5959	646.908	476.40069	454.13235	196.4229	249.96688	224.71844	379.59005	285.73195	276.48027	742.33178	714.68478	791.52774	530.38893	554.81386	573.99287
ARG5pc2C6	308.67999	563.04219	284.98751	1420.9599	614.35456	566.94838	365.25832	383.22449	403.8572	514.69837	318.05929	403.1545	832.05382	727.57858	930.96353	766.57776	836.44526	845.6145
ARG8	129.75023	311.53621	83.883116	669.28532	268.5502	241.88523	717.27465	693.28794	761.07472	508.26464	460.92527	421.88025	309.77713	329.71282	495.95725	386.18944	368.93714	332.09588
ARG81	25.112948	33.120129	19.357642	452.63217	194.05511	129.06919	142.35143	141.09629	135.67906	206.95164	227.33418	216.99846	56.666548	82.888699	106.038	145.02822	125.32597	171.17287
ARG82	156.95593	109.71043	121.52298	257.33919	268.5502	263.87479	60.69247	65.322356	119.77917	202.66248	164.76514	158.61816	108.61088	157.48853	196.21205	181.49246	152.08096	161.94799
ARH1	386.11158	371.56644	378.54945	1351.7936	773.46136	499.06755	199.7334	195.0961	246.97828	283.08411	247.14771	240.13028	286.16607	247.74511	237.95929	441.71453	454.83471	438.69455
ARI1	119.2865	140.76055	91.411088	490.26676	320.97267	197.9061	8.8279956	31.354731	49.819654	71.843315	69.868762	63.887871	97.277575	96.703482	111.04767	122.65244	102.79546	118.89852
ARL1	484.47063	461.61179	532.33516	793.37774	700.80565	532.52993	185.38791	210.77347	245.91829	315.25275	283.64632	291.90148	647.88754	524.04077	552.73351	459.11792	533.69151	478.66906
ARL3	44.994032	39.330153	34.413586	35.600283	86.451091	104.21142	56.278472	57.483673	71.019507	71.843315	70.91158	80.410597	80.27761	115.12319	137.7659	83.702004	71.816007	97.373791
ARL8A	258.45409	273.24106	269.93157	186.13862	378.91329	395.81219	420.43329	451.15974	481.23666	750.6018	794.62682	838.25293	518.49892	691.66014	682.14996	720.99746	677.32352	773.86539
ARN1	145.44583	176.98569	146.25774	371.26009	328.33021	250.48984	1329.7168	1484.9949	1299.551	997.2281	886.39474	890.02414	849.99823	1148.469	904.2453	693.64928	606.91567	632.41715
ARN2	279.38155	240.12093	190.35015	1212.4439	813.00813	685.50083	5613.5017	5265.8528	4225.1307	6810.1029	9397.8699	8261.3627	88.777593	105.91334	154.4648	699.45041	630.85434	515.5686
ARO1	1282.8531	1856.7972	1245.3416	1370.1023	1035.5737	1070.7963	300.15185	350.12783	299.97792	387.09607	282.6035	293.003	1252.3307	1117.1555	1087.0982	1105.5294	1181.4437	1144.9108
ARO10	235.43389	329.13128	160.23826	545.19291	808.40967	1165.447	283.59936	269.12811	224.71844	221.96367	220.03446	236.82573	2207.1621	1736.9787	2049.7897	1261.3312	1301.1371	1423.7073
ARO2	154.86318	459.54179	158.08741	150.53834	172.90218	227.54421	49.657475	70.548144	60.41958	108.30112	78.211301	93.628777	504.33228	437.46813	471.74385	295.85758	283.03956	350.54565
ARO3	156.95593	299.11616	160.23826	110.86945	392.70868	440.74739	1594.5567	1840.3485	1650.4085	2077.0224	2283.77	2167.7816	1306.1639	1101.4987	1196.476	1529.0118	1292.6881	1299.6839
ARO4	920.8081	3664.9492	839.90659	884.92132	926.13031	920.69358	659.89267	762.96512	939.15348	624.07178	554.77883	484.66661	5170.8225	6198.2327	6247.8925	1456.0834	1439.1365	1669.7043
ARO7	234.38752	285.66111	209.70779	567.57023	361.43914	396.76826	126.90244	128.03182	156.87891	108.30112	72.997214	83.715142	491.11009	497.33219	603.66514	329.00689	294.30482	349.52066
ARO8	24981.105	23577.392	23743.224	10647.536	12609.903	14580.038	3671.3427	3195.5696	3415.2963	2719.3231	2528.8321	2575.3421	9380.2026	9475.0993	9054.1422	5751.405	5779.0764	6231.9226
ARO80	219.7383	230.8059	190.35015	594.01615	587.68348	598.49863	608.0282	614.90111	761.07472	812.79452	769.5992	784.2787	251.2217	344.44859	407.4531	632.32306	677.32352	577.06783
ARO9	296.12352	294.97615	261.32817	5888.2868	1125.7036	988.57441	331.04984	355.35362	425.05705	891.07156	728.92932	703.8681	379.66587	1049.9235	1289.1549	650.55518	551.99755	677.51659
ARP2	1578.9766	1475.9157	1638.947	2381.1504	2176.9121	2274.486	331.04984	301.3538	350.85756	495.39718	467.18217	424.08328	1666.941	1572.1223	1712.4719	1255.5301	1351.8307	1285.334
ARP3	1838.4771	1946.8426	1620.6648	3279.2946	2313.0265	2693.2438	467.88377	518.22402	658.25543	807.43307	686.17381	684.04083	2195.8288	2567.7077	2654.2898	1807.466	1795.4002	1771.178
ARP4	216.59918	161.46063	212.93406	561.46732	686.09057	706.53432	100.41845	116.70928	181.25874	336.69852	280.51787	301.81512	243.66616	306.68819	350.67685	389.50437	370.34529	338.2458
ARP5	498.07347	543.37711	393.60539	1726.1052	1268.2559	1143.4574	142.35143	118.45121	168.53883	422.48158	395.22777	370.10905	309.77713	551.67034	687.15963	603.31741	578.75253	672.39165
ARP6	87.895319	89.010346	93.561937	266.49355	247.39727	238.06096	56.278472	87.967439	157.9389	229.46969	191.87839	182.85149	149.22191	177.75021	201.22171	164.91781	164.75437	163.99796
ARP7	56.504134	57.960225	37.63986	333.62551	197.73388	131.9374	32.001484	40.064378	44.519691	88.999927	95.939196	67.192417	56.666548	43.286321	72.640204	125.13864	101.3873	157.84804
ARP8	470.86778	537.16709	217.23576	1209.3925	790.01582	794.49259	329.94634	350.99879	517.27641	532.92727	555.82165	660.90902	330.55487	629.95411	640.40272	430.11228	404.14106	437.66957
ARP9	421.68826	380.88148	385.002	357.01998	382.59206	385.29544	71.727465	81.870686	118.71918	184.43358	115.75273	134.38483	443.88796	425.49532	466.73418	476.52131	419.63079	449.96941
ARR3	119.2865	94.185366	73.128871	165.7956	118.64033	130.02526	8.8279956	20.032189	33.919764	50.397549	33.370155	26.436361	30.222159	41.444349	65.960645	23.204516	19.714198	40.999491
ART5	160.09505	169.74066	192.501	651.99376	320.97267	284.90829	34.208483	40.935343	55.119617	109.3734	76.125666	87.019687	107.66644	196.16992	232.94962	135.91216	105.61178	122.99847
ARV1	101.49817	76.590298	91.411088	96.62934	163.70526	130.02526	22.069989	22.645083	28.619801	23.590342	12.513808	35.248481	188.88849	139.06882	139.43579	130.11104	198.55014	125.04845
ARX1	59.643252	28.980113	36.564435	25.428774	70.816319	94.650742	52.967974	83.612616	86.919396	79.349333	51.09805	37.451511	125.61085	218.27357	224.60017	82.044538	74.632322	210.12239
ASA1	21.97383	20.70008	11.82967	96.62934	82.772321	61.188358	7.7244962	27.870872	41.339713	45.036108	43.798329	45.162116	39.666584	81.967713	74.310094	49.723963	30.979454	46.124427
ASC1	1849.9872	1765.7169	1979.8566	1054.7855	3501.2692	3419.8556	776.86362	804.77142	833.15421	918.95105	623.60477	779.87264	3173.3267	2966.4944	2818.7739	3094.4879	3292.2711	3621.28
ASE1	107.7764	131.44551	110.76873	142.40113	126.91756	83.177924	38.622481	52.257885	67.839529	95.433657	71.954397	85.918172	55.722106	47.891248	60.116031	106.90652	107.01993	121.97349
ASF1	205.08908	136.62053	202.17982	152.57264	208.77019	242.8413	995.35651	911.02912	809.83438	807.43307	790.45555	807.41051	662.05417	315.89804	305.58982	660.49997	689.99693	673.41664
ASG1	490.74886	586.84728	435.54695	413.98043	685.17088	814.57002	3659.2042	3164.2149	2525.9625	2411.5763	2133.6043	2590.7633	1074.7755	1252.5403	1274.9608	899.17499	1058.9341	957.33811
ASI1	784.77963	896.31348	512.97752	2006.8388	1796.1594	1691.2845	739.34463	717.67495	1094.9724	1113.0352	1112.6861	996.8711	600.66541	920.98554	1077.9138	830.39018	836.44526	858.93933
ASK1	19.881084	8.2800322	21.508491	51.874698	81.852629	52.583745	133.52343	126.28989	138.85904	187.65045	179.36458	152.00907	44.388796	55.259133	59.281086	95.304262	73.224165	78.92402
ASM4	420.64188	488.5219	322.62737	819.82366	934.40754	789.71225	347.60233	363.1923	436.71697	475.02371	388.97087	406.45904	378.72143	454.96686	511.82121	451.65933	508.34468	459.1943
ASN1	675.95686	2030.6779	694.72427	373.2944	1339.9919	1530.665	2492.8053	2691.2811	2477.2028	1935.4803	1562.1404	1680.9119	2930.605	2646.9125	2527.3781	2382.6065	2337.5406	2541.9684
ASP1	227.06291	212.17582	248.42308	134.26392	267.63051	315.50247	28.690986	36.580519	41.339713	58.975855	25.027616	49.568176	475.99901	452.2039	449.20034	88.6744	102.79546	144.52321
ASR1	52.318642	48.645189	48.394106	213.6017	270.38958	170.18012	70.623965	117.58024	238.49834	190.86731	153.29415	161.92271	140.72193	180.51317	186.19271	175.69133	146.44833	158.87303
AST1	853.84024	895.27848	885.07442	1238.8899	1742.8172	1453.2235	802.2441	867.48089	939.15348	905.01131	731.01496	832.74536	1701.8853	1340.034	1340.9215	1130.3914	1196.9335	1199.2351
ATC1	18.834711	33.120129	23.65934	35.600283	107.60402	129.06919	164.42142	197.709	169.59882	113.66256	124.09526	149.80604	118.99975	158.40951	141.10568	111.05018	105.61178	141.44824
ATE1	405.99266	439.87671	417.26473	810.6693	503.07178	458.91269	65.106468	84.48358	105.99926	93.28908	79.254118	90.324232	314.49934	349.97451	360.69619	192.26599	183.06041	211.14738
ATF1	121.37925	114.88545	91.411088	146.46974	384.43145	372.86656	5643.2962	5680.4321	4521.9286	3751.9367	4026.3178	4062.3874	469.38791	424.57434	436.67617	881.7716	881.50629	794.36514
ATG1	2699.6419	3303.7328	2300.3332	2601.8721	2765.5152	2547.9215	9530.9248	9528.3543	8322.0022	7281.9097	7220.4673	7703.9961	2108.94	1859.4698	2058.1391	3342.279	3537.2904	3082.1367
ATG10	32.437558	47.610185	48.394106	71.200566	86.451091	74.573312	52.967974	71.419109	73.139492	52.542126	58.397771	64.989386	72.72207	68.15293	91.008991	58.840022	67.591536	72.774096
ATG11	119.2865	110.74543	102.16533	430.25485	486.51731	367.13015	497.67825	504.28859	502.43651	577.96338	439.0261	556.26509	264.44389	265.24384	312.26938	355.52633	370.34529	330.0459
ATG12	37.669422	26.910105	21.508491	138.33253	155.42803	99.431082	59.588971	99.289981	158.9989	122.24086	123.05245	117.86211	49.111009	51.57519	52.601527	83.702004	107.01993	79.949007
ATG13	1726.5152	1773.9969	1651.8521	2598.8207	2233.933	2090.9209	2453.0793	2464.8302	2379.6835	3266.1901	3760.3993	3698.8875	897.22035	932.95836	1153.8938	1131.2201	1218.0558	1121.3361
ATG14	261.59321	269.10105	186.04845	788.29198	710.00258	640.56563	217.38939	293.51512	489.7166	505.04778	618.39069	463.73783	220.99954	244.98215	268.85225	474.03511	392.87581	470.46916
ATG15	612.12811	613.75738	597.93606	1443.3372	1184.5639	1017.2565	962.25152	976.35148	1039.8528	1153.7822	1226.3532	1168.7074	679.99858	673.24043	748.11061	1095.5846	1011.0567	1053.6869
ATG16	57.550507	71.415277	59.148351	321.4197	306.25759	204.59857	116.97094	191.61224	230.0184	250.91546	234.6339	218.09997	128.44418	115.12319	106.038	207.18318	211.22355	208.07242
ATG17	279.38155	314.64122	197.87812	663.18242	645.62411	437.87919	115.86744	148.93497	373.11741	239.12029	220.03446	261.05906	238.94395	269.84876	349.8419	260.22207	298.52929	293.14636
ATG18	870.58221	880.78842	933.46853	1081.2315	729.31612	865.24163	564.99172	576.57866	550.13618	527.56583	467.18217	480.26055	956.72023	885.98809	869.17761	604.14615	643.52775	629.34219
ATG2	864.30397	956.34371	975.41008	1264.3186	1395.1735	1234.2839	822.10709	815.223	887.21384	846.03545	721.6296	866.89232	804.66499	562.72217	601.16031	972.10347	1105.4033	866.11424
ATG20	1766.2774	1887.8473	1314.1688	4276.1026	2841.8497	2678.9028	2098.856	2225.3149	2566.2422	2836.2025	2881.3043	2778.0209	1610.2744	1974.593	2246.8367	2018.7929	1827.7878	2052.0245
ATG21	379.83334	331.20129	416.18931	434.32345	519.62624	490.46293	254.90837	260.41846	311.63784	345.27683	300.3314	350.28178	395.7214	403.39167	438.34606	485.63737	522.42625	510.44366
ATG22	1417.8352	1512.1409	1503.4435	2145.1713	2084.0231	2069.8874	361.94782	352.74072	502.43651	551.15618	435.89765	495.68176	849.05378	967.95581	1044.516	742.54451	880.09813	950.1632
ATG23	283.56704	278.41608	167.76623	773.03472	861.75183	738.08457	289.11686	420.67597	763.1947	705.56569	674.70282	656.50296	317.33267	415.36448	505.97659	619.06333	601.28304	666.24173
ATG26	6924.8955	6797.9064	7394.6193	5844.5493	6521.5392	7287.151	14263.834	14149.693	12531.233	11308.352	11424.064	11097.764	2833.3274	2424.9549	2736.1143	5095.0487	4746.8973	4226.0225
ATG27	787.91875	825.93321	708.70479	1278.5587	1242.5045	1245.7567	1028.4615	1197.5765	1468.0898	1446.5169	1570.4829	1404.4317	618.60982	608.77144	658.7715	1037.5734	878.68997	957.33811
ATG29	411.22453	349.83136	389.30369	706.91991	514.10808	515.3207	144.55843	268.25714	392.19728	355.99971	305.54548	280.88633	202.11069	193.40696	204.56149	270.9956	257.69273	293.14636
ATG3	1746.3963	2059.658	1708.8496	2019.0446	2158.5182	2111.9544	3206.7694	3395.8915	3192.6978	3113.9252	3132.6233	3122.7951	1121.0532	1172.4146	1262.4366	1383.1549	1150.4643	1151.0607
