Genes	SRR5318962	SRR5318963	SRR5318964	SRR5318965	SRR5318966	SRR5318967	SRR5318968	SRR5318969	SRR5318970	SRR5318971	SRR5318972	SRR5318973	SRR5318974	SRR5318975	SRR5318976	SRR5318977	SRR5318978	SRR5318979
KLMA_10040	5567.80867949915	5799.1051832406	2606.08127298037	2589.08588619191	1993.69867786563	1988.65809033434	4598.55434806055	4606.12095108559	1372.50356506865	1317.44293724284	2074.98186778788	2091.17317304127	5214.01863891262	5462.53549857332	3340.7735066421	3312.29178341278	1485.08674904272	1506.00540632786
KLMA_10041	20.867689387351	24.5032613376363	9.46136807455561	8.94523303370127	11.0236103831433	13.0725264771362	12.6102952871861	15.8862190303776	4.80526412277863	4.4508207339285	10.9456466273664	8.10846519209487	56.4440448055494	41.0716954779949	12.0750849637666	16.9915577218995	13.084464749275	24.1236563942677
KLMA_10043	44.0540109288522	54.7239503207211	26.8072095445742	27.9538532303165	7.87400741653094	18.7917568108832	49.6004947962655	56.4843343302314	46.8513251970916	50.2306911400502	17.2003018430043	18.6494699418182	95.2493256093645	138.150248425983	35.218997810986	36.1070601590364	35.9822780605064	34.4623662775253
KLMA_10044	13.9117929249007	22.8697105817939	24.1790517460866	32.4264697471671	31.4960296661238	30.2302174783774	10.928922582228	24.7118962694762	14.4157923683359	29.2482505372444	43.0007546075108	41.3531724796838	3.52775280034683	22.4027429879972	28.1751982487888	25.4873365828492	26.1689294985501	51.6935494162879
KLMA_10045	76.5148610869538	62.074928722012	136.138573961661	133.619418440913	112.598306056392	93.9587840544162	89.1127533627821	83.8439337714373	129.742131315023	139.882937352039	99.2926515482522	125.68121047747	91.7215728090177	85.8771814539894	145.907276645513	144.428240636145	104.6757179942	77.5403241244319
KLMA_10046	91.1995313965712	69.4259071233029	96.1905754246487	98.397563370714	99.2124934482898	112.750540865299	84.0686352479076	82.0787983236175	96.7059404709199	112.542181415049	100.856315352162	124.870363958261	45.8607864045089	63.4744384659922	135.844705842374	121.064848768534	106.31127608786	67.2016142411743
KLMA_10047	209.449771258227	216.445475149121	138.766731760149	135.855726699338	214.960402471295	223.049983016136	195.879920127625	179.161247953703	202.42175117205	213.639395228568	235.331402488377	254.605807031779	208.137415220463	164.28678191198	159.994875769908	170.977549576613	170.098041740575	180.927422957008
KLMA_10048	335.42878496705	288.321708406187	146.125573595914	128.028647794849	126.771519406148	136.444495105109	274.904437260658	278.008833031608	127.940157268981	131.6171274176	107.1109705678	129.735443073518	546.801684053759	481.65897424194	198.232644821835	193.278969086606	188.089180770829	155.080648248864
KLMA_10049	5251.70182915001	5368.66455907612	2754.83500437478	2628.22128071435	1101.57363757268	1172.44221841815	7602.32668546828	7678.33919801583	3128.22694392889	2960.43161959587	1212.6212799318	1215.45893229502	4642.52268525643	4637.36779851543	3635.60683117407	3668.05252321505	1334.61540442605	1244.09142261866
KLMA_10050	122.887504169956	148.65311878166	238.63672810268	238.166829522296	205.511593571457	186.28350229919	112.651971232196	138.563132653849	147.161213760096	148.148747286477	225.167587762966	206.765862398419	179.915392817689	168.020572409979	165.026161171477	189.031079656132	175.004716021554	217.112907548409
KLMA_10051	397.258975744387	416.555442739818	199.214361125365	181.140968932451	474.015246475162	419.137880173178	355.610327098649	388.329798520341	332.76454050242	364.331468648719	741.176643053095	755.708955903242	349.247527234337	309.904611333962	218.357786428113	227.262084530405	716.374445022808	613.43011973995
