gene_id	gene_name
KLMA_20586	ATO2
KLMA_20587	ATO3
KLMA_20591	ORT1
KLMA_20592	PMP47A
KLMA_20594	YRA1
KLMA_20596	AFI1
KLMA_20597	ARO10
KLMA_20598	ADE2
KLMA_20600	ugcg-b
KLMA_20601	RGA1
KLMA_20602	LSM6
KLMA_20603	ARH1
KLMA_20604	IAH1
KLMA_20608	COQ7
KLMA_20609	FRQ1
KLMA_20610	UBP2
KLMA_20611	VPS74
KLMA_20612	CTS2
KLMA_20613	LEO1
KLMA_20614	PFY1
KLMA_20619	YPR1
KLMA_20620	LEM3
KLMA_20621	SNG1
KLMA_20622	FIG4
KLMA_20623	RRP40
KLMA_20624	PFA3
KLMA_20625	EGT2
KLMA_20626	MDJ2
KLMA_20627	PEX6
KLMA_20628	RPD3
KLMA_20629	RIB4
KLMA_20630	NOP8
KLMA_20631	CTR9
KLMA_20632	PSF3
KLMA_20634	PEX11
KLMA_20635	SPT20
KLMA_20636	DCP1
KLMA_20637	SDL1
KLMA_20638	PLT5
KLMA_20639	MGT1
KLMA_20640	PET494
KLMA_20641	MSS11
KLMA_20642	INP2
KLMA_20643	QRI1
KLMA_20644	DNF3
KLMA_20646	POL3
KLMA_20647	DUN1
KLMA_20649	ATG16
KLMA_20650	GET3
KLMA_20652	MRPS8
KLMA_20653	AIM36
KLMA_20654	SNU23
KLMA_20655	TPP1
KLMA_20656	RPN6
KLMA_20657	PMT1
KLMA_20659	MSC1
KLMA_20661	PRE8
KLMA_20662	UTP14
KLMA_20663	GIM5
KLMA_20664	RAD10
KLMA_20666	VPS9
KLMA_20667	ERO1
KLMA_20668	TAF13
KLMA_20669	ARG81
KLMA_20670	EAR1
KLMA_20671	PHO2
KLMA_20672	aldA
KLMA_20673	ALD2
KLMA_20674	CEP3
KLMA_20675	MLH1
KLMA_20676	NSE4
KLMA_20677	QRI7
KLMA_20679	PAH1
KLMA_20681	AVT1
KLMA_20682	MPP10
KLMA_20683	NOC3
KLMA_20687	GPI14
KLMA_20688	SKI6
KLMA_20689	FYV8
KLMA_20690	SMF2
KLMA_20691	GRP78
KLMA_20692	PML1
KLMA_20693	DBP4
KLMA_20694	CTK2
KLMA_20695	BET4
KLMA_20696	MAD2
KLMA_20698	VPS53
KLMA_20699	CCT8
KLMA_20700	SAK1
KLMA_20701	CDC25
KLMA_20702	SMD2
KLMA_20703	MCM5
KLMA_20704	GAC1
KLMA_20706	CDC34
KLMA_20707	MDM36
KLMA_20708	VMA2
KLMA_20709	ATG14
KLMA_20711	ASA1
KLMA_20712	OPY1
KLMA_20713	SHE3
KLMA_20714	SRP54
KLMA_20715	CCZ1
KLMA_20717	SUI3
KLMA_20720	YAR1
KLMA_20722	ERG9
KLMA_20723	maa
KLMA_20725	NCP1
KLMA_20726	DTD1
KLMA_20727	DUG3
KLMA_20729	SRP1
KLMA_20731	TIM22
KLMA_20732	SWT21
KLMA_20733	RRI1
KLMA_20734	GDH2
KLMA_20735	UBP10
KLMA_20736	rplK
KLMA_20737	NPR1
KLMA_20738	NOP6
KLMA_20739	IPI3
KLMA_20741	ced-10
KLMA_20742	RPS3
KLMA_20744	SHR3
KLMA_20745	MRPL22
KLMA_20747	NOP13
KLMA_20749	CRP1
KLMA_20750	APC1
KLMA_20751	PSD1
KLMA_20752	DCD1
KLMA_20753	FMP41
KLMA_20755	RPC10
KLMA_20756	BNI5
KLMA_20759	IBD2
KLMA_20760	RIA1
KLMA_20761	CHS7
KLMA_20762	RPL44
KLMA_20764	CBK1
KLMA_20766	MEP2
KLMA_20768	GNA1
KLMA_20770	dnaJ
KLMA_20771	HSP12
KLMA_20773	IES1
KLMA_20774	dao1
KLMA_20775	CDC4
KLMA_20777	SMC1
KLMA_20778	KES1
KLMA_20779	DFR1
KLMA_20781	YUC8
KLMA_20783	RPL33B
KLMA_20784	FRK1
KLMA_20785	mge1
KLMA_20786	MKK1
KLMA_20787	WTM2
KLMA_20788	SPP1
KLMA_20790	GIP3
KLMA_20791	ISU1
KLMA_20792	RPB8
KLMA_20795	ODC2
KLMA_20796	MCT1
KLMA_20797	RDS2
KLMA_20798	COX11
KLMA_20800	RPL5
KLMA_20801	STE13
KLMA_20803	RUD3
KLMA_20804	AIM41
KLMA_20805	TAF14
KLMA_20806	STE4
KLMA_20807	TBF1
KLMA_20808	MGM1
KLMA_20809	RPB10
KLMA_20810	NAN1
KLMA_20811	NPT1
KLMA_20812	KAP120
KLMA_20813	PTP2
KLMA_20814	SPC29
KLMA_20815	RNY1
KLMA_20816	RNY1
KLMA_20817	ARG2
KLMA_20818	PSF2
KLMA_20821	APE3
KLMA_20824	SCP1
KLMA_20825	KHA1
KLMA_20826	FEN2
KLMA_20827	amdS
KLMA_20828	MRS6
KLMA_20829	PHO3
KLMA_20830	LAC12
KLMA_20831 KLMA_50635	BIO3
KLMA_20832 KLMA_50636	BIO4
KLMA_20833	BIO5
KLMA_20834	amdS
KLMA_30004 KLMA_30006	TY2B-GR2
KLMA_30008 KLMA_50004	TY2B-GR1
KLMA_30009	LAC4
KLMA_30010	LAC12
KLMA_30012	mirA
KLMA_30013	CYB2
KLMA_30015	bioA
KLMA_30016	YPR1
KLMA_30017	PUT4
KLMA_30018	ARI1
KLMA_30019	fmo1
KLMA_30024	YHB1
KLMA_30025	MIR1
KLMA_30027	DOA1
KLMA_30028	SAC1
KLMA_30029	TRP3
KLMA_30030	CDC11
KLMA_30031	HOC1
KLMA_30032	MOG1
KLMA_30033	UBA1
KLMA_30034	STE6
KLMA_30035	OPI3
KLMA_30037	mug157
KLMA_30038	AIM27
KLMA_30039	NPA3
KLMA_30040	ADD66
KLMA_30041	LIA1
KLMA_30042	HAM1
KLMA_30043	LOS1
KLMA_30044	RFC2
KLMA_30045	YAE1
KLMA_30046	TOR2
KLMA_30047	THI20
KLMA_30048	ARP3
KLMA_30049	CCT5
KLMA_30051	NTA1
KLMA_30052	MNN4
KLMA_30053	CTF18
KLMA_30054	TY1B-DR6
KLMA_30055	YAP3
KLMA_30057	MIF2
KLMA_30058	STE20
KLMA_30059	UFD4
KLMA_30060	MRT4
KLMA_30062	MRP4
KLMA_30063	LAG1
KLMA_30064	HSE1
KLMA_30065	CAP1
KLMA_30066	RPL14B
KLMA_30067	AUR1
KLMA_30068	MRP17
KLMA_30069	DID4
KLMA_30070	MET14
KLMA_30071	VPS1
KLMA_30072	PAP1
KLMA_30073	MUP1
KLMA_30074	RSC2
KLMA_30075	ADE13
KLMA_30076	LST7
KLMA_30078	DCR2
KLMA_30080	STE11
KLMA_30081	PEP5
KLMA_30082	FUS2
KLMA_30083	RRS1
KLMA_30086	mug14
KLMA_30087	RNH1
KLMA_30088	FAA1
KLMA_30089	CLD1
KLMA_30090	MUB1
KLMA_30091	VPH2
KLMA_30092	SRT1
KLMA_30093	OAC1
KLMA_30096	SSH4
KLMA_30097	RRN3
KLMA_30098	YPK1
KLMA_30099	PGM2
KLMA_30100	YKU80
KLMA_30101	SPG4
KLMA_30102	PMU1
KLMA_30103	dur3-1
KLMA_30105	ILV2
KLMA_30106	MYO1
KLMA_30107	HFD1
KLMA_30108	SHE2
KLMA_30110	MED11
KLMA_30111	FOL3
KLMA_30113	MGR3
KLMA_30114	OCT1
KLMA_30115	ASC1
KLMA_30116	ASC1
KLMA_30117	APL2
KLMA_30119	CMC1
KLMA_30120	MRPL31
KLMA_30121	SPC24
KLMA_30123	CTK1
KLMA_30125	VTC2
KLMA_30127	SEC4
KLMA_30128	BLM10
KLMA_30130	CFT2
KLMA_30133	RRG1
KLMA_30134	RTR1
KLMA_30136	gabD
KLMA_30137	mlo2
KLMA_30138	MCM2
KLMA_30139	NCL1
KLMA_30140	RRN10
KLMA_30141	EMP24
KLMA_30142	GLC7
KLMA_30143	YIP4
KLMA_30144	MDS3
KLMA_30145	GCN1
KLMA_30146	SGF29
KLMA_30147	MRPL2
KLMA_30148	ILV6
KLMA_30149	IDP2
KLMA_30151	SSP120
KLMA_30152	SPO1
KLMA_30153	TEF3
KLMA_30154	GSH1
KLMA_30155	LSB6
KLMA_30156	CHS6
KLMA_30157	SAP190
KLMA_30158	PHS1
KLMA_30159	MRPL49
KLMA_30160	BCK1
KLMA_30161	TOK1
KLMA_30162	SRS2
KLMA_30163	SRS2
KLMA_30164	GWT1
KLMA_30165	DPB11
KLMA_30166	SIP4
KLMA_30168	ARG3
KLMA_30170	TRL1
KLMA_30171	EXO70
KLMA_30172	ALY2
KLMA_30173	RAD4
KLMA_30176	SLU7
KLMA_30177	PUS6
KLMA_30178	BBC1
KLMA_30180	CLC1
KLMA_30182	SIR2
KLMA_30183	RTG1
KLMA_30184	RPT2
KLMA_30185	PTC1
KLMA_30186	MED2
KLMA_30187	ATP16
KLMA_30188	MCD1
KLMA_30190	IPI1
KLMA_30191	NAM8
KLMA_30194	PSD2
KLMA_30195	POL31
KLMA_30196	MSM1
KLMA_30197	RBG2
KLMA_30198	YIP1
KLMA_30199	RNR2
KLMA_30200	OKP1
KLMA_30201	PBP1
KLMA_30202	RRN7
KLMA_30203	ATF1
KLMA_30204	ERG1
KLMA_30205	CBP4
KLMA_30206	APS3
KLMA_30207	TIM13
KLMA_30208	QCR9
KLMA_30209	UBR1
KLMA_30210	UBR2
KLMA_30211	TYS1
KLMA_30212	TFG1
KLMA_30214	HGH1
KLMA_30217	PUF3
KLMA_30218	IZH3
KLMA_30219	SDO1
KLMA_30220	IRC25
KLMA_30221	YEH2
KLMA_30222	DCAF13
KLMA_30223	PSR1
KLMA_30224	POM34
KLMA_30225	MEU1
KLMA_30227	CYR1
KLMA_30228	SYS1
KLMA_30229	DRS1
KLMA_30231	MMM1
KLMA_30232	SPO75
KLMA_30233	PMT2
KLMA_30234	FUN26
KLMA_30235	CCR4
KLMA_30236	ATS1
KLMA_30237	MTH1
KLMA_30238	DBP5
KLMA_30241	WHI2
KLMA_30242	CUE5
KLMA_30243	GLO4
KLMA_30246	RSB1
KLMA_30247	GPT2
KLMA_30248	BET3
KLMA_30249	ETT1
KLMA_30250	MET1
KLMA_30253	DRE2
KLMA_30254	VHS3
KLMA_30255	NOB1
KLMA_30257	SGT1
KLMA_30258	ASE1
KLMA_30259	AIM29
KLMA_30261	SLD7
KLMA_30262	CKA2
KLMA_30264	RPL3
KLMA_30266	YNG1
KLMA_30267	CYT1
KLMA_30269	ALG8
KLMA_30270	VPS5
KLMA_30271	TRZ1
KLMA_30275	GLY1
KLMA_30276	SIT1
KLMA_30278	IES6
KLMA_30280	ISY1
KLMA_30281	GDA1
KLMA_30283	UTR2
KLMA_30284	CYCK
KLMA_30285	TMT1
KLMA_30286	GRX3
KLMA_30288	RAD24
KLMA_30289	BRR2
KLMA_30290	RAD3
KLMA_30292	ADK2
KLMA_30293	MSH6
KLMA_30294	RPH1
KLMA_30295	CCA1
KLMA_30297	DNF1
KLMA_30298	UBC13
KLMA_30299	PAB1
KLMA_30300	CHD1
KLMA_30301	RLI1
KLMA_30302	GPI13
KLMA_30303	MCM4
KLMA_30305	DUR3
KLMA_30306	ATP20
KLMA_30307	ROK1
KLMA_30308	MRPL15
KLMA_30309	SPA2
KLMA_30310	MCH2
KLMA_30312	ACO2b
KLMA_30314	STT4
KLMA_30316	UBC12
KLMA_30318	CDA2
KLMA_30319	IMH1
KLMA_30321	ATG1
KLMA_30322	MND1
KLMA_30325	STR3
KLMA_30326	PIB2
KLMA_30327	SCT1
KLMA_30328	PPQ1
KLMA_30329	CBC2
KLMA_30330	CUP9
KLMA_30333	HFI1
KLMA_30334	CIK1
KLMA_30335	YAH1
KLMA_30336	VTI1
KLMA_30340	SWA2
KLMA_30341	ERG7
KLMA_30342	YFT2
KLMA_30346	CWC21
KLMA_30348	AQY1
KLMA_30349	MNT2
KLMA_30350	CNS1
KLMA_30352	SSY1
KLMA_30354	LEE1
KLMA_30355	AMN1
KLMA_30356	LGE1
KLMA_30358	CDC28
KLMA_30359	SUR1
KLMA_30360	TOS1
KLMA_30362	PDR12
KLMA_30363	PDR12
KLMA_30364	EXO5
KLMA_30366	GRX5
KLMA_30370	GSY2
KLMA_30371	CMK2
KLMA_30372	PDC2
KLMA_30373	VPS41
KLMA_30374	COG3
KLMA_30375	PET100
KLMA_30378	STT3
KLMA_30380	ALK2
KLMA_30382	NSR1
KLMA_30383	RIM8
KLMA_30384	CCT2
KLMA_30385	END3
KLMA_30386	AXL2
KLMA_30387	Acot10
KLMA_30388	SAL1
KLMA_30389	REV7
KLMA_30390	PMS1
KLMA_30392	BMT2
KLMA_30393	MAK5
KLMA_30394	SUP45
KLMA_30396	PHM7
KLMA_30398	DOG2
KLMA_30400	RRP45
KLMA_30401	RNH202
KLMA_30403	APE2
KLMA_30404	FSH1
KLMA_30405	TAD2
KLMA_30406	SNX4
KLMA_30407	BRE2
KLMA_30408	PPR1
KLMA_30410	ZIP1
KLMA_30411	YIM1
KLMA_30412	DPP1
KLMA_30413	GCN2
KLMA_30414	SRB2
KLMA_30415	RTT103
KLMA_30416	HRQ1
KLMA_30417	SRP101
KLMA_30418	OLE1
KLMA_30419	BCD1
KLMA_30420	VMA10
KLMA_30421	ALDH22A1
KLMA_30422	RRF1
KLMA_30423	SSD1
KLMA_30425	BRL1
KLMA_30426	DPL1
KLMA_30427	HDA2
KLMA_30429	MHR1
KLMA_30430	SUR2
KLMA_30431	atpH
KLMA_30432	BFR2
KLMA_30434	PIH1
KLMA_30435	PRO1
KLMA_30436	CFT1
KLMA_30437	GPI11
KLMA_30439	CPR5
KLMA_30440	MED6
KLMA_30441	FYV4
KLMA_30443	BEM4
KLMA_30446	MLH3
KLMA_30448	CLP1
KLMA_30449	TUM1
KLMA_30450	SET6
KLMA_30451	ATG29
KLMA_30452	REV3
KLMA_30453	TMA16
KLMA_30455	NAT5
KLMA_30457	MEX67
KLMA_30459	DAP1
KLMA_30460	TRE2
KLMA_30461	SPT14
KLMA_30462	NIP100
KLMA_30463	CDC31
KLMA_30464	MRPL40
KLMA_30465	HNT3
KLMA_30466	RPT4
KLMA_30467	GCD1
KLMA_30468	COX10
KLMA_30469	RPN8
KLMA_30472	RBL2
KLMA_30474	NET1
KLMA_30476	SPO22
KLMA_30477	SER3
KLMA_30478	RPN2
KLMA_30479	UTP7
KLMA_30480	URA9
KLMA_30483	GET2
KLMA_30484	SEC28
KLMA_30485	ARE2
KLMA_30486	ATP23
KLMA_30489	MRPL50
KLMA_30490	RSC6
KLMA_30491	THR4
KLMA_30492	CTR86
KLMA_30493	PWP2
KLMA_30495	YIH1
KLMA_30496	TAH1
KLMA_30497	FKS3
KLMA_30499	BUD31
KLMA_30500	HCM1
KLMA_30501	RAD18
KLMA_30502	SEC12
KLMA_30504	BUD17
KLMA_30505	ATG15
KLMA_30507	SLX9
KLMA_30509	HNM1
KLMA_30511	DBP3
KLMA_30512	MNN10
KLMA_30513	PEX5
KLMA_30514	PRP28
KLMA_30515	CWC2
KLMA_30516	NHP2
KLMA_30517	SNU56
KLMA_30519	SEC26
KLMA_30520	rplE
KLMA_30521	GLE1
KLMA_30523	FMN1
KLMA_30525	PRP42
KLMA_30526	HEM3
KLMA_30527	LYS4
KLMA_30529	RTN1
KLMA_30530	HEM1
KLMA_30531	ACK1
KLMA_30532	COX20
KLMA_30534	IVY1
KLMA_30535	MRPL28
KLMA_30536	CGI121
KLMA_30537	TFB3
KLMA_30539	PMT7
KLMA_30540	SRB7
KLMA_30541	VMA22
KLMA_30542	GIC2
KLMA_30543	RPP1
KLMA_30544	SUM1
KLMA_30545	PAN5
KLMA_30546	SSZ1
KLMA_30547	TFB1
KLMA_30548	RRP3
KLMA_30549	SSF1
KLMA_30550	PIB1
KLMA_30551	SEC18
KLMA_30552	TIF32
KLMA_30553	Plekha8
KLMA_30554	ECM33
KLMA_30556	GAD1
KLMA_30557	SPE2
KLMA_30558	HSH49
KLMA_30559	GNT1-B
KLMA_30560	RKR1
KLMA_30561	SBA1
KLMA_30563	PRR1
KLMA_30564	APN1
KLMA_30565	FEN1
KLMA_30566	ABF1
KLMA_30567	ATP25
KLMA_30568	KTI12
KLMA_30569	MTG1
KLMA_30570	SET3
KLMA_30571	fap2
KLMA_30572	IME2
KLMA_30574	MPD2
KLMA_30575	APD1
KLMA_30576	HAL9
KLMA_30577	ARA1
KLMA_30578	MSH2
KLMA_30580	ARL8A
KLMA_30582	SNF1
KLMA_30583	SMF1
KLMA_30584	SNX3
KLMA_30585	HAP5
KLMA_30586	PTA1
KLMA_30587	VTS1
KLMA_30588	PDE2
KLMA_30589	GCV3
KLMA_30591	AIM1
KLMA_30592	PRT1
KLMA_30594	PRE10
KLMA_30595	GEM1
KLMA_30596	OAF1
KLMA_30597	OAF1
KLMA_30598	OAF1
KLMA_30599	AIM2
KLMA_30600	FLC2
KLMA_30602	ACS1
KLMA_30605	MRPL11
KLMA_30606	TRM8
KLMA_30607	STL1
KLMA_30608	SCW4
KLMA_30610	PMR1
KLMA_30612	SUA5
KLMA_30615	RAD54
KLMA_30616	HAA1
KLMA_30617	FTR1
KLMA_30619	REC8
KLMA_30620	RSC4
KLMA_30622	MRPL13
KLMA_30623	mug70
KLMA_30626	OSH7
KLMA_30629	FMP48
KLMA_30631	ILV5
KLMA_30632	PRX1a
KLMA_30633	RME1
KLMA_30634	TAL1
KLMA_30639	KSS1
KLMA_30640	dao1
KLMA_30641	NIT3
KLMA_30643	ISN1
KLMA_30644	PNS1
KLMA_30645	MTR10
KLMA_30646	SME1
KLMA_30647	PET123
KLMA_30648	TRS120
KLMA_30649	PUP1
KLMA_30650	ADE8
KLMA_30651	SIZ1
KLMA_30652	STE14
KLMA_30653	VPS71
KLMA_30654	CAT2
KLMA_30655	DFM1
KLMA_30656	RRP17
KLMA_30657	ERD1
KLMA_30658	RML2
KLMA_30660	VMA8
KLMA_30661	SYF1
KLMA_30662	AFG1
KLMA_30663	MAK10
KLMA_30664	RPL12B
KLMA_30666	RAD30
KLMA_30667	HKR1
KLMA_30668	ARO80
KLMA_30669	GIS4
KLMA_30670	YAP1
KLMA_30671	ERG6
KLMA_30674	SKI8
KLMA_30675	CLG1
KLMA_30676	FRA2
KLMA_30677	ARB1
KLMA_30679	SDT1
KLMA_30681	VRG4
KLMA_30683	YEN1
KLMA_30684	MXR1
KLMA_30685	COX5B
KLMA_30686	VID30
KLMA_30687	SAH1
KLMA_30688	SHE10
KLMA_30689	SAP155
KLMA_30690	ERJ5
KLMA_30691	KEG1
KLMA_30692	EMC4
KLMA_30693	TAN1
KLMA_30694	SEC15
KLMA_30695	DUG1
KLMA_30697	ADE5,7
KLMA_30698	MTO1
KLMA_30699	HAP2
KLMA_30700	CSE1
KLMA_30701	DOC1
KLMA_30703	KAP114
KLMA_30705	TAD1
KLMA_30706	RTF1
KLMA_30707	RMD8
KLMA_30709	GUS1
KLMA_30710	ATG32
KLMA_30711	SLN1
KLMA_30712	RPL40B
KLMA_30713	MLP1
KLMA_30714	MCM10
KLMA_30716	PCC1
KLMA_30719	PCK1
KLMA_30720	RRD1
KLMA_30721	IMP2'
KLMA_30722	GUT2
KLMA_30723	UBP11
KLMA_30724	SNZ3
KLMA_30726	SNO3
KLMA_30727	SMC3
KLMA_30728	LAC12
KLMA_40001	TY2B-GR2
KLMA_40002	FET3
KLMA_40004	THI13
KLMA_40007	OXP1
KLMA_40009	DUR3
KLMA_40011	ESF2
KLMA_40012	NOG2
KLMA_40013	POP2
KLMA_40014	BRE5
KLMA_40015	OCA4
KLMA_40016	LYS9
KLMA_40018	OXP1
KLMA_40019	YCT1
KLMA_40020	UBC1
KLMA_40021	CDC50
KLMA_40022	CDC39
KLMA_40023	MSH3
KLMA_40024	FPK1
KLMA_40025	TRM112
KLMA_40026	ERG26
KLMA_40027	VPS8
KLMA_40028	EFB1
KLMA_40029	SFH1
KLMA_40030	TAD3
KLMA_40031	EST2
KLMA_40032	BUD6
KLMA_40034	MMS22
KLMA_40035	SWC4
KLMA_40036	CUL3
KLMA_40037	CWC24
KLMA_40038	PEX30
KLMA_40039	RPL38
KLMA_40040	TFG2
KLMA_40044	ECT1
KLMA_40045	STF2
KLMA_40046	NMA1
KLMA_40048	SNU71
KLMA_40049	MSB2
KLMA_40053	THI3
KLMA_40054	RIM11
KLMA_40055	MDH3
KLMA_40056	CIN4
KLMA_40057	PSO2
KLMA_40058	GAT2
KLMA_40059	GID8
KLMA_40063	JLP2
KLMA_40064	RRB1
KLMA_40065	RIC1
KLMA_40066	COX12
KLMA_40069	POM152
KLMA_40070	SMF3
KLMA_40071	RSC58
KLMA_40072	ECM16
KLMA_40073	SAS2
KLMA_40074	RAD5
KLMA_40075	DLT1
KLMA_40076	CBC1
KLMA_40080	RPL15B
KLMA_40081	ADE17
KLMA_40082	ASI1
KLMA_40083	AAT2
KLMA_40084	fnx1
KLMA_40085	SED5
KLMA_40086	SNF7
KLMA_40087	ARN2
KLMA_40088	YMC1
KLMA_40089	YKE4
KLMA_40092	CLF1
KLMA_40093	BBP
KLMA_40094	RPS13
KLMA_40095	AIM7
KLMA_40096	TPO1
KLMA_40097	FRA1
KLMA_40098	ISA1
KLMA_40099	HSP104
KLMA_40100	RIM4
KLMA_40101	NPR3
KLMA_40102	ADH1
KLMA_40103	CHO2
KLMA_40104	MTR3
KLMA_40107	ARO3
KLMA_40108	MUM2
KLMA_40109	UBP14
KLMA_40110	EHD3
KLMA_40111	dsd1
KLMA_40112	AKL1
KLMA_40113	ORC2
KLMA_40114	RPC11
KLMA_40115	HEM13
KLMA_40117	NRG1
KLMA_40118	SLT11
KLMA_40121	TRM7
KLMA_40122	KRS1
KLMA_40123	BAP3
KLMA_40124	DET1
KLMA_40125	TPI1
KLMA_40126	ALG14
KLMA_40128	HSP26
KLMA_40129	EMP70
KLMA_40130	TRS85
KLMA_40131	RAX2
KLMA_40134	ARP6
KLMA_40135	SMC4
KLMA_40136	CSF1
KLMA_40137	GAA1
KLMA_40138	FOB1
KLMA_40139	ALT1
KLMA_40140	DNAJA2
KLMA_40142	GEP5
KLMA_40145	TMA64
KLMA_40147	SUL2
KLMA_40150	TRM1
KLMA_40151	DPB4
KLMA_40152	NYV1
KLMA_40153	fmo1
KLMA_40154	GIS3
KLMA_40155	IOC2
KLMA_40156	KIN1
KLMA_40157	HRT3
KLMA_40158	CHA4
KLMA_40159	ECM18
KLMA_40160	SWF1
KLMA_40161	ARO1
KLMA_40162	MTC5
KLMA_40163	ERG27
KLMA_40164	SAC6
KLMA_40166	CDC45
KLMA_40167	SEN2
KLMA_40168	MDN1
KLMA_40169	REX3
KLMA_40173	AHP1
KLMA_40175	HOG1
KLMA_40176	YCF1
KLMA_40177	YCS4
KLMA_40178	HEM15
KLMA_40179	ALE1
KLMA_40180	MED4
KLMA_40182	DCS1
KLMA_40183	SEC22
KLMA_40184	DDP1
KLMA_40185	GET4
KLMA_40186	SEY1
KLMA_40188	SWT1
KLMA_40189	RPS28
KLMA_40190	RED1
KLMA_40191	GLN4
KLMA_40193	YPT6
KLMA_40194	LCB5
KLMA_40196	PTI1
KLMA_40198	UGA1
KLMA_40202	ENA5
KLMA_40205	EBS1
KLMA_40206	TOP3
KLMA_40207	MSC2
KLMA_40209	GCR2
KLMA_40210	SHS1
KLMA_40211	WHI3
KLMA_40214	FMP45
KLMA_40215	CDC13
KLMA_40217	CHS1
KLMA_40218	GAP1
KLMA_40220	ADH2
KLMA_40221	MRPS9
KLMA_40224	RPB5
KLMA_40225	RIB7
KLMA_40226	SPP381
KLMA_40228	UTP10
KLMA_40229	GMH1
KLMA_40231	SPO14
KLMA_40232	GZF3
KLMA_40233	DID2
KLMA_40234	CCT7
KLMA_40235	MDV1
KLMA_40236	SPC34
KLMA_40237	gcp
KLMA_40238	cys2
KLMA_40240	GAR1
KLMA_40242	MSN5
KLMA_40243	RPF1
KLMA_40244	PDR5
KLMA_40245	PDR5
KLMA_40247	RTC3
KLMA_40248	SWR1
KLMA_40249	ERC1
KLMA_40251	CIC1
KLMA_40252	ELF1
KLMA_40253	COX6
KLMA_40255	TMA22
KLMA_40256	YPP1
KLMA_40257	PMT6
KLMA_40258	ELP2
KLMA_40259	ILV3
KLMA_40261	TRA1
KLMA_40262	YPS7
KLMA_40263	SFB3
KLMA_40265	MRP1
KLMA_40267	OCH1
KLMA_40268	PNC1
KLMA_40270	KNS1
KLMA_40273	NUP49
KLMA_40274	XRN1
KLMA_40275	CWC26
KLMA_40276	SAE2
KLMA_40277	NUF2
KLMA_40278	PRP11
KLMA_40281	MPS3
KLMA_40283	CCT3
KLMA_40284	BUB1
KLMA_40285	VTC4
KLMA_40286	RPC17
KLMA_40287	CRH1
KLMA_40289	APS1
KLMA_40290	DPH5
KLMA_40294	SYM1
KLMA_40297	HAP1
KLMA_40298	AIM14
KLMA_40299 KLMA_50423	TY2B-LR1
KLMA_40302	ERB1
KLMA_40303	CSM3
KLMA_40305	NUP116
KLMA_40306	IOC4
KLMA_40307	MCM1
KLMA_40309	YET1
KLMA_40310	ARA2
KLMA_40311	SUB1
KLMA_40312	MNR2
KLMA_40313	CCS1
KLMA_40315	MSN2
KLMA_40316	ELM1
KLMA_40317	MIH1
KLMA_40318	IMP2
KLMA_40321	AEP3
KLMA_40322	NCR1
KLMA_40323	TFC8
KLMA_40324	CHL1
KLMA_40328	RRP12
KLMA_40329	TAF3
KLMA_40330	RET3
KLMA_40331	TAE2
KLMA_40332	PAT1
KLMA_40336	ERS1
KLMA_40337	SYG1
KLMA_40338	HIS1
KLMA_40339	MET30
KLMA_40340	AGE2
KLMA_40342	HOM3
KLMA_40343	CBR1
KLMA_40344	JHD1
KLMA_40345	ulp2
KLMA_40346	SSM4
KLMA_40347	SSM4
KLMA_40349	EMC5
KLMA_40350	IRR1
KLMA_40353	WSS1
KLMA_40354	NSG2
KLMA_40355	IGO2
KLMA_40356	ECM14
KLMA_40360	LPE10
KLMA_40361	FTH1
KLMA_40362	DUR1,2
KLMA_40363	PAN3
KLMA_40365	URA6
KLMA_40367	CDC16
KLMA_40368	LYS1
KLMA_40369	MAK11
KLMA_40371	TMA108
KLMA_40372	APJ1
KLMA_40373	OM45
KLMA_40374	MKS1
KLMA_40375	IMP4
KLMA_40378	FMS1
KLMA_40379	MAC1
KLMA_40380	UBC7
KLMA_40381	DCW1
KLMA_40383	BLI1
KLMA_40384	MSS1
KLMA_40385	MRPL3
KLMA_40388	FBA1
KLMA_40390	TRM13
KLMA_40391	MDH2
KLMA_40392	BXI1
KLMA_40393	RPL25
KLMA_40394	MRPS18
KLMA_40395	MCK1
KLMA_40396	VPS68
KLMA_40397	KRI1
KLMA_40398	RFA2
KLMA_40399	GAS4
KLMA_40400	SKP2
KLMA_40401	ZIM17
KLMA_40403	VTC1
KLMA_40404	ALD5
KLMA_40405	RPS24B
KLMA_40406	PTP3
KLMA_40407	MAM33
KLMA_40409	PCI8
KLMA_40410	ICP55
KLMA_40411	HOP1
KLMA_40413	AIM9
KLMA_40414	PNT1
KLMA_40415	HRK1
KLMA_40416	PAC1
KLMA_40417	VPH1
KLMA_40418	ERG12
KLMA_40419	FSF1
KLMA_40420	TY1B-DR6
KLMA_40422	YTM1
KLMA_40424	TPO4
KLMA_40425	DML1
KLMA_40426	miaA
KLMA_40427	RIM20
KLMA_40428	EFR3
KLMA_40429	CEF1
KLMA_40430	DBP8
KLMA_40431	NOP19
KLMA_40432	NMD3
KLMA_40433	ATG7
KLMA_40434	GCN5
KLMA_40435	PUP2
KLMA_40436	ERG4
KLMA_40439	Fbxl7
KLMA_40440	VMA6
KLMA_40441	COG8
KLMA_40442	TCB3
KLMA_40443	RPL6B
KLMA_40444	FPR3
KLMA_40445	HMG1
KLMA_40447	WAR1
KLMA_40448	BET5
KLMA_40449	ENT3
KLMA_40451	RXT3
KLMA_40452	RPL31
KLMA_40453	DUS4
