gene_id	gene_name
KLMA_40454	BRE1
KLMA_40457	SFP1
KLMA_40458	DUS3
KLMA_40459	YET3
KLMA_40460	BDF1
KLMA_40461	GNT1-A
KLMA_40462	YEA4
KLMA_40463	SKI2
KLMA_40465	AFG2
KLMA_40466	VPS33
KLMA_40467	COX9
KLMA_40468	COX8
KLMA_40469	CST9
KLMA_40470	IDP1
KLMA_40471	DPM1
KLMA_40472	GDB1
KLMA_40473	ATG13
KLMA_40474	PZF1
KLMA_40475	RPO26
KLMA_40477	SKI3
KLMA_40478	RPC82
KLMA_40479	QCR2
KLMA_40480	SCH9
KLMA_40481	MNL1
KLMA_40482	RPS4B
KLMA_40485	MGM101
KLMA_40486	PMT4
KLMA_40488	PPX1
KLMA_40490	HIR3
KLMA_40491	HOM6
KLMA_40492	IML1
KLMA_40493	RPN10
KLMA_40494	MET5
KLMA_40495	AIM18
KLMA_40497	TTI2
KLMA_40498	TIM8
KLMA_40500	RIX1
KLMA_40501	SGM1
KLMA_40502	XPT1
KLMA_40503	UTP9
KLMA_40504	NMD5
KLMA_40505	MDM31
KLMA_40506	EGD2
KLMA_40508	CTF8
KLMA_40509	MNS1
KLMA_40510	STR2
KLMA_40512	DAL2
KLMA_40515	TDA9
KLMA_40516	DUS1
KLMA_40518	VPS70
KLMA_40519	CPR3
KLMA_40520	BLS1
KLMA_40521	VAM6
KLMA_40522	UTP21
KLMA_40523	VIP1
KLMA_40524	PRS1
KLMA_40525	BER1
KLMA_40526	FAS1
KLMA_40527	LOT5
KLMA_40528	SPE1
KLMA_40530	MTR2
KLMA_40532	PUN1
KLMA_40533	PXA2
KLMA_40534	VPS36
KLMA_40535	HYM1
KLMA_40536	NPY1
KLMA_40537	PGC1
KLMA_40538	SGF73
KLMA_40539	ALG2
KLMA_40542	RKM1
KLMA_40543	IPL1
KLMA_40544	MRH4
KLMA_40545	SRP72
KLMA_40546	NIP7
KLMA_40547	PUS1
KLMA_40548	RSM23
KLMA_40549	CEG1
KLMA_40550	SNT2
KLMA_40551	LEA1
KLMA_40552	THI6
KLMA_40553	CBP3
KLMA_40554	ITC1
KLMA_40555	BMS1
KLMA_40556	SAR1
KLMA_40558	RPL10A
KLMA_40559	MRM2
KLMA_40560	SEC27
KLMA_40562	FLC1
KLMA_40565	FMP40
KLMA_40566	SRC1
KLMA_40567	TOM1
KLMA_40568	RAD52
KLMA_40569	NDC1
KLMA_40570	NHX1
KLMA_40571	GUK1
KLMA_40572	RCF1
KLMA_40573	USA1
KLMA_40574	TSA1
KLMA_40575	PPN1
KLMA_40576	YOX1
KLMA_40577	rps13
KLMA_40578	YML6
KLMA_40579	UTP6
KLMA_40580	ADA2
KLMA_40581	RPS17A
KLMA_40583	DLD1
KLMA_40585	SSN2
KLMA_40586	NSE5
KLMA_40587	APT1
KLMA_40588	DOT1
KLMA_40589	UNG1
KLMA_40592	OST6
KLMA_40594	PSP2
KLMA_40595	GPI19
KLMA_40596	PPZ1
KLMA_40597	PPM1
KLMA_40598	TAF11
KLMA_40599	GPI17
KLMA_40600	TRM9
KLMA_40601	UBX2
KLMA_40602	NPL3
KLMA_40603	CYM1
KLMA_40604	ERV25
KLMA_40605	RAD33
KLMA_40606	SPT5
KLMA_40608	TIF35
KLMA_40609	RPN9
KLMA_40610	SNX41
KLMA_40611	KIF1C
KLMA_40612	NCS6
KLMA_40613	ZRG8
KLMA_40614	FIR1
KLMA_40616	SMB1
KLMA_40618	GAL83
KLMA_40619	PRP43
KLMA_40620	COQ8
KLMA_40624	adh
KLMA_40625	THI4
KLMA_40627	GEX1
KLMA_40630	TY2B-GR2
KLMA_50005	GTT1
KLMA_50006	PEX22
KLMA_50007	RAD17
KLMA_50008	RPS12
KLMA_50009	GPB1
KLMA_50010	NDD1
KLMA_50011	NUD1
KLMA_50012	ALD4
KLMA_50013	cal1
KLMA_50014	ECM1
KLMA_50016	BDH1
KLMA_50017	BDH2
KLMA_50019	GDH3
KLMA_50020	FRE3
KLMA_50022	GDE1
KLMA_50024	CAR1
KLMA_50025	PEX25
KLMA_50026	TOA1
KLMA_50027	SLK19
KLMA_50030	BEM3
KLMA_50032	HGT1
KLMA_50033	HOS3
KLMA_50034	MCA1
KLMA_50035	BFR1
KLMA_50036	IDI1
KLMA_50037	MRM1
KLMA_50038	HIS3
KLMA_50040	AGP1
KLMA_50041	DED1
KLMA_50042	TFB2
KLMA_50043	RET1
KLMA_50044	MEI5
KLMA_50045	NOC2
KLMA_50046	GEP3
KLMA_50047	VPS30
KLMA_50048	RNR1
KLMA_50049	THI72
KLMA_50050	SHM1
KLMA_50051	VPS21
KLMA_50052	RIF1
KLMA_50053	CHK1
KLMA_50054	UBX7
KLMA_50056	HSM3
KLMA_50057	MTR4
KLMA_50059	RTK1
KLMA_50060	PEP8
KLMA_50061	TIM54
KLMA_50062	ABF2
KLMA_50063	IKS1
KLMA_50064	BIT61
KLMA_50065	BTN1
KLMA_50067	BNA3
KLMA_50068	FMP21
KLMA_50069	NUP82
KLMA_50070	MRPL37
KLMA_50071	LAS21
KLMA_50072	REI1
KLMA_50073	TSC10
KLMA_50075	MRPL8
KLMA_50076	cysB
KLMA_50077	PPS1
KLMA_50078	DPB3
KLMA_50079	MPM1
KLMA_50080	CPS1
KLMA_50081	PAF1
KLMA_50083	SAF1
KLMA_50084	DUG2
KLMA_50085	UTP18
KLMA_50086	MRPL27
KLMA_50087	SSH1
KLMA_50088	AIM5
KLMA_50089	TAE1
KLMA_50090	RGD1
KLMA_50094	POP4
KLMA_50095	AIM22
KLMA_50096	PTR3
KLMA_50099	RPA43
KLMA_50100	MTW1
KLMA_50102	TEA1
KLMA_50103	KRE5
KLMA_50104	ALA1
KLMA_50105	POP5
KLMA_50106	PRP45
KLMA_50107	GIP4
KLMA_50108	MRS2
KLMA_50109	VMA4
KLMA_50110	MIP1
KLMA_50111	SCD5
KLMA_50112	SNC2
KLMA_50113	MYO2
KLMA_50115	SAW1
KLMA_50117	PRO2
KLMA_50118	DRS2
KLMA_50119	MAK16
KLMA_50120	LTE1
KLMA_50122	LDB19
KLMA_50124	AHA1
KLMA_50125	UPC2
KLMA_50126	TCP1
KLMA_50127	CDC42
KLMA_50128	GCD6
KLMA_50129	MSS4
KLMA_50132	GCD7
KLMA_50133	SEC72
KLMA_50139	fnx1
KLMA_50140	ENP2
KLMA_50141	GTR2
KLMA_50142	TIF4632
KLMA_50143	RPT6
KLMA_50144	ALG13
KLMA_50145	GET1
KLMA_50146	CKB1
KLMA_50147	JAC1
KLMA_50148	ATE1
KLMA_50149	KAP122
KLMA_50151	ARO8
KLMA_50152	HIR1
KLMA_50154	LEU1
KLMA_50155	SLA1
KLMA_50157	SCL1
KLMA_50161	DAK1
KLMA_50162	POB3
KLMA_50163	ITT1
KLMA_50165	ERV41
KLMA_50166	SMA2
KLMA_50167	ECM7
KLMA_50168	ORC1
KLMA_50170	RPS1
KLMA_50172	SEC39
KLMA_50173	PIF1
KLMA_50174	OGG1
KLMA_50175	MRPL4
KLMA_50176	LSM3
KLMA_50177	NTE1
KLMA_50178	CAR2
KLMA_50179	DIF1
KLMA_50181	TSR2
KLMA_50182	CMP2
KLMA_50183	IMD4
KLMA_50184	IMD3
KLMA_50185	ATG23
KLMA_50186	SEN1
KLMA_50187	RPB2
KLMA_50188	MRP20
KLMA_50189	ORM1
KLMA_50190	ACB1
KLMA_50191	KAP95
KLMA_50192	CAX4
KLMA_50194	RPL26B
KLMA_50195	TIM21
KLMA_50196	GAS2
KLMA_50197	FKS1
KLMA_50200	RPP0
KLMA_50203	VRP1
KLMA_50206	ERV1
KLMA_50207	MSP1
KLMA_50208	SGD1
KLMA_50209	NUP2
KLMA_50210	RPS25B
KLMA_50212	THG1
KLMA_50214	RPA135
KLMA_50215	CWP1
KLMA_50216	YJU2
KLMA_50217	YJU3
KLMA_50219	NAM7
KLMA_50220	BUD2
KLMA_50221	SEC14
KLMA_50222	PTK2
KLMA_50223	PEX1
KLMA_50225	APS2
KLMA_50226	CDC8
KLMA_50227	CDC14
KLMA_50228	ECO1
KLMA_50229	DAS2
KLMA_50230	TCM62
KLMA_50231	GCV1
KLMA_50232	SAM3
KLMA_50233	QDR3
KLMA_50234	CST26
KLMA_50235	FAT1
KLMA_50236	FIG1
KLMA_50237	ATP3
KLMA_50238	KCS1
KLMA_50239	DAD1
KLMA_50241	PDX3
KLMA_50243	PSF1
KLMA_50244	HMT1
KLMA_50245	RPL4B
KLMA_50246	RKM3
KLMA_50247	MRP49
KLMA_50248	TPK1
KLMA_50250	MCD4
KLMA_50253	PIR1
KLMA_50254	PIR1
KLMA_50255	PIR3
KLMA_50256	FAR1
KLMA_50257	SSY5
KLMA_50258	FBP26
KLMA_50259	VPS35
KLMA_50260	CCP1
KLMA_50261	SWE1
KLMA_50262	RPS22
KLMA_50264	RPS14
KLMA_50265	SOP4
KLMA_50266	BPH1
KLMA_50269	WRS1
KLMA_50270	RIB3
KLMA_50271	SUR4
KLMA_50272	ROM2
KLMA_50273	ARC18
KLMA_50274	SSQ1
KLMA_50276	ART5
KLMA_50278	VHT1
KLMA_50279	GRX8
KLMA_50280	SPT4
KLMA_50281	COX18
KLMA_50283	ADE6
KLMA_50284	ERG25
KLMA_50285	NMD4
KLMA_50286	SPR3
KLMA_50287	PEF1
KLMA_50288	RPS10A
KLMA_50290	YPK9
KLMA_50291	RRP5
KLMA_50293	MTF1
KLMA_50294	TAF7
KLMA_50295	SNF2
KLMA_50296	sdh
KLMA_50297	ILV1
KLMA_50299	PEX13
KLMA_50301	DLD1
KLMA_50302	HCR1
KLMA_50304	GLT1
KLMA_50305	UGA3
KLMA_50306	UPS1
KLMA_50308	NMT1
KLMA_50309	PWP1
KLMA_50311	NOP56
KLMA_50312	PBA1
KLMA_50313	YKE2
KLMA_50314	COQ9
KLMA_50315	SFA1
KLMA_50316	NRP1
KLMA_50317	FAP7
KLMA_50318	CDC36
KLMA_50319	MSS51
KLMA_50321	HMX1
KLMA_50322	CDC9
KLMA_50325	MRPL24
KLMA_50326	GYP5
KLMA_50330	LAC9
KLMA_50331	SGS1
KLMA_50332	SEO1
KLMA_50333	GCV2
KLMA_50336	MRPS17
KLMA_50337	RBD2
KLMA_50339	HUT1
KLMA_50340	SRP68
KLMA_50342	IQG1
KLMA_50344	HSP82
KLMA_50345	ASP1
KLMA_50347	QNS1
KLMA_50348	PPE1
KLMA_50349	APE2
KLMA_50350	MRPL35
KLMA_50351	TIM11
KLMA_50352	PTC7
KLMA_50353	NMD2
KLMA_50354	PEP7
KLMA_50356	UTP4
KLMA_50357	YCG1
KLMA_50358	IRE1
KLMA_50360	KHT2
KLMA_50361	KHT2
KLMA_50362	KHT2
KLMA_50363	RAG1
KLMA_50364	RAG1
KLMA_50365	SVF1
KLMA_50366	RRM3
KLMA_50368	PAN1
KLMA_50369	IST3
KLMA_50371	DJP1
KLMA_50373	NTF2
KLMA_50374	SEC3
KLMA_50375	MPH1
KLMA_50376	TMA20
KLMA_50377	PAC2
KLMA_50378	NUG1
KLMA_50379	HAK1
KLMA_50380	SUA7
KLMA_50381	YND1
KLMA_50382	FMP52
KLMA_50384	PMI40
KLMA_50385	NOP16
KLMA_50386	SGN1
KLMA_50387	IRC22
KLMA_50389	INP51
KLMA_50390	WBP1
KLMA_50391	GIM4
KLMA_50392	VAB2
KLMA_50393	CFD1
KLMA_50394	BET1
KLMA_50395	EPS1
KLMA_50396	YIA6
KLMA_50398	GCN4
KLMA_50399	NAS2
KLMA_50400	URM1
KLMA_50402	LEU4
KLMA_50403	EST3
KLMA_50404	APM1
KLMA_50406	DOT5
KLMA_50409	MUC1
KLMA_50411	GAS5
KLMA_50412	ADI1
KLMA_50414	PET127
KLMA_50415	AIM17
KLMA_50416	SPO11
KLMA_50417	ERP4
KLMA_50418	RPN7
KLMA_50419	CTT1
KLMA_50422	NNF2
KLMA_50424	UTP22
KLMA_50426	RPC40
KLMA_50427	PRP31
KLMA_50428	DBF2
KLMA_50429	DRN1
KLMA_50430	MRD1
KLMA_50431	VAS1
KLMA_50432	RRP46
KLMA_50433	TPC1
KLMA_50434	PIS1
KLMA_50436	RGC1
KLMA_50438	RRG8
KLMA_50439	ESP1
KLMA_50440	TEL2
KLMA_50442	MDR1
KLMA_50443	PCP1
KLMA_50444	GTF1
KLMA_50445	NOP7
KLMA_50446	SRB5
KLMA_50447	VMA21
KLMA_50450	OPT2
KLMA_50452	MRI1
KLMA_50453	fabG
KLMA_50454	CLB2
KLMA_50455	CLB5
KLMA_50457	AXL1
KLMA_50459	DUT1
KLMA_50461	DSN1
KLMA_50462	TRS20
KLMA_50463	MTC4
KLMA_50465	STS1
KLMA_50466	SQT1
KLMA_50467	RIB5
KLMA_50468	BAR1
KLMA_50469	SNL1
KLMA_50470	VID28
KLMA_50471	MET10
KLMA_50472	SMC2
KLMA_50473	RPL2
KLMA_50475	QCR6
KLMA_50476	FAF1
KLMA_50477	HIS6
KLMA_50478	RPB3
KLMA_50480	TIM44
KLMA_50482	NCE102
KLMA_50483	PHB1
KLMA_50484	APC2
KLMA_50485	DCN1
KLMA_50486	TAF12
KLMA_50487	DIP2
KLMA_50488	INO1
KLMA_50489	ZRT2
KLMA_50490	SWI5
KLMA_50492	CKI1
KLMA_50493	KGD2
KLMA_50494	SLX4
KLMA_50495	NUM1
KLMA_50496	VPS70
KLMA_50497	CTH1
KLMA_50498	GIR2
KLMA_50500	ENT5
KLMA_50501	CPR1
KLMA_50503	HOM2
KLMA_50504	RKM5
KLMA_50505	SAC3
KLMA_50506	NHA1
KLMA_50507	SSY1
KLMA_50509	NBP2
KLMA_50510	CWC15
KLMA_50511	SLS1
KLMA_50513	PUT1
KLMA_50516	SEC1
KLMA_50517	ACF2
KLMA_50519	SPE4
KLMA_50520	TRM82
KLMA_50522	SEC5
KLMA_50523	SMD3
KLMA_50524	PEP3
KLMA_50525	TAF10
KLMA_50526	CDC37
KLMA_50528	STB3
KLMA_50530	PCD1
KLMA_50533	ACS2
KLMA_50534	SEC7
KLMA_50535	URC1
KLMA_50536	ARG82
KLMA_50537	SUP35
KLMA_50546	HMO1
KLMA_50547	RSM24
KLMA_50548	NGG1
KLMA_50549	MAS1
KLMA_50550	SDH4
KLMA_50551	CSN9
KLMA_50553	PUS5
KLMA_50554	SCC2
KLMA_50555	SAS4
KLMA_50556	CDC1
KLMA_50557	SEC10
KLMA_50558	PLP1
KLMA_50559	ubi3
KLMA_50561	ATC1
KLMA_50562	UPS2
KLMA_50563	ERF2
KLMA_50565	CDD1
KLMA_50566	MAP1
KLMA_50567	CCT6
KLMA_50568	SLY1
KLMA_50569	RVB1
KLMA_50570	HST4
KLMA_50573	ARV1
KLMA_50575	VPS34
KLMA_50576	MSS116
KLMA_50577	REF2
KLMA_50578	CAB5
KLMA_50579	CBS2
KLMA_50580	RKM2
KLMA_50581	LIPB
KLMA_50582	VPS64
KLMA_50583	SPC19
KLMA_50584	RAV2
KLMA_50585	COQ4
KLMA_50586	PSY2
KLMA_50587	SPS19
KLMA_50588	GCS1
KLMA_50589	dpp1
KLMA_50590	RTT106
KLMA_50591	RIO2
KLMA_50592	SSB
KLMA_50595	PTP1
KLMA_50596	BRE4
KLMA_50599	VID27
KLMA_50600	RRG9
KLMA_50603	GYP7
KLMA_50604	RAP1
KLMA_50606	YPD1
KLMA_50607	MGS1
KLMA_50608	PHO13
KLMA_50609	ALG9
KLMA_50611	POP1
KLMA_50612	AIM6
KLMA_50613	GUD1
KLMA_50614	SSU72
KLMA_50615	ATG4
KLMA_50616	SQS1
KLMA_50618	JJJ1
KLMA_50619	URE2
KLMA_50620	ELA1
KLMA_50621	PDR16
KLMA_50622	CSL4
KLMA_50623	BNI4
KLMA_50625	FET4
KLMA_50626	SIN4
KLMA_50627	YTP1
KLMA_50628	KEX1
KLMA_50630	NAR1
KLMA_50631	ZWF
KLMA_50632	LRG1
KLMA_50633	ATG2
KLMA_50637	BIO5
KLMA_50638	Nqo2
KLMA_60002	PYD2
KLMA_60003	yxeK
KLMA_60008	HUL5
KLMA_60009	GPI10
KLMA_60010	MSS2
KLMA_60012	KIN28
KLMA_60013	MRF1
KLMA_60014	ROG1
KLMA_60015	TIP20
KLMA_60016	ASF1
KLMA_60018	UTH1
KLMA_60019	SHB17
KLMA_60020	PHO86
KLMA_60021	CPS1
KLMA_60022	PET10
KLMA_60023	NAP1
KLMA_60024	RPE1
KLMA_60025	ALB1
KLMA_60026	MTC1
KLMA_60027	FMP46
KLMA_60028	LSM1
KLMA_60029	ACAD11
KLMA_60031	TRM61
KLMA_60032	NIT2
KLMA_60033	SPT10
KLMA_60035	PBS2
KLMA_60036	TRK1
KLMA_60037	URA2
KLMA_60038	AIM23
KLMA_60041	MRS4
KLMA_60042	PEX21
KLMA_60043	TDA11
KLMA_60044	KEL1
KLMA_60047	MOS2
KLMA_60048	RTT107
KLMA_60050	PHO81
KLMA_60052	PHB2
KLMA_60055	ALG10
KLMA_60056	MTC6
KLMA_60057	PEX28
KLMA_60058	AMA1
KLMA_60059	HSV2
KLMA_60060	PET54
KLMA_60061	SKG6
KLMA_60062	IMP3
KLMA_60063	rplF
KLMA_60064	rplC
KLMA_60065	CRM1
KLMA_60066	CCH1
KLMA_60067	GPI1
KLMA_60068	RSM27
KLMA_60069	RPS0
KLMA_60070	FRE8
KLMA_60071	ZPR1
KLMA_60073	JEN1
KLMA_60074	DIP5
KLMA_60075	PDC1
KLMA_60076	STU2
KLMA_60077	TRX2
KLMA_60078	SER2
KLMA_60079	CIR1
KLMA_60082	MDE1
KLMA_60085	TDA10
KLMA_60086	TES1
KLMA_60087	ADE3
KLMA_60088	ESS1
KLMA_60089	YCH1
KLMA_60090	PCT1
KLMA_60091	GEP4
KLMA_60093	PEX10
KLMA_60094	SHE4
KLMA_60095	AKR1
KLMA_60096	EXO1
KLMA_60097	HMS1
KLMA_60099	DFG16
KLMA_60101	HSP78
KLMA_60102	YSP2
KLMA_60103	SKP1
KLMA_60104	PEX3
KLMA_60106	LRP1
KLMA_60107	UBX5
KLMA_60108	GPI8
KLMA_60109	KSP1
KLMA_60110	IRC3
KLMA_60111	SAM35
KLMA_60112	STE12
KLMA_60113	GPI18
KLMA_60114	COQ1
KLMA_60115	RER2
KLMA_60116	YRB1
KLMA_60117	NTH1
KLMA_60118	HTB1
KLMA_60120	RMD1
KLMA_60121	NHP10
KLMA_60122	UTP20
KLMA_60125	gabD
KLMA_60126	RAD57
KLMA_60127	MAF1
KLMA_60128	HHF1
KLMA_60129 KLMA_80119	HHT1
KLMA_60130	TRP1
KLMA_60131	IPP1
KLMA_60132	APC11
KLMA_60133	GRX7
KLMA_60134	MNN2
KLMA_60135	MDM20
KLMA_60136	BRX1
KLMA_60139	AVO1
KLMA_60140	REX4
KLMA_60141	IRA2
KLMA_60142	EOS1
KLMA_60143	TPM2
KLMA_60144	MGA2
KLMA_60145	RAM2
KLMA_60146	YVH1
KLMA_60149	SWD2
KLMA_60150	HCS1
KLMA_60151	ATP7
KLMA_60152	PUT3
KLMA_60153	URB1
KLMA_60155	DAL81
KLMA_60156	ARC19
KLMA_60157	PRP40
KLMA_60158	SEC11
KLMA_60160	CCE1
KLMA_60162	CAB3
KLMA_60163	TIM10
KLMA_60164	CYT2
KLMA_60165	GPA1
KLMA_60166	SRX1
KLMA_60167	MDH1
KLMA_60168	HOT13
KLMA_60169	AVO2
KLMA_60171	SOV1
KLMA_60172	RRP14
KLMA_60173	TEF4
KLMA_60175	VMA5
KLMA_60176	JLP1
KLMA_60177	KAR5
KLMA_60178	AEP1
KLMA_60179	DHR2
KLMA_60180	STL1
KLMA_60182	RNA14
KLMA_60183	SAM37
KLMA_60184	SEN15
KLMA_60187	FET3
KLMA_60189	BUB2
KLMA_60191	LHS1
KLMA_60192	STV1
KLMA_60193	STB2
KLMA_60194	FAR3
KLMA_60196	RSR1
KLMA_60197	RRP1
KLMA_60199	BUR6
KLMA_60203	TVP23
KLMA_60204	RRP8
KLMA_60207	IOC3
KLMA_60208	VCX1
KLMA_60209	RPA190
KLMA_60210	FUN12
KLMA_60212	RBG1
KLMA_60217	TYE7
KLMA_60218	REV1
KLMA_60219	PYK1
KLMA_60221	PUT4
KLMA_60223	CIN1
KLMA_60225	MEK1
KLMA_60226	LEU4
KLMA_60227	INP53
KLMA_60229	YAF9
KLMA_60230	TFC7
KLMA_60232	NOP15
KLMA_60233	CYB5
KLMA_60234	CEX1
KLMA_60235	DBP2
KLMA_60236	RPC19
KLMA_60237	AZF1
KLMA_60239	TRS33
KLMA_60240	BZZ1
KLMA_60242	DMA2
KLMA_60243	MLS1
KLMA_60244	RTM1
KLMA_60245	DCP2
KLMA_60246	NCS2
KLMA_60247	COX23
KLMA_60248	TOM70
KLMA_60250	NMA111
KLMA_60251	ORC6
KLMA_60252	SET1
KLMA_60253	MSH1
KLMA_60254	NAF1
KLMA_60256	ESBP6
KLMA_60257	SPC98
KLMA_60258	FAR11
KLMA_60259	LSM12
KLMA_60260	TEP1
KLMA_60261	NRK1
KLMA_60263	CPT1
KLMA_60265	NAT10
KLMA_60266	NDT80
KLMA_60267	FYV6
KLMA_60271	ETR1
KLMA_60272	MNN2
KLMA_60274	YPK3
KLMA_60275	CDS1
KLMA_60276	PRP9
KLMA_60277	DBP10
KLMA_60278	SLM3
KLMA_60279	MET22
KLMA_60280	GPR1
KLMA_60281	INP54
KLMA_60282	RIB2
KLMA_60283	RNT1
KLMA_60284	ISW2
KLMA_60286	CPA1
KLMA_60287	RAX1
KLMA_60288	DFG5
KLMA_60289	BUD7
KLMA_60290	TAF9
KLMA_60291	MBF1
KLMA_60292	RNA1
KLMA_60294	TIM18
KLMA_60295	STE2
KLMA_60296	BST1
KLMA_60297	EPL1
KLMA_60298	BUD27
KLMA_60300	OSW2
KLMA_60301	FRS2
KLMA_60303	FCF2
KLMA_60304	CLU1
KLMA_60305	VPS24
KLMA_60308	APM2
KLMA_60310	NFU1
KLMA_60311	PTM1
KLMA_60312	URC4
KLMA_60314	engD
KLMA_60315	OTU2
KLMA_60316	RGT1
KLMA_60317	UGP1
KLMA_60318	TUL1
KLMA_60320	PRS3
KLMA_60321	ETP1
KLMA_60322	TTI1
KLMA_60324	PDS5
KLMA_60325	RCO1
KLMA_60327	AO-I
KLMA_60328	IRC21
KLMA_60329	IXR1
KLMA_60331	TVP18
KLMA_60332	MOT3
KLMA_60334	NEM1
KLMA_60335	MAE1
KLMA_60336	TFA1
KLMA_60338	LEU5
KLMA_60339	CTP1
KLMA_60340	BSD2
KLMA_60341	SNF5
KLMA_60342	APM3
KLMA_60343	CTI6
KLMA_60344	VPS45
KLMA_60345	TCO89
KLMA_60346	PAN2
KLMA_60347	RTT10
KLMA_60349	SPC105
KLMA_60350	NUP145
KLMA_60351	NBP35
KLMA_60354	MRN1
KLMA_60356	MF(ALPHA)1
KLMA_60357	POS5
KLMA_60358	MMS2
KLMA_60359	MAD1
KLMA_60360	LCL3
KLMA_60361	GUP1
KLMA_60362	SCY1
KLMA_60364	NAB3
KLMA_60369	RSA1
KLMA_60370	FMP37
KLMA_60371	DDC1
KLMA_60372	APL5
KLMA_60373	KXD1
KLMA_60374	OXR1
KLMA_60376	SWI1
KLMA_60377	RAD1
KLMA_60378	MET12
KLMA_60379	RMI1
KLMA_60380	TRS23
KLMA_60381	SKS1
KLMA_60383	ERG10
KLMA_60385	SUV3
KLMA_60386	TRM44
KLMA_60387	PHO85
KLMA_60389	SVL3
KLMA_60390	EGD1
KLMA_60391	MET32
KLMA_60393	ISM1
KLMA_60395	SSN3
KLMA_60396	NOP4
KLMA_60397	VPS16
KLMA_60399	RMD5
KLMA_60400	SGF11
KLMA_60401	CTA1
KLMA_60402	PDAT9
KLMA_60403	CAM1
KLMA_60406	PDE1
KLMA_60407	PRE4
KLMA_60408	RTG2
KLMA_60409	ZIP2
KLMA_60410	RET2
KLMA_60411	RPN12
KLMA_60412	RAG5
KLMA_60414	DAL5
KLMA_60417	cyp524A1
KLMA_60418	BUD22
KLMA_60419	SEC59
KLMA_60420	LPD1
KLMA_60422	GIM3
KLMA_60423	ARO9
KLMA_60424	RAG8
KLMA_60425	GRE2
KLMA_60427	ADO1
KLMA_60428	TDA4
KLMA_60429	STE24
KLMA_60430	RPN3
KLMA_60431	SRB4
KLMA_60432	ILM1
KLMA_60433	JHD2
KLMA_60434	PRO3
KLMA_60435	ATP2
KLMA_60437	CAF17
KLMA_60438	RPS5
KLMA_60439	YAT2
KLMA_60441	LEU3
KLMA_60442	GCD11
KLMA_60443	SST2
KLMA_60444	BUR1
KLMA_60445	ERG13
KLMA_60446	RPM2
KLMA_60447	RSC9
KLMA_60448	KNH1
KLMA_60449	LHP1
KLMA_60451	SLC1
KLMA_60452	FBP1
KLMA_60454	ATG3
KLMA_60455	LRO1
KLMA_60456	NRM1
KLMA_60457	ERG2
KLMA_60458	CSE2
KLMA_60459	TOM40
KLMA_60460	INP1
KLMA_60461	PFK2
KLMA_60462	GLO1
KLMA_60463	PRP2
KLMA_60464	URK1
KLMA_60465	PHO91
KLMA_60468	SMM1
KLMA_60469	ACC1
KLMA_60470	TIM23
KLMA_60471	RRT12
KLMA_60472	RCF2
KLMA_60473	IMG1
KLMA_60474	BUD23
KLMA_60476	THS1
KLMA_60477	AIR1
KLMA_60482	DLD2
KLMA_60483	HNT1
KLMA_60484	CDC48
KLMA_60486	PCL2
KLMA_60487	VCX1
KLMA_60491	RPP1B
KLMA_60493	LYS21
KLMA_60494	CDC53
KLMA_60495	SRF1
KLMA_60497	VMA1
KLMA_60499	PPH21
KLMA_60501	RDI1
KLMA_60502	RBS1
KLMA_60503	UFD2
KLMA_60504	RPL35B
KLMA_60505	ARF1
KLMA_60506	NUS1
KLMA_60507	SNF3
KLMA_60508	SEC31
KLMA_60509	COA4
KLMA_60510	SCM3
KLMA_60511	CPR6
KLMA_60512	RPB1
KLMA_60514	BPL1
KLMA_60515	CRD1
KLMA_60516	CCT4
KLMA_60519	CDC123
KLMA_60520	FRE1
KLMA_60522	CRR1
KLMA_60523	COP1
KLMA_60524	SPC42
KLMA_60525	SOK2
KLMA_60526	PRI2
KLMA_60527	MSK1
KLMA_60528	RNH201
KLMA_60529	LAT1
KLMA_60531	FLX1
KLMA_60532	RPL16A
KLMA_60533	CSM2
KLMA_60534	FKH2
KLMA_60535	ASG1
KLMA_60536	TAO3
KLMA_60537	MET18
KLMA_60538	RRT14
KLMA_60539	STH1
KLMA_60540	RPL9B
KLMA_60541	KGD1
KLMA_60542	AYR1
KLMA_60543	SIM1
KLMA_60546	REB1
KLMA_60547	VPS54
KLMA_60548	REG1
KLMA_60549	PST2
KLMA_60552	ERC1
KLMA_60554	LYS14
KLMA_60555	PRP6
KLMA_60556	PHO89
KLMA_60557	mtr
KLMA_70003	HXT15
KLMA_70007	FCY2
KLMA_70010 KLMA_80422 KLMA_80425	ARR3
KLMA_70013	VBA2
KLMA_70014	AMD1
KLMA_70015	PFA5
KLMA_70016	ENV9
KLMA_70017	CDC60
KLMA_70019	PET20
KLMA_70021	AIM44
KLMA_70022	TGS1
KLMA_70023	PRM4
KLMA_70024	KIP2
KLMA_70025	PEP4
KLMA_70026	SWP82
KLMA_70027	EMP47
KLMA_70029	RGD2
KLMA_70031	BOS1
KLMA_70032	FMP25
KLMA_70033	FMP32
KLMA_70034	SEC53
KLMA_70037	RPL10
KLMA_70039	BUD20
KLMA_70040	OTU1
KLMA_70041	RFU1
KLMA_70043	RGR1
KLMA_70044	SOR1
KLMA_70045	FET5
KLMA_70046	MEF1
KLMA_70047	FYV7
KLMA_70048	PET309
KLMA_70049	SPC3
KLMA_70051	ACT
KLMA_70054	YPT1
KLMA_70055	PER33
KLMA_70056	TUB2
KLMA_70058	RPO41
