reaction	linear_coefficient
r_0001	0.39337306842932973
r_0002	0.012489572697138292
r_0003	0.18102598655661062
r_0004	0.02067034140065708
r_0005	0.6092064446664437
r_0006	0.4396788438385419
r_0007	0.36808816627023483
r_0008	0.36808816627023483
r_0009	0.36808816627023483
r_0010	0.36808816627023483
r_0011	0.9896893418920334
r_0012	0.9896893418920334
r_0013	1.0
r_0014	1.0
r_0015	0.10786025604590024
r_0016	0.001012954731770245
r_0017	0.00046681965956484224
r_0018	0.39337306842932973
r_0019	0.002450684894464707
r_0020	0.10575250937915456
r_0021	1.0
r_0022	0.32977176679912723
r_0023	0.35883874588065234
r_0024	0.15080313589902028
r_0025	0.14904871481692425
r_0026	0.13297304188668002
r_0027	0.2305086359908342
r_0028	0.005031872964331369
r_0029	0.0799262254526075
r_0030	0.0799262254526075
r_0031	0.012489572697138292
r_0032	0.07506872833847145
r_0033	0.18952376161932855
r_0034	0.09492784313701683
r_0035	0.07369820184576793
r_0036	0.07369820184576793
r_0037	0.19628361571761116
r_0038	0.19628361571761116
r_0039	0.2058348523539912
r_0040	0.09107708047903965
r_0041	0.09107708047903965
r_0042	0.02489945410144841
r_0043	0.02489945410144841
r_0044	0.09583588323977071
r_0045	0.01645804425732419
r_0046	0.02489945410144841
r_0047	0.036224732049690705
r_0048	0.15766478767894537
r_0049	0.07369820184576793
r_0050	0.07369820184576793
r_0051	0.15766478767894537
r_0052	0.05612594430172457
r_0053	0.05612594430172457
r_0054	0.010463298023399311
r_0055	0.09583588323977071
r_0056	0.015020314094629747
r_0057	0.007167448761550068
r_0058	0.0017360237024820822
r_0059	0.010160617989147849
r_0060	0.10684166559630348
r_0061	0.04181590490461362
r_0062	0.010283190185552207
r_0063	0.010791201393838415
r_0064	0.007621651418026487
r_0065	0.022478013827436652
r_0066	0.010791201393838415
r_0067	0.015020314094629747
r_0068	0.028397090052798668
r_0069	0.0017360237024820822
r_0070	0.36808816627023483
r_0071	0.11135664277388745
r_0072	0.3352726058901383
r_0073	0.018795406744043827
r_0074	0.15408497427571968
r_0075	0.002099903076481635
r_0076	0.10230987286126086
r_0077	0.15408497427571968
r_0078	0.15408497427571968
r_0079	0.007621651418026487
r_0080	0.32977176679912723
r_0081	0.2305086359908342
r_0082	0.15408497427571968
r_0083	0.014553162715603163
r_0084	0.2305086359908342
r_0085	0.00042466601450936607
r_0086	0.002085720603155691
r_0087	0.0057129030413971636
r_0088	0.013649846161768916
r_0089	0.01212932812491328
r_0090	0.0017948781535865293
r_0091	0.15408497427571968
r_0092	0.13297304188668002
r_0093	0.01828253224156216
r_0094	0.0671737655519031
r_0095	0.15152060176331136
r_0096	0.13261150740132369
r_0097	0.07506872833847145
r_0098	0.13261150740132369
r_0099	0.003577327244178494
r_0100	0.003577327244178494
r_0101	0.0005673424591222564
r_0102	0.03297092168148743
r_0103	0.007621651418026487
r_0104	0.007621651418026487
r_0105	0.13261150740132369
r_0106	0.1007039871239823
r_0107	0.052031356060600574
r_0108	0.2305086359908342
r_0109	0.1007039871239823
r_0110	0.1448027865586747
r_0111	0.043093887271453135
r_0112	0.0417318271173215
r_0113	0.24557842240695418
r_0114	0.0004244102207257314
r_0115	0.13297304188668002
r_0116	0.007621651418026487
r_0117	0.2305086359908342
r_0118	0.005502708573166979
r_0119	0.0017696548173989119
r_0120	0.003316686103573069
r_0121	0.002669287141424097
r_0122	0.03593886757289763
r_0123	0.1372526012598462
r_0124	0.007621651418026487
r_0125	0.0011979258638128117
r_0126	0.0011979258638128117
r_0127	0.0011979258638128117
r_0128	0.02820391810606828
r_0129	0.003417579448323552
r_0130	0.016113325329426702
r_0131	0.006242593101337228
r_0132	0.03508127414251847
r_0133	0.0012315569787296414
r_0134	0.054150116300360804
r_0135	0.0008883561101196066
r_0136	0.01892309058635421
r_0137	0.02067034140065708
r_0138	0.09107708047903965
r_0139	0.02067034140065708
r_0140	0.03299538242737407
r_0141	0.15766478767894537
r_0142	0.5051181439988565
r_0143	0.5051181439988565
r_0144	0.012405494909846233
r_0145	0.012405494909846233
r_0146	0.0008321512500456369
r_0147	0.0091769078778306
r_0148	0.0051916207601863116
r_0149	0.0034596183419695935
r_0150	0.0091769078778306
r_0151	0.0008251256425363919
r_0152	0.0044181051170992325
r_0153	0.0031737538651765377
r_0154	0.00012173018647426585
r_0155	0.0006850513613311592
r_0156	0.0011412779804524647
r_0157	0.0011412779804524647
r_0158	0.006486418684484216
r_0159	0.010791201393838415
r_0160	0.32977176679912723
r_0161	0.18952376161932855
r_0162	0.007621651418026487
r_0163	0.054150116300360804
r_0164	0.18952376161932855
r_0165	0.32977176679912723
r_0166	0.010589414704337462
r_0167	1.0
r_0168	1.0
r_0169	0.09492784313701683
r_0170	0.09492784313701683
r_0171	0.015423887473631657
r_0172	0.00410672305210293
r_0173	0.004308803993619538
r_0174	0.0006494854548052382
r_0175	0.07780119786562091
r_0176	0.018232466484744688
r_0177	0.010084947980584985
r_0178	0.0012231492000004294
r_0179	0.008706072268994957
r_0180	0.008706072268994957
r_0181	0.046524260992969725
r_0182	0.004670338478975453
r_0183	0.04022683472479338
r_0184	0.04022683472479338
r_0185	0.008706072268994957
r_0186	0.008706072268994957
r_0187	0.008706072268994957
r_0188	0.008706072268994957
r_0189	0.008706072268994957
r_0190	0.05821948120529715
r_0191	0.05821948120529715
r_0192	0.05821948120529715
r_0193	0.05821948120529715
r_0194	0.05821948120529715
r_0195	0.05821948120529715
r_0196	0.007621651418026487
r_0197	0.05821948120529715
r_0198	0.0034848416781572116
r_0199	0.0034848416781572116
r_0200	0.1431632697064795
r_0201	0.1431632697064795
r_0202	0.1431632697064795
r_0203	0.1431632697064795
r_0204	0.05821948120529715
r_0205	0.05821948120529715
r_0206	0.05821948120529715
r_0207	0.05821948120529715
r_0208	0.05087949037469915
r_0209	0.05087949037469915
r_0210	0.05638658544233
r_0211	0.05638658544233
r_0212	0.05821948120529715
r_0213	0.05638658544233
r_0214	0.05821948120529715
r_0215	0.05821948120529715
r_0216	0.05821948120529715
r_0217	0.05821948120529715
r_0218	0.05821948120529715
r_0219	0.05821948120529715
r_0220	0.05821948120529715
r_0221	0.05821948120529715
r_0222	0.05821948120529715
r_0223	0.05821948120529715
r_0224	0.05821948120529715
r_0225	0.05821948120529715
r_0226	0.05821948120529715
r_0227	0.05087949037469915
r_0228	0.05087949037469915
r_0229	0.05821948120529715
r_0230	0.05821948120529715
r_0231	0.05821948120529715
r_0232	0.05821948120529715
r_0233	0.05821948120529715
r_0234	0.05821948120529715
r_0235	0.05821948120529715
r_0236	0.05087949037469915
r_0237	0.05087949037469915
r_0238	0.05821948120529715
r_0239	0.05821948120529715
r_0240	0.05821948120529715
r_0241	0.05087949037469915
r_0242	0.05087949037469915
r_0243	0.05821948120529715
r_0244	0.05821948120529715
r_0245	0.05821948120529715
r_0246	0.05087949037469915
r_0247	0.05087949037469915
r_0248	0.05821948120529715
r_0249	0.05821948120529715
r_0250	0.05821948120529715
r_0251	0.05821948120529715
r_0252	0.05821948120529715
r_0253	0.05087949037469915
r_0254	0.05087949037469915
r_0255	0.05821948120529715
r_0256	0.05821948120529715
r_0257	0.05821948120529715
r_0258	0.05087949037469915
r_0259	0.05087949037469915
r_0260	0.05638658544233
r_0261	0.05638658544233
r_0262	0.007621651418026487
r_0263	0.05821948120529715
r_0264	0.05821948120529715
r_0265	0.007621651418026487
r_0266	0.05821948120529715
r_0267	0.007621651418026487
r_0268	0.05821948120529715
r_0269	0.05821948120529715
r_0270	0.05821948120529715
r_0271	0.05821948120529715
r_0272	0.0006346046889559158
r_0273	0.05087949037469915
r_0274	0.05087949037469915
r_0275	0.008369761119826723
r_0276	0.0006346046889559158
r_0277	0.0006346046889559158
r_0278	0.04022683472479338
r_0279	0.04022683472479338
r_0280	0.04022683472479338
r_0281	0.04022683472479338
r_0282	0.04022683472479338
r_0283	0.04022683472479338
r_0284	0.04022683472479338
r_0285	0.04022683472479338
r_0286	0.04022683472479338
r_0287	0.04022683472479338
r_0288	0.04022683472479338
r_0289	0.04022683472479338
r_0290	0.04022683472479338
r_0291	0.04022683472479338
r_0292	0.04022683472479338
r_0293	0.04022683472479338
r_0294	0.04022683472479338
r_0295	0.04022683472479338
r_0296	0.04022683472479338
r_0297	0.04022683472479338
r_0298	0.04022683472479338
r_0299	0.04022683472479338
r_0300	0.04022683472479338
r_0301	0.05087949037469915
r_0302	0.05087949037469915
r_0303	0.05087949037469915
r_0304	0.05087949037469915
r_0305	0.05087949037469915
r_0306	0.05087949037469915
r_0307	0.05087949037469915
r_0308	0.05087949037469915
r_0309	0.05087949037469915
r_0310	0.05087949037469915
r_0311	0.004759116825096421
r_0312	0.007966187740824752
r_0313	0.004248547785362386
r_0314	0.0007943524848108546
r_0315	0.004248547785362386
r_0316	0.0059362621111499255
r_0317	0.0010787649970135605
r_0318	0.0031997809806615586
r_0319	0.0003571479908920724
r_0320	0.010253490919944618
r_0321	0.004206000365384547
r_0322	0.001433343668230614
r_0323	0.0007354980337064007
r_0324	0.0006846134923514681
r_0325	0.011119104764277521
r_0326	0.010956857668534634
r_0327	0.010077850732213466
r_0328	0.007621651418026487
r_0329	0.007966187740824752
r_0330	0.007369235451051022
r_0331	0.04022683472479338
r_0332	0.04022683472479338
r_0333	0.000617789131497501
r_0334	0.000617789131497501
r_0335	0.007621651418026487
r_0336	0.3352726058901383
r_0337	0.005376591892228872
r_0338	0.005376591892228872
r_0339	0.005376591892228872
r_0340	0.006267816437524851
r_0341	0.10762358901811947
r_0342	0.0179714444285815
r_0343	0.040857418129483944
r_0344	0.05183783703057261
r_0345	0.9896893418920334
r_0346	0.024933085216365183
r_0347	0.00476282404499673
r_0348	0.014087050655687721
r_0349	0.005208436317644724
r_0350	0.004493775125662099
r_0351	0.005208436317644724
r_0352	0.004493775125662099
r_0353	0.0038463761635131326
r_0354	0.0038463761635131326
r_0355	0.04732299997224441
r_0356	0.031163249254707853
r_0357	0.0179714444285815
r_0358	0.008823781171203913
r_0359	0.015852684188821273
r_0360	0.0025095393455691604
r_0361	0.014087050655687721
r_0362	0.01609650977196825
r_0363	0.008184184133312249
r_0364	0.008823781171203913
r_0365	0.015852684188821273
r_0366	0.005284106326207589
r_0367	0.005284106326207589
r_0368	0.0006598280251435379
r_0369	0.014843750741316376
r_0370	0.00025618154410871763
r_0371	0.0010802169616039045
r_0372	0.0025095393455691604
r_0373	0.0014585670044182377
r_0374	0.0014585670044182377
r_0375	0.01609650977196825
r_0376	0.008184184133312249
r_0377	0.015709751950424733
r_0378	0.01013539465296027
r_0379	0.015709751950424733
r_0380	0.015709751950424733
r_0381	0.01609650977196825
r_0382	0.014087050655687721
r_0383	0.0003319246547044504
r_0384	0.014087050655687721
r_0385	0.014087050655687721
r_0386	0.009487995690811253
r_0387	0.007621651418026487
r_0388	0.007621651418026487
r_0389	0.0018369170472325711
r_0390	0.008184184133312249
r_0391	0.008184184133312249
r_0392	0.004787481771748316
r_0393	0.010370812457378059
r_0394	0.03201243490635782
r_0395	0.0007439058124356129
r_0396	0.0038127450485963034
r_0397	0.0038127450485963034
r_0398	0.0007102746975187832
r_0399	0.15152060176331136
r_0400	0.007621651418026487
r_0401	0.00949640346954051
r_0402	0.005007310108300483
r_0403	0.03201243490635782
r_0404	0.00476282404499673
r_0405	0.00476282404499673
r_0406	0.00476282404499673
r_0407	0.010779576751960292
r_0408	0.010779576751960292
r_0409	0.03201243490635782
r_0410	0.007596245476739619
r_0411	0.007596245476739619
r_0412	0.007621651418026487
r_0413	0.007621651418026487
r_0414	0.00896671340960039
r_0415	0.00896671340960039
r_0416	0.04022683472479338
r_0417	0.04022683472479338
r_0418	0.04022683472479338
r_0419	0.04022683472479338
r_0420	0.04022683472479338
r_0421	0.04022683472479338
r_0422	0.006713428710172813
r_0423	0.10669032557917764
r_0424	0.0007607213698940247
r_0425	0.007621651418026487
r_0426	0.00222367486877611
r_0427	0.008706072268994957
r_0428	0.008706072268994957
r_0429	0.008369761119826723
r_0430	0.008369761119826723
r_0431	0.008369761119826723
r_0432	0.008369761119826723
r_0433	0.008369761119826723
r_0434	0.008369761119826723
r_0435	0.008369761119826723
r_0436	0.008369761119826723
r_0437	0.008369761119826723
r_0438	0.008369761119826723
r_0439	0.007621651418026487
r_0440	0.007404148100385271
r_0441	0.0038211528273255093
r_0442	0.18102598655661062
r_0443	0.002854258273466658
r_0444	0.0027593880861381055
r_0445	0.004354916335306978
r_0446	0.023629879513338087
r_0447	0.005489514201382629
r_0448	0.005082319636706609
r_0449	0.0037370750400334317
r_0450	0.011791727062614115
r_0451	0.0033587249972191046
r_0452	0.0027593880861381055
r_0453	0.0042746989295762055
r_0454	0.002299344877338976
r_0455	0.011943067079739847
r_0456	0.0027593880861381055
r_0457	0.18102598655661062
r_0458	0.002854258273466658
r_0459	0.0007018669187895773
r_0460	0.0010802169616039045
r_0461	0.0029971905118631828
r_0462	0.0007439058124356129
r_0463	0.0027593880861381055
r_0464	0.0027593880861381055
r_0465	0.0027593880861381055
r_0466	0.0064275642333798
r_0467	0.0006003062022405188
r_0468	0.011721842889377014
r_0469	0.005082319636706609
r_0470	0.013885263966186705
r_0471	0.013559341523845648
r_0472	0.011791727062614115
r_0473	0.007621651418026487
r_0474	0.005082319636706609
r_0475	0.011791727062614115
r_0476	0.0017878886633108347
r_0477	0.0017878886633108347
r_0478	0.0033587249972191046
r_0479	0.0003403324334336575
r_0480	0.023629879513338087
r_0481	0.0018233448466256981
r_0482	0.0022573059836929403
r_0483	0.004354916335306978
r_0484	0.009824306839979553
r_0485	0.0027593880861381055
r_0486	0.0022573059836929403
r_0487	0.005082319636706609
r_0488	0.0022573059836929403
r_0489	0.0065032342419426665
r_0490	0.0065032342419426665
r_0491	0.005082319636706609
r_0492	0.007621651418026487
r_0493	0.011791727062614115
r_0494	0.0022573059836929403
r_0495	0.0022573059836929403
r_0496	0.0031064916353428845
r_0497	0.00019740019503713255
r_0498	0.0018233448466256981
r_0499	0.0022573059836929403
r_0500	0.005082319636706609
r_0501	0.0027593880861381055
r_0502	0.0022573059836929403
r_0503	0.0009511227370800494
r_0504	0.0027593880861381055
r_0505	0.007621651418026487
r_0506	0.007621651418026487
r_0507	0.0033266870191759235
r_0508	0.00112225585524994
r_0509	0.0006213830247682534
r_0510	0.0030311664004396503
r_0511	0.011721842889377014
r_0512	0.013885263966186705
r_0513	0.002504103566271083
r_0514	0.007621651418026487
r_0515	0.0006354342397867484
r_0516	0.0007523135911648188
r_0517	0.0007523135911648188
r_0518	0.0027593880861381055
r_0519	0.0042746989295762055
r_0520	0.0042746989295762055
r_0521	0.007621651418026487
r_0522	0.007621651418026487
r_0523	0.0027593880861381055
r_0524	0.0010802169616039045
r_0525	0.005082319636706609
r_0526	0.00025618154410871763
r_0527	0.0027593880861381055
r_0528	0.00025618154410871763
r_0529	0.00025618154410871763
r_0530	0.0027593880861381055
r_0531	0.004342435108536368
r_0532	0.004342435108536368
r_0533	0.07321895845820302
r_0534	0.07321895845820302
r_0535	0.0027593880861381055
r_0536	0.00025618154410871763
r_0537	0.005082319636706609
r_0538	0.00025618154410871763
r_0539	0.003762298376221056
r_0540	0.0011390714127083581
r_0541	0.00025618154410871763
r_0542	0.00025618154410871763
r_0543	0.00025618154410871763
r_0544	0.011035026976985399
r_0545	0.0009709158381242092
r_0546	0.07321895845820302
r_0547	0.00025618154410871763
r_0548	0.00025618154410871763
r_0549	0.005082319636706609
r_0550	0.0004916724505593903
r_0551	0.005082319636706609
r_0552	0.007621651418026487
r_0553	0.00025618154410871763
r_0554	0.018416838637981953
r_0555	0.010337181342461223
r_0556	0.000996139174311833
r_0557	0.00025618154410871763
r_0558	0.07321895845820302
r_0559	0.0065032342419426665
r_0560	0.009849530176167194
r_0561	0.0065032342419426665
r_0562	0.0065032342419426665
r_0563	0.020953491156526352
r_0564	0.00025618154410871763
r_0565	0.0027593880861381055
r_0566	0.0042746989295762055
r_0567	0.0042746989295762055
r_0568	0.00014695352266188853
r_0569	0.0027593880861381055
r_0570	0.00025618154410871763
r_0571	0.00025618154410871763
r_0572	0.00014695352266188853
r_0573	0.0008092980038205937
r_0574	0.0004405536973460092
r_0575	0.005082319636706609
r_0576	0.0042746989295762055
r_0577	0.00025618154410871763
r_0578	0.00025618154410871763
r_0579	0.00025618154410871763
r_0580	0.00025618154410871763
r_0581	0.0022573059836929403
r_0582	0.000996139174311833
r_0583	0.002097558187837997
r_0584	0.0036950361463873958
r_0585	0.014768080732753514
r_0586	0.04041180585683595
r_0587	0.0013660814383969543
r_0588	0.018795406744043827
r_0589	0.07321895845820302
r_0590	0.06837607791017938
r_0591	0.007083370974257947
r_0592	0.007083370974257947
r_0593	0.013935710638561988
r_0594	0.01712225877693153
r_0595	0.0018285092685033592
r_0596	0.01712225877693153
r_0597	0.007621651418026487
r_0598	0.007621651418026487
r_0599	0.07094045042258774
r_0600	0.07094045042258774
r_0601	0.07094045042258774
r_0602	0.07094045042258774
r_0603	0.002837442716008246
r_0604	0.01590313086119649
r_0605	0.008823781171203913
r_0606	0.060884747062455905
r_0607	0.09492784313701683
r_0608	0.09492784313701683
r_0609	0.006259408658795646
r_0610	0.02223418824428967
r_0611	0.013935710638561988
r_0612	0.0022068593113176924
r_0613	0.0002310313099539617
r_0614	0.02176335263545403
r_0615	0.0019492228440157581
r_0616	0.00512786113157102
r_0617	0.00512786113157102
r_0618	0.006259408658795646
r_0619	0.006259408658795646
r_0620	0.0009709158381242092
r_0621	0.003986649021697118
r_0622	0.006242593101337228
r_0623	0.006242593101337228
r_0624	0.006242593101337228
r_0625	0.00651164202067186
r_0626	0.004165871755223012
r_0627	0.0016519459151900042
r_0628	0.008933082294683616
r_0629	0.008933082294683616
r_0630	0.008933082294683616
r_0631	0.008933082294683616
r_0632	0.026194252025746316
r_0633	0.026194252025746316
r_0634	0.003678220588928984
r_0635	0.004535814019308133
r_0636	0.0013198670435546334
r_0637	0.014296830136794806
r_0638	0.002887889388383487
r_0639	0.02176335263545403
r_0640	1.0
r_0641	1.0
r_0642	0.0026033808795527004
r_0643	0.002467500451923119
r_0644	0.04084060257202556
r_0645	0.0020807426303795853
r_0646	0.03967192132866574
r_0647	0.007621651418026487
r_0648	0.004746008487538318
r_0649	0.015423887473631657
r_0650	0.007083370974257947
r_0651	0.007083370974257947
r_0652	0.0026945104776117212
r_0653	0.06001874585334753
r_0654	0.015423887473631657
r_0655	0.0020573556565038017
r_0656	0.002467500451923119
r_0657	0.0022488982049637283
r_0658	0.0024338693370062952
r_0659	0.00809199805669364
r_0660	0.007621651418026487
r_0661	0.015423887473631657
r_0662	0.007083370974257947
r_0663	0.007083370974257947
r_0664	0.00809199805669364
r_0665	0.002467500451923119
r_0666	0.002467500451923119
r_0667	0.06001874585334753
r_0668	0.0006107433772573544
r_0669	0.0026945104776117212
r_0670	0.002461556146293249
r_0671	0.002461556146293249
r_0672	0.0006565110623144883
r_0673	0.002148004860213239
r_0674	0.002148004860213239
r_0675	0.002148004860213239
r_0676	0.007083370974257947
r_0677	0.003376325675816732
r_0678	0.02063671028574024
r_0679	0.02063671028574024
r_0680	0.02063671028574024
r_0681	0.02063671028574024
r_0682	0.02063671028574024
r_0683	0.02063671028574024
r_0684	0.0004412257781841462
r_0685	0.0004412257781841462
r_0686	0.0004412257781841462
r_0687	0.04022683472479338
r_0688	0.04022683472479338
r_0689	0.04022683472479338
r_0690	0.04022683472479338
r_0691	0.04022683472479338
r_0692	0.012405494909846233
r_0693	0.012405494909846233
r_0694	0.0025431704604859905
r_0695	0.0025431704604859905
r_0696	0.003375540554677516
r_0697	0.003375540554677516
r_0698	0.13266195407369896
r_0699	0.13266195407369896
r_0700	0.003375540554677516
r_0701	0.004872125168476432
r_0702	0.0157854219589876
r_0703	0.0021732281964008627
r_0704	0.0021732281964008627
r_0705	0.003375540554677516
r_0706	0.021729721520537194
r_0707	0.007108594310445589
r_0708	0.021729721520537194
r_0709	0.021729721520537194
r_0710	0.007108594310445589
r_0711	0.021729721520537194
r_0712	0.0012315569787296414
r_0713	0.0012315569787296414
r_0714	0.02320949057687773
r_0715	0.02320949057687773
r_0716	0.0010634014041454927
r_0717	0.007621651418026487
r_0718	0.0036698128101997785
r_0719	0.000727090254977195
r_0720	0.0011306636339791522
r_0721	0.0011306636339791522
r_0722	0.000727090254977195
r_0723	0.000727090254977195
r_0724	0.09583588323977071
r_0725	0.010463298023399311
r_0726	0.000727090254977195
r_0727	0.000727090254977195
r_0728	0.007621651418026487
r_0729	0.005233659653832347
r_0730	0.005233659653832347
r_0731	0.005233659653832347
r_0732	0.010227880218981522
r_0733	0.010227880218981522
r_0734	0.007621651418026487
r_0735	0.010227880218981522
r_0736	0.007621651418026487
r_0737	0.0002310313099539617
r_0738	0.002282529319880558
r_0739	0.0014921981193350676
r_0740	0.0034246004209574315
r_0741	0.0077728088300529925
r_0742	0.007621651418026487
r_0743	0.0009375353626843261
r_0744	0.007621651418026487
r_0745	0.004973018513226915
r_0746	0.004973018513226915
r_0747	0.010522152474503789
r_0748	0.007621651418026487
r_0749	0.002669287141424097
r_0750	0.36808816627023483
r_0751	0.007621651418026487
r_0752	0.02223418824428967
r_0753	0.0027533649287161746
r_0754	0.0025515782392151964
r_0755	0.007621651418026487
r_0756	0.007621651418026487
r_0757	0.007621651418026487
r_0758	0.007621651418026487
r_0759	0.007083370974257947
r_0760	0.007083370974257947
r_0761	0.007148863580518259
r_0762	0.0012399647574588475
r_0763	0.0005089733046203185
r_0764	0.005040280743060574
r_0765	0.0009375353626843261
r_0766	0.005040280743060574
r_0767	0.000626196910226708
r_0768	0.003056044962967637
r_0769	0.0030812682991552607
r_0770	0.005040280743060574
r_0771	0.005040280743060574
r_0772	0.003333501661031481
r_0773	0.0006934591400603651
r_0774	0.36808816627023483
r_0775	0.002114373745296415
r_0776	0.36808816627023483
r_0777	0.36808816627023483
r_0778	0.36808816627023483
r_0779	0.36808816627023483
r_0780	0.36808816627023483
r_0781	0.36808816627023483
r_0782	0.36808816627023483
r_0783	0.36808816627023483
r_0784	0.007621651418026487
r_0785	1.0
r_0786	0.36808816627023483
r_0787	0.36808816627023483
r_0788	0.36808816627023483
r_0789	0.36808816627023483
r_0790	0.36808816627023483
r_0791	0.36808816627023483
r_0792	0.36808816627023483
r_0793	0.36808816627023483
r_0794	0.36808816627023483
r_0795	0.36808816627023483
r_0796	0.36808816627023483
r_0797	0.36808816627023483
r_0798	0.0027533649287161746
r_0799	0.0028122193798206224
r_0800	0.19827625927643336
r_0801	0.36808816627023483
r_0802	0.36808816627023483
r_0803	0.36808816627023483
r_0804	0.36808816627023483
r_0805	0.0040397550742849
r_0806	0.0040397550742849
r_0807	0.0027533649287161746
r_0808	0.0040397550742849
r_0809	0.0040397550742849
r_0810	0.19827625927643336
r_0811	0.009984054635834539
r_0812	0.021068961149933802
r_0813	0.021068961149933802
r_0814	0.004535814019308133
r_0815	0.0018369170472325711
r_0816	0.0031485305289889196
r_0817	0.0031485305289889196
r_0818	0.0008363913784568901
r_0819	0.0018369170472325711
r_0820	0.003913638393346786
r_0821	0.002450684894464707
r_0822	0.00112225585524994
r_0823	0.007083370974257947
r_0824	0.030860569220456394
r_0825	0.004535814019308133
r_0826	0.01565930527804951
r_0827	0.01565930527804951
r_0828	0.01565930527804951
r_0829	0.01565930527804951
r_0830	0.01565930527804951
r_0831	0.0008447991571861023
r_0832	0.004729192930079901
r_0833	0.001012954731770245
r_0834	0.9896893418920334
r_0835	0.9896893418920334
r_0836	0.0028458504947374516
r_0837	0.06837607791017938
r_0838	0.36808816627023483
r_0839	0.008823781171203913
r_0840	0.0004412257781841462
r_0841	0.00018058463757871765
r_0842	0.04022683472479338
r_0843	0.11241602289376781
r_0844	0.000727090254977195
r_0845	0.000727090254977195
r_0846	0.0004916724505593903
r_0847	0.008184184133312249
r_0848	0.0028414749976900066
r_0849	0.0009709158381242092
r_0850	0.0022068593113176924
r_0851	0.015423887473631657
r_0852	0.06001874585334753
r_0853	0.0028414749976900066
r_0854	0.003922046172075999
r_0855	0.02223418824428967
r_0856	0.02223418824428967
r_0857	0.0064611953482966375
r_0858	0.00896671340960039
r_0859	0.026211067583204697
r_0860	0.009849530176167194
r_0861	0.07369820184576793
r_0862	0.07369820184576793
r_0863	0.001147479191437564
r_0864	0.0027617727074453805
r_0865	0.003854783942242339
r_0866	0.002316160434797388
r_0867	0.0005581525571850389
r_0868	0.0015136351784425068
r_0869	0.0015136351784425068
r_0870	0.008026373339513603
r_0871	0.0027785882649037923
r_0872	0.0027785882649037923
r_0873	0.0008616147146445139
r_0874	0.0013660814383969543
r_0875	0.0009372847232073795
r_0876	0.0035436961292616654
r_0877	0.003754803973891995
r_0878	0.003754803973891995
r_0879	0.0007775369273524428
r_0880	0.0030308216267800124
r_0881	0.0030308216267800124
r_0882	0.0023077526560681817
