reaction	linear_coefficient
r_0001	[0.0001828539144089515, 0.00032604551369299104, 0.0005686137548385276, 0.0005919062632844867, 0.0004999326019587854, 0.0004747500367593147]
r_0002	[0.002742784124134462, 0.002874977674939852, 0.0030657883065288247, 0.0030219794365784983, 0.0028907080738692424, 0.0031559986331761982]
r_0003	[0.0005938518838602943, 0.0005969465163375866, 0.0005686137548385276, 0.0006168300907028871, 0.0005778926716949968, 0.0005023917748667058]
r_0004	[0.0013806194253814363, 0.001335767432641026, 0.0015961592641464968, 0.0012523876898720891, 0.001591373578265732, 0.0016357030372697167]
r_0005	[0.0249953884701429, 0.0239929421992799, 0.020211460467656057, 0.0219391644471442, 0.012713676860631748, 0.01133795311296379]
r_0006	[0.0001828539144089515, 0.0002152223762474765, 0.0001982194433437934, 0.00024297267942688578, 0.0004999326019587854, 0.0004747500367593147]
r_0007	[0.0012044774384737176, 0.0013480811145794166, 0.001381091599407621, 0.0012648496035812893, 0.00138348005896917, 0.0014422108705179838]
r_0008	[0.0012044774384737176, 0.0013480811145794166, 0.001381091599407621, 0.0012648496035812893, 0.00138348005896917, 0.0014422108705179838]
r_0009	[0.0012044774384737176, 0.0013480811145794166, 0.001381091599407621, 0.0012648496035812893, 0.00138348005896917, 0.0014422108705179838]
r_0010	[0.0012044774384737176, 0.0013480811145794166, 0.001381091599407621, 0.0012648496035812893, 0.00138348005896917, 0.0014422108705179838]
r_0011	[0.00020633951266331408, 0.000252163422062648, 0.0004252353116792757, 0.00044236329877408667, 0.0004999326019587854, 0.0004747500367593147]
r_0012	[0.00020633951266331408, 0.000252163422062648, 0.0004252353116792757, 0.00044236329877408667, 0.0004999326019587854, 0.0004747500367593147]
r_0013	[0.00020633951266331408, 0.000252163422062648, 0.0004252353116792757, 0.00044236329877408667, 0.0004999326019587854, 0.0004747500367593147]
r_0014	[0.00020633951266331408, 0.000252163422062648, 0.0004252353116792757, 0.00044236329877408667, 0.0004999326019587854, 0.0004747500367593147]
r_0015	[0.0005938518838602943, 0.0005723191524608055, 0.0005686137548385276, 0.0006168300907028871, 0.0005778926716949968, 0.0005576752510814863]
r_0016	[0.014168527674881781, 0.014400583969273515, 0.025086327535070552, 0.02409507551883579, 0.028409637567522076, 0.027425444691465108]
r_0017	[0.615822583755138, 0.56509306761798, 0.8152449277857083, 0.818816236581941, 0.7148220649049427, 0.7328426011920706]
