reaction	linear_coefficient
r_0091	[0.001158777689474811, 0.0009832157982112408, 0.0013581296818082312]
r_0092	[0.0008481315561223024, 0.0009017955079310342, 0.001176260829082283]
r_0093	[0.026611050882156626, 0.02744481013927668, 0.024990382368374305]
r_0094	[0.0016143920183918164, 0.0019602592815736552, 0.0022995684488602043]
r_0095	[0.01801650785940403, 0.01754206733394721, 0.021096249286477492]
r_0096	[0.0018836186672973162, 0.0019602592815736552, 0.0022781721132453937]
r_0097	[0.0012312617872570558, 0.001074813624776462, 0.0013902241852304627]
r_0098	[0.0018836186672973162, 0.0019602592815736552, 0.0022781721132453937]
r_0099	[0.03272042483808915, 0.0373984406260313, 0.030917167333678816]
r_0100	[0.03272042483808915, 0.0373984406260313, 0.030917167333678816]
r_0101	[0.6977827317324636, 0.2858829890249209, 0.12774628415853578]
r_0102	[0.0023495878673260723, 0.0026421542126703443, 0.003626141256978906]
r_0103	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0104	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0105	[0.0018836186672973162, 0.0019602592815736552, 0.0022781721132453937]
r_0106	[0.0012830361428158071, 0.00152262522131757, 0.0018395472331416336]
r_0107	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0108	[0.0012312617872570558, 0.001074813624776462, 0.0013902241852304627]
r_0109	[0.0012830361428158071, 0.00152262522131757, 0.0018395472331416336]
r_0110	[0.0009620351383515556, 0.001074813624776462, 0.0013902241852304627]
r_0111	[0.0015833274050565654, 0.0017668860921581737, 0.0021176995961342563]
r_0112	[0.0012312617872570558, 0.001074813624776462, 0.0013902241852304627]
r_0113	[0.0014694238228273122, 0.0015735129027427003, 0.0020856050927120346]
r_0114	[0.9901628724438369, 1.0, 1.0]
r_0115	[0.0008481315561223024, 0.0009017955079310342, 0.001176260829082283]
r_0116	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0117	[0.0012312617872570558, 0.001074813624776462, 0.0013902241852304627]
r_0118	[0.029199768660094126, 0.024218531136923672, 0.02389916925201864]
r_0119	[0.05580143254618018, 0.1329451512698473, 0.10827561874905166]
r_0120	[0.17147569773554094, 0.20089038350867558, 0.2620082901415175]
r_0121	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0122	[0.0021217807028675656, 0.002357183196689633, 0.003786613774090033]
r_0123	[0.009629062258886378, 0.009058007293672388, 0.009729983620838331]
r_0124	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0125	[0.001790424827291564, 0.0020111469629987776, 0.0026526079865047004]
r_0126	[0.001790424827291564, 0.0020111469629987776, 0.0026526079865047004]
r_0127	[0.001790424827291564, 0.0020111469629987776, 0.0026526079865047004]
r_0128	[0.0021217807028675656, 0.00238771580554471, 0.0036047449213640844]
r_0129	[0.025865500162110623, 0.025114154330005904, 0.009729983620838331]
r_0130	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0131	[0.005797759947538859, 0.0056750600256078405, 0.005198771924667997]
r_0132	[0.00494866051637535, 0.005725947707032971, 0.005359244441779135]
r_0133	[1.0, 0.6675100671045099, 0.7188093573500669]
r_0134	[0.004782982578587352, 0.006163581767289048, 0.0037010284316307696]
r_0135	[0.03272042483808915, 0.030050259428243124, 0.0452741085312215]
r_0136	[0.03272042483808915, 0.030050259428243124, 0.0452741085312215]
r_0137	[0.006543310667584872, 0.006448552783269759, 0.00916779218121668]
r_0138	[0.0012312617872570558, 0.0009832157982112408, 0.0013902241852304627]
r_0139	[0.006543310667584872, 0.006448552783269759, 0.00916779218121668]
r_0140	[0.08987931337494999, 0.13437000634975077, 0.134304261024478]
r_0141	[0.0005996146494403015, 0.0006982447822305338, 0.000983693808548923]
r_0142	[0.000651389004999052, 0.000708422318515559, 0.001090675486623011]
r_0143	[0.000651389004999052, 0.000708422318515559, 0.001090675486623011]
r_0144	[0.009629062258886378, 0.008880983955390786, 0.009729983620838331]
r_0145	[0.009629062258886378, 0.008880983955390786, 0.009729983620838331]
r_0146	[0.03430472011818692, 0.03331724857573618, 0.024990382368374305]
r_0147	[0.006419052214243869, 0.007303465831211867, 0.008408222266890657]
r_0148	[0.029199768660094126, 0.030050259428243124, 0.030917167333678816]
r_0149	[0.09147396352615957, 0.09901324529557388, 0.03927243639126511]
r_0150	[0.006419052214243869, 0.007303465831211867, 0.008408222266890657]
r_0151	[0.03272042483808915, 0.030050259428243124, 0.03927243639126511]
r_0152	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0153	[0.032834328420318394, 0.03331724857573618, 0.037582125877694564]
r_0154	[0.9901628724438369, 1.0, 1.0]
r_0155	[0.6977827317324636, 0.6675100671045099, 0.7188093573500669]
r_0156	[0.2187249746184565, 0.2130423618329958, 0.17164086667233466]
r_0157	[0.2187249746184565, 0.2130423618329958, 0.17164086667233466]
r_0158	[0.018865607290567542, 0.022417107214474256, 0.022807956135662968]
r_0159	[0.0037060759829653377, 0.003609020159747736, 0.003786613774090033]
r_0160	[0.00011293570718804569, 0.0003216759396846023, 0.00041669091475625495]
r_0161	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0162	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0163	[0.004782982578587352, 0.006163581767289048, 0.0037010284316307696]
r_0164	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0165	[0.00011293570718804569, 0.0003216759396846023, 0.00041669091475625495]
r_0166	[0.022085972206321802, 0.022417107214474256, 0.024990382368374305]
r_0167	[0.0037060759829653377, 0.003659907841172858, 0.003786613774090033]
r_0168	[0.0037060759829653377, 0.003659907841172858, 0.003786613774090033]
r_0169	[0.0012830361428158071, 0.00152262522131757, 0.001721867387260128]
r_0170	[0.0012830361428158071, 0.00152262522131757, 0.001721867387260128]
r_0171	[0.008003347494341633, 0.008982759318241017, 0.009413850040787083]
r_0172	[0.03272042483808915, 0.03230967248351869, 0.030917167333678816]
r_0173	[0.025865500162110623, 0.029052860872310675, 0.030917167333678816]
r_0174	[0.5517376295723402, 0.20089038350867558, 0.5628300707180459]
r_0175	[0.0019043284095208168, 0.0020722121807089304, 0.0023958519591268895]
r_0176	[0.0023392329962143217, 0.002357183196689633, 0.003786613774090033]
r_0177	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0178	[0.029199768660094126, 0.029052860872310675, 0.02593182113542633]
r_0179	[0.14461516207166095, 0.20089038350867558, 0.13484986758265513]
r_0180	[0.14461516207166095, 0.20089038350867558, 0.13484986758265513]
r_0181	[0.0019250381517443176, 0.002153632470989137, 0.0025028336372009737]
r_0182	[0.05297455273267237, 0.09901324529557388, 0.03940081440495404]
r_0183	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0184	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0185	[0.14461516207166095, 0.20089038350867558, 0.13484986758265513]
r_0186	[0.14461516207166095, 0.20089038350867558, 0.13484986758265513]
r_0187	[0.14461516207166095, 0.20089038350867558, 0.13484986758265513]
r_0188	[0.14461516207166095, 0.20089038350867558, 0.13484986758265513]
r_0189	[0.14461516207166095, 0.20089038350867558, 0.13484986758265513]
r_0190	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0191	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0192	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0193	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0194	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0195	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0196	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0197	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0198	[0.029199768660094126, 0.02744481013927668, 0.024990382368374305]
r_0199	[0.029199768660094126, 0.02744481013927668, 0.024990382368374305]
r_0200	[0.0012933910139275575, 0.001074813624776462, 0.0017646600584897698]
r_0201	[0.0012933910139275575, 0.001074813624776462, 0.0017646600584897698]
r_0202	[0.0012933910139275575, 0.001074813624776462, 0.0017646600584897698]
r_0203	[0.0012933910139275575, 0.001074813624776462, 0.0017646600584897698]
r_0204	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0205	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0206	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0207	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0208	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0209	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0210	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0211	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0212	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0213	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0214	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0215	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0216	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0217	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0218	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0219	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0220	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0221	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0222	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0223	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0224	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0225	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0226	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0227	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0228	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0229	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0230	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0231	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0232	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0233	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0234	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0235	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0236	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0237	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0238	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0239	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0240	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0241	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0242	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0243	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0244	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0245	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0246	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0247	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0248	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0249	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0250	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0251	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0252	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0253	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0254	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0255	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0256	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0257	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0258	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0259	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0260	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0261	[0.0037060759829653377, 0.003659907841172858, 0.005412735280816179]
r_0262	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0263	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0264	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0265	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0266	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0267	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0268	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0269	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0270	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0271	[0.008821382312169912, 0.006540150609834979, 0.009231981188061133]
r_0272	[0.2187249746184565, 0.56460499772662, 0.5628300707180459]
r_0273	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0274	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0275	[0.07317690627169675, 0.05156557113478636, 0.03940081440495404]
r_0276	[0.2187249746184565, 0.56460499772662, 0.5628300707180459]
r_0277	[0.2187249746184565, 0.56460499772662, 0.5628300707180459]
r_0278	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0279	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0280	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0281	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0282	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0283	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0284	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0285	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0286	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0287	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0288	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0289	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0290	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0291	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0292	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0293	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0294	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0295	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0296	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0297	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0298	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0299	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0300	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0301	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0302	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0303	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0304	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0305	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0306	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0307	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0308	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0309	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0310	[0.0024634914495553248, 0.002408070878114763, 0.002973553020726966]
r_0311	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0312	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0313	[0.048553022767955124, 0.03823299860140335, 0.03940081440495404]
r_0314	[0.17147569773554094, 0.16879043406570612, 0.13484986758265513]
r_0315	[0.048553022767955124, 0.03823299860140335, 0.03940081440495404]
r_0316	[0.2187249746184565, 0.20089038350867558, 0.470376504526419]
r_0317	[0.9901628724438369, 1.0, 1.0]
r_0318	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0319	[0.6977827317324636, 0.6675100671045099, 0.7188093573500669]
r_0320	[0.03272042483808915, 0.03331724857573618, 0.030917167333678816]
r_0321	[0.03272042483808915, 0.03331724857573618, 0.03927243639126511]
r_0322	[0.06722285538244058, 0.06721862194115505, 0.134304261024478]
r_0323	[0.5517376295723402, 0.6675100671045099, 0.17164086667233466]
r_0324	[0.6977827317324636, 0.8223002164634561, 0.7188093573500669]
r_0325	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0326	[0.00671934347648462, 0.005919320896448444, 0.007242121975883093]
r_0327	[0.015759145957042458, 0.01754206733394721, 0.020914380433751614]
r_0328	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0329	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0330	[0.01801650785940403, 0.02218302387991871, 0.024990382368374305]
r_0331	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0332	[0.12745714063949126, 0.13437000634975077, 0.13484986758265513]
r_0333	[0.39542049526936035, 0.20089038350867558, 0.5628300707180459]
r_0334	[0.39542049526936035, 0.20089038350867558, 0.5628300707180459]
r_0335	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0336	[0.0008377766850105523, 0.0008814404353609885, 0.0013153370105785994]
r_0337	[0.01762302275715751, 0.01754206733394721, 0.022807956135662968]
r_0338	[0.01762302275715751, 0.01754206733394721, 0.022807956135662968]
r_0339	[0.01762302275715751, 0.01754206733394721, 0.022807956135662968]
r_0340	[0.025088884828729313, 0.022417107214474256, 0.022807956135662968]
r_0341	[0.02125758251738178, 0.018783726760720255, 0.009729983620838331]
r_0342	[0.0014694238228273122, 0.001583690439027723, 0.0020856050927120346]
r_0343	[0.0015833274050565654, 0.001858483918723403, 0.0022781721132453937]
r_0344	[0.0008377766850105523, 0.0008814404353609885, 0.0013153370105785994]
r_0345	[0.0005167756805463007, 0.0006473571008054078, 0.0008446176270526076]
r_0346	[0.004751917965252102, 0.005919320896448444, 0.008429618602505467]
r_0347	[0.17077156649994155, 0.1007536040003127, 0.134304261024478]
r_0348	[0.0050936287119398545, 0.007232223077216691, 0.007980295554594296]
r_0349	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0350	[0.03272042483808915, 0.03331724857573618, 0.030917167333678816]
r_0351	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0352	[0.03272042483808915, 0.03331724857573618, 0.030917167333678816]
r_0353	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0354	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0355	[0.007651281876542152, 0.005868433215023322, 0.0026526079865047004]
r_0356	[0.008448606952146874, 0.009058007293672388, 0.009729983620838331]
r_0357	[0.0014694238228273122, 0.001583690439027723, 0.0020856050927120346]
r_0358	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0359	[0.001976812507303069, 0.0019704368178586787, 0.0024814373015861636]
r_0360	[0.02125758251738178, 0.025918179696522936, 0.024990382368374305]
r_0361	[0.0050936287119398545, 0.007232223077216691, 0.007980295554594296]
r_0362	[0.03966854335407351, 0.03494565438134024, 0.05658207190365259]
r_0363	[0.017239892526022725, 0.017196031100256325, 0.009729983620838331]
r_0364	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0365	[0.001976812507303069, 0.0019704368178586787, 0.0024814373015861636]
r_0366	[0.03272042483808915, 0.029052860872310675, 0.024990382368374305]
r_0367	[0.03272042483808915, 0.029052860872310675, 0.024990382368374305]
r_0368	[0.03319674890922969, 0.03331724857573618, 0.03883381151116139]
r_0369	[0.005932373271991614, 0.005878610751308345, 0.0070388567875423235]
r_0370	[0.9901628724438369, 1.0, 1.0]
r_0371	[0.025223498153182044, 0.025114154330005904, 0.02593182113542633]
r_0372	[0.02125758251738178, 0.025918179696522936, 0.024990382368374305]
r_0373	[0.025088884828729313, 0.024371194181199055, 0.024990382368374305]
r_0374	[0.025088884828729313, 0.024371194181199055, 0.024990382368374305]
r_0375	[0.001572972533944815, 0.0016752882655929526, 0.0022781721132453937]
r_0376	[0.017239892526022725, 0.017196031100256325, 0.009729983620838331]
r_0377	[0.0014694238228273122, 0.0016549331930228988, 0.0020856050927120346]
r_0378	[0.010002805493950585, 0.009058007293672388, 0.009729983620838331]
r_0379	[0.0014694238228273122, 0.0016549331930228988, 0.0020856050927120346]
r_0380	[0.0014694238228273122, 0.0016549331930228988, 0.0020856050927120346]
