reaction	linear_coefficient
r_0077	[0.00168028803050919, 0.0017928910952342543, 0.0021548706244334656]
r_0078	[0.00168028803050919, 0.0017928910952342543, 0.0021548706244334656]
r_0079	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0080	[0.0005948649910414445, 0.0006334490812613866, 0.0007014555761084372]
r_0081	[0.0008194352750692537, 0.0007856258455953255, 0.0009436914174959422]
r_0082	[0.00168028803050919, 0.0017928910952342543, 0.0021548706244334656]
r_0083	[0.006999107185533405, 0.005981375370711238, 0.00576569863511596]
r_0084	[0.0008194352750692537, 0.0007856258455953255, 0.0009436914174959422]
r_0085	[0.06932085757968545, 0.04173566847659953, 0.03451606505979547]
r_0086	[0.08654539836461851, 0.06718542068330394, 0.06309232447347765]
r_0087	[0.005393183393102316, 0.005459626464423446, 0.005697569804725728]
r_0088	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0089	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0090	[0.029998600846416028, 0.024010698687989305, 0.026302756062750378]
r_0091	[0.00168028803050919, 0.0017928910952342543, 0.0021548706244334656]
r_0092	[0.002863024859722323, 0.0028074028574605124, 0.003017835809376453]
r_0093	[0.006999107185533405, 0.01325687400839094, 0.0071535271909747575]
r_0094	[0.0033570794845835016, 0.0033363982763356366, 0.0036234254128452155]
r_0095	[0.004307760353634566, 0.004387142601498543, 0.00500871163078001]
r_0096	[0.0005499509342358819, 0.0005827234931500738, 0.0007014555761084372]
r_0097	[0.0029603386494677065, 0.002937840084032463, 0.0033206306111108297]
r_0098	[0.0005499509342358819, 0.0005827234931500738, 0.0007014555761084372]
r_0099	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0100	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0101	[0.34217375267347483, 0.40295258141725937, 0.45987463266621104]
r_0102	[0.0048916430921068675, 0.004959617095897649, 0.005349355782731191]
r_0103	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0104	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0105	[0.0005499509342358819, 0.0005827234931500738, 0.0007014555761084372]
r_0106	[0.0029603386494677065, 0.003119002898715725, 0.0033282004811541967]
r_0107	[0.005745010171412547, 0.005568324153233401, 0.005909526165939791]
r_0108	[0.0008194352750692537, 0.0007856258455953255, 0.0009436914174959422]
r_0109	[0.0029603386494677065, 0.003119002898715725, 0.0033282004811541967]
r_0110	[0.002668397280231556, 0.002618993530189918, 0.002692331397511996]
r_0111	[0.002952852973333446, 0.003032044747667755, 0.003131383860026847]
r_0112	[0.003027709734676049, 0.0028581284455718244, 0.0032373620406338835]
r_0113	[0.002690854308634337, 0.002097244623902135, 0.0027301807477287904]
r_0114	[0.3519425600286843, 0.452105676297121, 0.33622837537797595]
r_0115	[0.002863024859722323, 0.0028074028574605124, 0.003017835809376453]
r_0116	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0117	[0.0008194352750692537, 0.0007856258455953255, 0.0009436914174959422]
r_0118	[0.014817649646136041, 0.014191674132156645, 0.01568222839191697]
r_0119	[0.036982736679680876, 0.035938458406735166, 0.03451606505979547]
r_0120	[0.10242251744538441, 0.10899055179961323, 0.11033588341408461]
r_0121	[0.006999107185533405, 0.012539469262245277, 0.0071535271909747575]
r_0122	[0.006999107185533405, 0.005648035791694039, 0.0071535271909747575]
r_0123	[0.0048916430921068675, 0.004959617095897649, 0.00512982955147376]
r_0124	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0125	[0.006999107185533405, 0.007764017467194517, 0.0071535271909747575]
r_0126	[0.006999107185533405, 0.007764017467194517, 0.0071535271909747575]
r_0127	[0.006999107185533405, 0.007764017467194517, 0.0071535271909747575]
r_0128	[0.003199880285764035, 0.0031334959238903796, 0.0034720280119780273]
r_0129	[0.0033870221891205417, 0.003517561091018899, 0.0034720280119780273]
r_0130	[0.006999107185533405, 0.01406848341817195, 0.0071535271909747575]
r_0131	[0.005295869603356932, 0.005343682263026159, 0.005689999934682371]
r_0132	[0.005445583126042138, 0.005488612514772772, 0.005712709544812442]
r_0133	[0.34217375267347483, 0.40295258141725937, 0.4442731305068469]
r_0134	[0.001979715075879601, 0.0020392725232034918, 0.002699901267555353]
r_0135	[0.003027709734676049, 0.0033363982763356366, 0.0033736197014143476]
r_0136	[0.003027709734676049, 0.0033363982763356366, 0.0033736197014143476]
r_0137	[0.00331216542777794, 0.0031334959238903796, 0.0034038991815877858]
r_0138	[0.001979715075879601, 0.0017928910952342543, 0.002011043093609634]
r_0139	[0.00331216542777794, 0.0031334959238903796, 0.0034038991815877858]
r_0140	[0.2107103084035949, 0.34458192252631215, 0.1449377593822805]
r_0141	[0.001440746394212861, 0.0013870863903437491, 0.0014281631002709522]
r_0142	[0.003027709734676049, 0.003184221512001691, 0.0034720280119780273]
r_0143	[0.003027709734676049, 0.003184221512001691, 0.0034720280119780273]
r_0144	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0145	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0146	[0.06932085757968545, 0.07812040817758559, 0.03493240791218026]
r_0147	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0148	[0.033367155106833156, 0.03217027186132338, 0.03222239443665746]
r_0149	[0.07965857632109896, 0.07812040817758559, 0.08726291952192462]
r_0150	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0151	[0.033636639447666546, 0.033648560429138774, 0.03222239443665746]
r_0152	[0.006999107185533405, 0.01406848341817195, 0.0071535271909747575]
r_0153	[0.016105185941228846, 0.01406848341817195, 0.017756372783797422]
r_0154	[1.0, 1.0, 1.0]
r_0155	[0.48721621345090205, 0.452105676297121, 0.45987463266621104]
r_0156	[0.2107103084035949, 0.34458192252631215, 0.33622837537797595]
r_0157	[0.2107103084035949, 0.34458192252631215, 0.33622837537797595]
r_0158	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0159	[0.005033870938657813, 0.0049668636084849805, 0.00512982955147376]
r_0160	[0.0005948649910414445, 0.0006334490812613866, 0.0007014555761084372]
r_0161	[0.0033570794845835016, 0.003387123864446949, 0.0036234254128452155]
r_0162	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0163	[0.001979715075879601, 0.0020392725232034918, 0.002699901267555353]
r_0164	[0.0033570794845835016, 0.003387123864446949, 0.0036234254128452155]
r_0165	[0.0005948649910414445, 0.0006334490812613866, 0.0007014555761084372]
r_0166	[0.014817649646136041, 0.015822139464305978, 0.017756372783797422]
r_0167	[0.002863024859722323, 0.0028726214707464875, 0.00314652360011356]
r_0168	[0.002863024859722323, 0.0028726214707464875, 0.00314652360011356]
r_0169	[0.002690854308634337, 0.002618993530189918, 0.002775599967988952]
r_0170	[0.002690854308634337, 0.002618993530189918, 0.002775599967988952]
r_0171	[0.014817649646136041, 0.01771347924959923, 0.016378656435905987]
r_0172	[0.03500651818023619, 0.05784466595823504, 0.03730934710579509]
r_0173	[0.032371560180976526, 0.031083294973223822, 0.03222239443665746]
r_0174	[0.34217375267347483, 0.452105676297121, 0.45987463266621104]
r_0175	[0.003476850302731666, 0.003481328528082241, 0.003487167752064741]
r_0176	[0.004801814978495743, 0.004372649576323881, 0.004251724626444059]
r_0177	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0178	[0.020289678900280366, 0.020865712225087926, 0.01568222839191697]
r_0179	[0.01791671956571987, 0.015822139464305978, 0.03149568691249496]
r_0180	[0.01791671956571987, 0.015822139464305978, 0.03149568691249496]
r_0181	[0.0033570794845835016, 0.0034668355029075777, 0.0034720280119780273]
r_0182	[0.027041758773383173, 0.027742652670464527, 0.024675234003428092]
r_0183	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0184	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0185	[0.01791671956571987, 0.015822139464305978, 0.03149568691249496]
r_0186	[0.01791671956571987, 0.015822139464305978, 0.03149568691249496]
r_0187	[0.01791671956571987, 0.015822139464305978, 0.03149568691249496]
r_0188	[0.01791671956571987, 0.015822139464305978, 0.03149568691249496]
r_0189	[0.01791671956571987, 0.015822139464305978, 0.03149568691249496]
r_0190	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0191	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0192	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0193	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0194	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0195	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0196	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0197	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0198	[0.025035597569401363, 0.02786584338444913, 0.024327019981433537]
r_0199	[0.025035597569401363, 0.02786584338444913, 0.024327019981433537]
r_0200	[0.0012910328715276557, 0.0013073747518831196, 0.0013903137500541577]
r_0201	[0.0012910328715276557, 0.0013073747518831196, 0.0013903137500541577]
r_0202	[0.0012910328715276557, 0.0013073747518831196, 0.0013903137500541577]
r_0203	[0.0012910328715276557, 0.0013073747518831196, 0.0013903137500541577]
r_0204	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0205	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0206	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0207	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0208	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0209	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0210	[0.003027709734676049, 0.003032044747667755, 0.003199512690417079]
r_0211	[0.003027709734676049, 0.003032044747667755, 0.003199512690417079]
r_0212	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0213	[0.003027709734676049, 0.003032044747667755, 0.003199512690417079]
r_0214	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0215	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0216	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0217	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0218	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0219	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0220	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0221	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0222	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0223	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0224	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0225	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0226	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0227	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0228	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0229	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0230	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0231	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0232	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0233	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0234	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0235	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0236	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0237	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0238	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0239	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0240	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0241	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0242	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0243	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0244	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0245	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0246	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0247	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0248	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0249	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0250	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0251	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0252	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0253	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0254	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0255	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0256	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0257	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0258	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0259	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0260	[0.003027709734676049, 0.003032044747667755, 0.003199512690417079]
r_0261	[0.003027709734676049, 0.003032044747667755, 0.003199512690417079]
r_0262	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0263	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0264	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0265	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0266	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0267	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0268	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0269	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0270	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0271	[0.0018300015531943958, 0.0017349189945356103, 0.0017158181619186148]
r_0272	[1.0, 1.0, 1.0]
r_0273	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0274	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0275	[0.03809061674755145, 0.033648560429138774, 0.03743803489653218]
r_0276	[1.0, 1.0, 1.0]
r_0277	[1.0, 1.0, 1.0]
r_0278	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0279	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0280	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0281	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0282	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0283	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0284	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0285	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0286	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0287	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0288	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0289	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0290	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0291	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0292	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0293	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0294	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0295	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0296	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0297	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0298	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0299	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0300	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0301	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0302	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0303	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0304	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0305	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0306	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0307	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0308	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0309	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0310	[0.0035217643595372274, 0.003539300628780885, 0.0038656612542327163]
r_0311	[0.006508549137107095, 0.005966882345536576, 0.005712709544812442]
r_0312	[0.006999107185533405, 0.015517785935638085, 0.015016079828101343]
r_0313	[0.021734414394192613, 0.015822139464305978, 0.01754441642258341]
r_0314	[0.14071923654826088, 0.19978935451886293, 0.1449377593822805]
r_0315	[0.021734414394192613, 0.015822139464305978, 0.01754441642258341]
r_0316	[0.09921864805992163, 0.07988855724889424, 0.08726291952192462]
r_0317	[0.14071923654826088, 0.10899055179961323, 0.1449377593822805]
r_0318	[0.030170771397504025, 0.031083294973223822, 0.02726412955825704]
r_0319	[0.34217375267347483, 0.34458192252631215, 0.33622837537797595]
r_0320	[0.014817649646136041, 0.01406848341817195, 0.0071535271909747575]
r_0321	[0.016060271884423265, 0.01406848341817195, 0.0071535271909747575]
r_0322	[0.05790520147493848, 0.06256214565258715, 0.06708921585637152]
r_0323	[0.14071923654826088, 0.1455999333908062, 0.1449377593822805]
r_0324	[0.48721621345090205, 0.34458192252631215, 0.33622837537797595]
r_0325	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0326	[0.006999107185533405, 0.007742277929432532, 0.0071535271909747575]
r_0327	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0328	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0329	[0.006999107185533405, 0.015517785935638085, 0.015016079828101343]
r_0330	[0.025035597569401363, 0.022423712431363946, 0.024675234003428092]
r_0331	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0332	[0.09537849620304564, 0.09288880083056542, 0.09627106487352247]
r_0333	[0.5093363864276415, 0.452105676297121, 1.0]
r_0334	[0.5093363864276415, 0.452105676297121, 1.0]
r_0335	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0336	[0.0012760615192591352, 0.0012928817267084565, 0.0013524643998373534]
r_0337	[0.006999107185533405, 0.0075103895266379565, 0.0071535271909747575]
r_0338	[0.006999107185533405, 0.0075103895266379565, 0.0071535271909747575]
r_0339	[0.006999107185533405, 0.0075103895266379565, 0.0071535271909747575]
r_0340	[0.07913457899170073, 0.07988855724889424, 0.028785673436972265]
r_0341	[0.002615997547291734, 0.0020392725232034918, 0.0026620519173385583]
r_0342	[0.00527341257495415, 0.0049668636084849805, 0.005356925652774547]
r_0343	[0.0048691860637040865, 0.004959617095897649, 0.005356925652774547]
r_0344	[0.0016503453259721493, 0.0017349189945356103, 0.001700678421831891]
r_0345	[0.0006921787807868282, 0.000647942106436047, 0.0007014555761084372]
r_0346	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0347	[0.09192759950515168, 0.09191052163127536, 0.09627106487352247]
r_0348	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0349	[0.006999107185533405, 0.01406848341817195, 0.0071535271909747575]
r_0350	[0.034714576811, 0.03217027186132338, 0.04744540309385349]
r_0351	[0.006999107185533405, 0.01406848341817195, 0.0071535271909747575]
r_0352	[0.034714576811, 0.03217027186132338, 0.04744540309385349]
r_0353	[0.016060271884423265, 0.014858353290191022, 0.0201408818474557]
r_0354	[0.016060271884423265, 0.014858353290191022, 0.0201408818474557]
r_0355	[0.0048691860637040865, 0.005017589196596292, 0.003555296582454983]
r_0356	[0.002930395944930666, 0.002756677269349201, 0.0030935345098100525]
r_0357	[0.00527341257495415, 0.0049668636084849805, 0.005356925652774547]
r_0358	[0.005745010171412547, 0.005648035791694039, 0.00576569863511596]
r_0359	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0360	[0.030327970596323462, 0.03217027186132338, 0.03222239443665746]
r_0361	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0362	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0363	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0364	[0.005745010171412547, 0.005648035791694039, 0.00576569863511596]
r_0365	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0366	[0.019630939400465404, 0.014343850896490588, 0.01749142733227988]
r_0367	[0.019630939400465404, 0.014343850896490588, 0.01749142733227988]
r_0368	[0.09921864805992163, 0.07988855724889424, 0.08726291952192462]
r_0369	[0.005393183393102316, 0.005445133439248783, 0.005697569804725728]
r_0370	[0.5128097401539388, 1.0, 1.0]
r_0371	[0.34217375267347483, 0.19321676760215448, 0.33622837537797595]
r_0372	[0.030327970596323462, 0.03217027186132338, 0.03222239443665746]
r_0373	[0.024998169188730112, 0.027641201494241867, 0.01749142733227988]
r_0374	[0.024998169188730112, 0.027641201494241867, 0.01749142733227988]
r_0375	[0.0048916430921068675, 0.0049668636084849805, 0.005356925652774547]
r_0376	[0.006999107185533405, 0.007920438257952151, 0.0071535271909747575]
r_0377	[0.002975310001736227, 0.002937840084032463, 0.0033282004811541967]
