reaction	linear_coefficient
r_0023_REV	[0.00026505350829922065, 0.000252163422062648, 0.0002579604613268149, 0.00029282033426368526, 0.0003180257725742954, 0.00017069091757801932]
r_0024_EXP_1	[0.007392092050560576, 0.007659110165678984, 0.00781412515217923, 0.007726386499704031, 0.006450884591822851, 0.009347747969231672]
r_0024_EXP_2	[0.00028853910655358327, 0.0002644771040010385, 0.0003057532757132327, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0024_EXP_3	[0.0023905001503190227, 0.0024070577612810133, 0.0018948643540616119, 0.0018007118930768893, 0.0026048544848364737, 0.002547880394813604]
r_0024_EXP_4	[0.007392092050560576, 0.007357157900514057, 0.00781412515217923, 0.007421034975926117, 0.01055059610430048, 0.010946128290526654]
r_0024_REV_EXP_1	[0.007392092050560576, 0.007659110165678984, 0.00781412515217923, 0.007726386499704031, 0.006450884591822851, 0.009347747969231672]
r_0024_REV_EXP_2	[0.00028853910655358327, 0.0002644771040010385, 0.0003057532757132327, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0024_REV_EXP_3	[0.0023905001503190227, 0.0024070577612810133, 0.0018948643540616119, 0.0018007118930768893, 0.0026048544848364737, 0.002547880394813604]
r_0024_REV_EXP_4	[0.007392092050560576, 0.007357157900514057, 0.00781412515217923, 0.007421034975926117, 0.01055059610430048, 0.010946128290526654]
r_0025	[0.0023905001503190227, 0.0026287040361720423, 0.0014527808209872479, 0.0013396210858364892, 0.00138348005896917, 0.002299104751847095]
r_0026	[0.00028853910655358327, 0.0002644771040010385, 0.00028185686852002384, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0026_REV	[0.00028853910655358327, 0.0002644771040010385, 0.00028185686852002384, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0027	[0.00028853910655358327, 0.0002644771040010385, 0.00029380507211662746, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0028	[0.002860212115406275, 0.002714899809740776, 0.0032569595640744966, 0.003283679624471696, 0.0025009077251881857, 0.0022438212756323065]
r_0028_REV	[0.002860212115406275, 0.002714899809740776, 0.0032569595640744966, 0.003283679624471696, 0.0025009077251881857, 0.0022438212756323065]
r_0029_EXP_1	[0.00722853339071769, 0.006901551668793609, 0.00781412515217923, 0.008069054488804517, 0.008503833094876392, 0.007689243682788239]
r_0029_EXP_2	[0.0003002819056807645, 0.0002644771040010385, 0.0003057532757132327, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0029_REV_EXP_1	[0.00722853339071769, 0.006901551668793609, 0.00781412515217923, 0.008069054488804517, 0.008503833094876392, 0.007689243682788239]
r_0029_REV_EXP_2	[0.0003002819056807645, 0.0002644771040010385, 0.0003057532757132327, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0030	[0.0003002819056807645, 0.0002644771040010385, 0.0003057532757132327, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0030_REV	[0.0003002819056807645, 0.0002644771040010385, 0.0003057532757132327, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0031	[0.000711279875132106, 0.0008185927912286188, 0.0009390080663332619, 0.0008536064511776874, 0.0009676930203760489, 0.0009170178464775642]
r_0032	[0.0003002819056807645, 0.0002644771040010385, 0.00028185686852002384, 0.0003052822479728855, 0.00034401246248636587, 0.0002536161319001907]
r_0033	[0.0025314137398451952, 0.002714899809740776, 0.002504222737488435, 0.0025858124567564975, 0.0028907080738692424, 0.0031007151569614096]
r_0034	[0.0006525658794962009, 0.0007447106995982743, 0.0007836814195774049, 0.0007165254003764876, 0.000863746260727767, 0.0008617343702627821]
r_0034_REV	[0.0006525658794962009, 0.0007447106995982743, 0.0007836814195774049, 0.0007165254003764876, 0.000863746260727767, 0.0008617343702627821]
r_0035_EXP_1	[0.0029893829058052685, 0.0028626639930014624, 0.003388389803637141, 0.0030718270914152994, 0.002994654833517515, 0.0031559986331761982]
r_0035_EXP_2	[0.0010635638489475436, 0.001274199022949072, 0.0012616095634415785, 0.001327159172127289, 0.0021890674462433524, 0.002299104751847095]
r_0036_EXP_1	[0.0029893829058052685, 0.0028626639930014624, 0.003388389803637141, 0.0030718270914152994, 0.002994654833517515, 0.0031559986331761982]
r_0036_EXP_2	[0.0010635638489475436, 0.001274199022949072, 0.0012616095634415785, 0.001327159172127289, 0.0021890674462433524, 0.002299104751847095]
r_0037_EXP_1	[0.0014980474166532477, 0.0015943547533472252, 0.0014766772281804552, 0.0016387070148572937, 0.0010196664002001883, 0.0010275847989071254]
r_0037_EXP_2	[0.0023787573511918425, 0.0021484704405748127, 0.001787330521692168, 0.0027228935075576926, 0.002682814554572682, 0.002713730823457953]
r_0037_EXP_3	[0.003670465255181772, 0.003687680682873641, 0.0034242344144269667, 0.003183984314798094, 0.0065028579716469945, 0.004703935967190071]
r_0037_REV_EXP_1	[0.0014980474166532477, 0.0015943547533472252, 0.0014766772281804552, 0.0016387070148572937, 0.0010196664002001883, 0.0010275847989071254]
r_0037_REV_EXP_2	[0.0023787573511918425, 0.0021484704405748127, 0.001787330521692168, 0.0027228935075576926, 0.002682814554572682, 0.002713730823457953]
r_0037_REV_EXP_3	[0.003670465255181772, 0.003687680682873641, 0.0034242344144269667, 0.003183984314798094, 0.0065028579716469945, 0.004703935967190071]
r_0038_EXP_1	[0.0014980474166532477, 0.0015943547533472252, 0.0014766772281804552, 0.0016387070148572937, 0.0010196664002001883, 0.0010275847989071254]
r_0038_EXP_2	[0.0023787573511918425, 0.0021484704405748127, 0.001787330521692168, 0.0027228935075576926, 0.002682814554572682, 0.002713730823457953]
r_0038_EXP_3	[0.003670465255181772, 0.003687680682873641, 0.0034242344144269667, 0.003183984314798094, 0.0065028579716469945, 0.004703935967190071]
r_0038_REV_EXP_1	[0.0014980474166532477, 0.0015943547533472252, 0.0014766772281804552, 0.0016387070148572937, 0.0010196664002001883, 0.0010275847989071254]
r_0038_REV_EXP_2	[0.0023787573511918425, 0.0021484704405748127, 0.001787330521692168, 0.0027228935075576926, 0.002682814554572682, 0.002713730823457953]
r_0038_REV_EXP_3	[0.003670465255181772, 0.003687680682873641, 0.0034242344144269667, 0.003183984314798094, 0.0065028579716469945, 0.004703935967190071]
r_0039	[0.0006643086786233822, 0.0007816517454134458, 0.0009270598627366566, 0.0008536064511776874, 0.000863746260727767, 0.0008617343702627821]
r_0040_EXP_1	[0.001239705835855262, 0.0013480811145794166, 0.0013094023778279962, 0.0011526923801984887, 0.0014094667488812403, 0.0013316439180884212]
r_0040_EXP_2	[0.615822583755138, 0.645021177080074, 0.6714721939077685, 0.6981350642220472, 0.7148220649049427, 0.2398798437848679]
r_0041_EXP_1	[0.001239705835855262, 0.0013480811145794166, 0.0013094023778279962, 0.0011526923801984887, 0.0014094667488812403, 0.0013316439180884212]
r_0041_EXP_2	[0.615822583755138, 0.645021177080074, 0.6714721939077685, 0.6981350642220472, 0.7148220649049427, 0.2398798437848679]
r_0042	[0.000828707866403919, 0.0008801612009205713, 0.0010704383058959084, 0.0011028447253616893, 0.0013315066791450305, 0.0012487187037662495]
r_0043	[0.000828707866403919, 0.0008801612009205713, 0.0010704383058959084, 0.0011028447253616893, 0.0013315066791450305, 0.0012487187037662495]
r_0044	[0.0005938518838602943, 0.0005846328343991961, 0.0006164065692249439, 0.0006043681769936868, 0.0005778926716949968, 0.0006406004654036581]
r_0045_EXP_1	[0.0015685042114163311, 0.001618982117224006, 0.001608107467743105, 0.0016511689285664862, 0.002370974275627833, 0.002299104751847095]
r_0045_EXP_2	[0.0015685042114163311, 0.001618982117224006, 0.0015961592641464968, 0.0016387070148572937, 0.0027088012444847456, 0.002547880394813604]
r_0046	[0.000828707866403919, 0.0008801612009205713, 0.0010704383058959084, 0.0011028447253616893, 0.0013315066791450305, 0.0012487187037662495]
r_0046_REV	[0.000828707866403919, 0.0008801612009205713, 0.0010704383058959084, 0.0011028447253616893, 0.0013315066791450305, 0.0012487187037662495]
r_0047	[0.0007817366698951938, 0.0008801612009205713, 0.0009390080663332619, 0.0008536064511776874, 0.0009676930203760489, 0.0009723013226923449]
r_0047_REV	[0.0007817366698951938, 0.0008801612009205713, 0.0009390080663332619, 0.0008536064511776874, 0.0009676930203760489, 0.0009723013226923449]
r_0048_EXP_1	[0.001627218207052245, 0.0021484704405748127, 0.0030299436957390157, 0.0030718270914152994, 0.0028907080738692424, 0.0027413725615653395]
r_0048_EXP_2	[0.00048816669171566397, 0.0004861233788920706, 0.0005686137548385276, 0.0005420586084476872, 0.0005778926716949968, 0.0006406004654036581]
r_0048_REV_EXP_1	[0.001627218207052245, 0.0021484704405748127, 0.0030299436957390157, 0.0030718270914152994, 0.0028907080738692424, 0.0027413725615653395]
r_0048_REV_EXP_2	[0.00048816669171566397, 0.0004861233788920706, 0.0005686137548385276, 0.0005420586084476872, 0.0005778926716949968, 0.0006406004654036581]
r_0049_EXP_1	[0.0029893829058052685, 0.0028626639930014624, 0.003388389803637141, 0.0030718270914152994, 0.002994654833517515, 0.0031559986331761982]
r_0049_EXP_2	[0.0010635638489475436, 0.001274199022949072, 0.0012616095634415785, 0.001327159172127289, 0.0021890674462433524, 0.002299104751847095]
r_0050_EXP_1	[0.0029893829058052685, 0.0028626639930014624, 0.003388389803637141, 0.0030718270914152994, 0.002994654833517515, 0.0031559986331761982]
r_0050_EXP_2	[0.0010635638489475436, 0.001274199022949072, 0.0012616095634415785, 0.001327159172127289, 0.0021890674462433524, 0.002299104751847095]
r_0051_EXP_1	[0.001627218207052245, 0.0021484704405748127, 0.0030299436957390157, 0.0030718270914152994, 0.0028907080738692424, 0.0027413725615653395]
r_0051_EXP_2	[0.00048816669171566397, 0.0004861233788920706, 0.0005686137548385276, 0.0005420586084476872, 0.0005778926716949968, 0.0006406004654036581]
r_0051_REV_EXP_1	[0.001627218207052245, 0.0021484704405748127, 0.0030299436957390157, 0.0030718270914152994, 0.0028907080738692424, 0.0027413725615653395]
r_0051_REV_EXP_2	[0.00048816669171566397, 0.0004861233788920706, 0.0005686137548385276, 0.0005420586084476872, 0.0005778926716949968, 0.0006406004654036581]
r_0052	[0.0006525658794962009, 0.0007323970176598836, 0.0007119921979977795, 0.0006417539181212861, 0.000681839431343277, 0.0006958839416184387]
r_0052_REV	[0.0006525658794962009, 0.0007323970176598836, 0.0007119921979977795, 0.0006417539181212861, 0.000681839431343277, 0.0006958839416184387]
r_0053	[0.0006525658794962009, 0.0007323970176598836, 0.0007119921979977795, 0.0006417539181212861, 0.000681839431343277, 0.0006958839416184387]
r_0053_REV	[0.0006525658794962009, 0.0007323970176598836, 0.0007119921979977795, 0.0006417539181212861, 0.000681839431343277, 0.0006958839416184387]
r_0054	[0.007392092050560576, 0.006901551668793609, 0.007474675433675827, 0.0065736248437005, 0.002682814554572682, 0.0026031638710283926]
r_0055	[0.0005938518838602943, 0.0005846328343991961, 0.0006164065692249439, 0.0006043681769936868, 0.0005778926716949968, 0.0006406004654036581]
r_0056_EXP_1	[0.003318181281366333, 0.003318270224721926, 0.004200867648206244, 0.0038070800002580913, 0.006450884591822851, 0.0063900819917408905]
r_0056_EXP_2	[0.014955295216402887, 0.02600007235523751, 0.037500511071942494, 0.02625098659052738, 0.011752169333885152, 0.027536011643894593]
r_0057_EXP_1	[0.005748940700692853, 0.005965711841475914, 0.00781412515217923, 0.007726386499704031, 0.010972568636523053, 0.008794913207083867]
r_0057_EXP_2	[0.005678483905929759, 0.0037492490925655937, 0.005539066451025927, 0.006461467620317706, 0.01021895462907302, 0.006832349801459135]
r_0057_EXP_3	[0.003705693652563311, 0.003699994364812031, 0.003722939504342066, 0.0033335272793084967, 0.004112082499736542, 0.004703935967190071]
r_0057_EXP_4	[0.0024726997442092963, 0.0025917629903568712, 0.0034242344144269667, 0.003183984314798094, 0.0032025483528140748, 0.003238923847498373]
r_0058	[0.007392092050560576, 0.007659110165678984, 0.006709990403493157, 0.007645349422691707, 0.007594298947953941, 0.009900582731379478]
r_0058_REV	[0.007392092050560576, 0.007659110165678984, 0.006709990403493157, 0.007645349422691707, 0.007594298947953941, 0.009900582731379478]
r_0059	[0.00318901049096734, 0.003330583906660316, 0.0030299436957390157, 0.0030219794365784983, 0.0030726149032537227, 0.003211282109390971]
r_0059_REV	[0.00318901049096734, 0.003330583906660316, 0.0030299436957390157, 0.0030219794365784983, 0.0030726149032537227, 0.003211282109390971]
r_0060_EXP_1	[0.0004764238925884827, 0.0004861233788920706, 0.0005686137548385276, 0.0005420586084476872, 0.00047394591204671656, 0.0004747500367593147]
r_0060_EXP_2	[0.00318901049096734, 0.00317050604146124, 0.0030657883065288247, 0.0031715224010889016, 0.002994654833517515, 0.003266565585605759]
r_0060_REV_EXP_1	[0.0004764238925884827, 0.0004861233788920706, 0.0005686137548385276, 0.0005420586084476872, 0.00047394591204671656, 0.0004747500367593147]
r_0060_REV_EXP_2	[0.00318901049096734, 0.00317050604146124, 0.0030657883065288247, 0.0031715224010889016, 0.002994654833517515, 0.003266565585605759]
r_0061	[0.0006173374821146568, 0.0006831422899063202, 0.0007000439944011744, 0.0006417539181212861, 0.0006038793616070673, 0.0006958839416184387]
r_0062	[0.00317726769184016, 0.003293642860845145, 0.003412286210830358, 0.0031590604873796935, 0.0032025483528140748, 0.004869786395834404]
r_0062_REV	[0.00317726769184016, 0.003293642860845145, 0.003412286210830358, 0.0031590604873796935, 0.0032025483528140748, 0.004869786395834404]
r_0063	[0.0007934794690223751, 0.0008801612009205713, 0.001010697287912887, 0.000978225588269688, 0.0009676930203760489, 0.0008893761083701731]
r_0063_REV	[0.0007934794690223751, 0.0008801612009205713, 0.001010697287912887, 0.000978225588269688, 0.0009676930203760489, 0.0008893761083701731]
r_0064	[0.012653706587475408, 0.013009137910235372, 0.0266873868170156, 0.014823411719190941, 0.014116958115883541, 0.027812429024968617]
r_0065	[0.0016154754079250652, 0.0024070577612810133, 0.0017753823180955597, 0.0017633261519492962, 0.0013315066791450305, 0.0012487187037662495]
r_0065_REV	[0.0016154754079250652, 0.0024070577612810133, 0.0017753823180955597, 0.0017633261519492962, 0.0013315066791450305, 0.0012487187037662495]
r_0066	[0.0007934794690223751, 0.0008801612009205713, 0.001010697287912887, 0.000978225588269688, 0.0009676930203760489, 0.0008893761083701731]
r_0066_REV	[0.0007934794690223751, 0.0008801612009205713, 0.001010697287912887, 0.000978225588269688, 0.0009676930203760489, 0.0008893761083701731]
r_0067_EXP_1	[0.003318181281366333, 0.003318270224721926, 0.004200867648206244, 0.0038070800002580913, 0.006450884591822851, 0.0063900819917408905]
r_0067_EXP_2	[0.014955295216402887, 0.02600007235523751, 0.037500511071942494, 0.02625098659052738, 0.011752169333885152, 0.027536011643894593]
r_0068	[0.001627218207052245, 0.001643609481100787, 0.0017753823180955597, 0.0016511689285664862, 0.0026048544848364737, 0.002547880394813604]
r_0069	[0.007392092050560576, 0.007659110165678984, 0.006709990403493157, 0.007645349422691707, 0.007594298947953941, 0.009900582731379478]
r_0070_EXP_1	[0.0076277885610418475, 0.009450483830040471, 0.009422232619922331, 0.008629840605718517, 0.01055059610430048, 0.01001114968380904]
r_0070_EXP_2	[0.0008404506655311002, 0.0009417296106125253, 0.0013452469886178085, 0.0014143925680916894, 0.0011755865396726097, 0.0011657934894440775]
r_0070_EXP_3	[0.00048816669171566397, 0.0005107507427688517, 0.0006761475872079654, 0.0006168300907028871, 0.0005778926716949968, 0.0006406004654036581]
r_0070_EXP_4	[0.0015097902157804291, 0.0014712179339633228, 0.0013094023778279962, 0.0012274638624536886, 0.00255288110501233, 0.0024096717042766565]
r_0070_EXP_5	[0.007392092050560576, 0.007659110165678984, 0.0085022209429838, 0.00851768338233571, 0.015546226061047401, 0.013328158256695907]
r_0070_REV_EXP_1	[0.0076277885610418475, 0.009450483830040471, 0.009422232619922331, 0.008629840605718517, 0.01055059610430048, 0.01001114968380904]
r_0070_REV_EXP_2	[0.0008404506655311002, 0.0009417296106125253, 0.0013452469886178085, 0.0014143925680916894, 0.0011755865396726097, 0.0011657934894440775]
r_0070_REV_EXP_3	[0.00048816669171566397, 0.0005107507427688517, 0.0006761475872079654, 0.0006168300907028871, 0.0005778926716949968, 0.0006406004654036581]
r_0070_REV_EXP_4	[0.0015097902157804291, 0.0014712179339633228, 0.0013094023778279962, 0.0012274638624536886, 0.00255288110501233, 0.0024096717042766565]
r_0070_REV_EXP_5	[0.007392092050560576, 0.007659110165678984, 0.0085022209429838, 0.00851768338233571, 0.015546226061047401, 0.013328158256695907]
r_0071	[0.00041770989695257617, 0.00044918233307689756, 0.0005686137548385276, 0.0005420586084476872, 0.0005778926716949968, 0.0005576752510814863]
r_0072	[0.0006173374821146568, 0.0006954559718447122, 0.0007000439944011744, 0.0006417539181212861, 0.0006038793616070673, 0.0006406004654036581]
r_0072_REV	[0.0006173374821146568, 0.0006954559718447122, 0.0007000439944011744, 0.0006417539181212861, 0.0006038793616070673, 0.0006406004654036581]
