reaction	linear_coefficient
r_0001	[7.233486673975975e-05, 6.064792065200621e-05, 0.00023980369827385318, 0.00018013983695790785, 8.437743700784404e-05, 1.3424133961316206e-05]
r_0002	[0.0023660863555018657, 0.0025448487468183647, 0.002804134911103012, 0.0028050837684155516, 0.004681961648273673, 0.0040150398231117495]
r_0003	[0.001145218627612359, 0.0011960053294858472, 0.0022220992081911327, 0.002228660269953572, 0.000744543375035759, 0.0007253680295770397]
r_0004	[0.0008631241904863741, 0.0010310388683732385, 0.0021883580080223307, 0.0021045075164386846, 0.0007681207299653286, 0.0007990173980890068]
r_0005	[0.005432129172133474, 0.005456021589982069, 0.006203560828110091, 0.006281360866832425, 0.007132149866194414, 0.0072299130089251385]
r_0006	[8.158386467831657e-05, 6.549987539061238e-05, 0.00023980369827385318, 0.00018013983695790785, 0.00010795479193741218, 8.707350247328723e-05]
r_0007	[0.00043767028531275636, 0.0004002847523544383, 0.0005097332996242907, 0.0005082578283901127, 0.00046161511588093746, 0.00047987013453713314]
r_0008	[0.00043767028531275636, 0.0004002847523544383, 0.0005097332996242907, 0.0005082578283901127, 0.00046161511588093746, 0.00047987013453713314]
r_0009	[0.00043767028531275636, 0.0004002847523544383, 0.0005097332996242907, 0.0005082578283901127, 0.00046161511588093746, 0.00047987013453713314]
r_0010	[0.00043767028531275636, 0.0004002847523544383, 0.0005097332996242907, 0.0005082578283901127, 0.00046161511588093746, 0.00047987013453713314]
r_0011	[0.00014170235127893588, 0.00018679874385576665, 0.000256674298358255, 0.00025995232136033627, 0.0001551095017965491, 0.00013617308148126812]
r_0012	[0.00014170235127893588, 0.00018679874385576665, 0.000256674298358255, 0.00025995232136033627, 0.0001551095017965491, 0.00013617308148126812]
r_0013	[0.00014170235127893588, 0.00018679874385576665, 0.000256674298358255, 0.00025995232136033627, 0.0001551095017965491, 0.00013617308148126812]
r_0014	[0.00014170235127893588, 0.00018679874385576665, 0.000256674298358255, 0.00025995232136033627, 0.0001551095017965491, 0.00013617308148126812]
r_0015	[0.0007567607141929713, 0.0007690333124885076, 0.0008808865014811423, 0.0008629799812897949, 0.0007209660201061896, 0.0007253680295770397]
r_0016	[0.03356758090122348, 0.028905518841665676, 0.01738876868406888, 0.026101461160102174, 0.015527544915875144, 0.0388266413397701]
r_0017	[0.012456743106467398, 0.0149076294207869, 0.015119672972716781, 0.015486400734579199, 0.028636554256715144, 0.0388266413397701]
r_0018	[7.233486673975975e-05, 6.064792065200621e-05, 0.00023980369827385318, 0.00018013983695790785, 8.437743700784404e-05, 1.3424133961316206e-05]
r_0019	[0.021363528121297708, 0.028905518841665676, 0.017076662582507396, 0.022217253585850572, 0.028636554256715144, 0.013417609203140076]
r_0020	[0.0007613852131622455, 0.0007641813577499027, 0.0010074160021141605, 0.0010226049500946517, 0.0027721958989786397, 0.003057598032456124]
