reaction	linear_coefficient
r_0001_EXP_1	[0.10233654452593069, 0.09255430348725172, 0.13652352014374544]
r_0001_EXP_2	[0.03469404921831453, 0.01911673323667021, 0.015890388514909353]
r_0001_EXP_3	[0.0009041829123645309, 0.000378166010838917, 0.0005301709144930566]
r_0002	[0.004316904491906735, 0.004096523998210132, 0.004393978228412209]
r_0003	[0.0015945725652374311, 0.000378166010838917, 0.0007096373744291923]
r_0004_EXP_1	[0.0020260660982830045, 0.015339664333708843, 0.02324851337229087]
r_0004_EXP_2	[0.00294397052312539, 0.002648321413655023, 0.0023353923644388844]
r_0005	[4.9041183237864105e-05, 0.00031945509524884436, 0.0005301709144930566]
r_0006	[0.0009041829123645309, 0.00031945509524884436, 0.0005090572133241003]
r_0006_REV	[0.0009041829123645309, 0.00031945509524884436, 0.0005090572133241003]
r_0007_EXP_1	[0.008065006399469849, 0.02630882039645395, 0.03258076928896996]
r_0007_EXP_2	[0.0009041829123645309, 0.009873218971730413, 0.026626705559324077]
r_0007_EXP_3	[4.9041183237864105e-05, 0.000378166010838917, 0.0008679901331963707]
r_0007_EXP_4	[0.00022948393342055564, 0.0007695721147727287, 0.000825762730858457]
r_0007_EXP_5	[0.0032656293386684456, 0.018089292213843925, 0.01650268584880906]
r_0008_EXP_1	[0.008065006399469849, 0.02630882039645395, 0.03258076928896996]
r_0008_EXP_2	[0.0009041829123645309, 0.009873218971730413, 0.026626705559324077]
r_0008_EXP_3	[4.9041183237864105e-05, 0.000378166010838917, 0.0008679901331963707]
r_0008_EXP_4	[0.00022948393342055564, 0.0007695721147727287, 0.000825762730858457]
r_0008_EXP_5	[0.0032656293386684456, 0.018089292213843925, 0.01650268584880906]
r_0009_EXP_1	[0.008065006399469849, 0.02630882039645395, 0.03258076928896996]
r_0009_EXP_2	[0.0009041829123645309, 0.009873218971730413, 0.026626705559324077]
r_0009_EXP_3	[4.9041183237864105e-05, 0.000378166010838917, 0.0008679901331963707]
r_0009_EXP_4	[0.00022948393342055564, 0.0007695721147727287, 0.000825762730858457]
r_0009_EXP_5	[0.0032656293386684456, 0.018089292213843925, 0.01650268584880906]
r_0010_EXP_1	[0.008065006399469849, 0.02630882039645395, 0.03258076928896996]
r_0010_EXP_2	[0.0009041829123645309, 0.009873218971730413, 0.026626705559324077]
r_0010_EXP_3	[4.9041183237864105e-05, 0.000378166010838917, 0.0008679901331963707]
r_0010_EXP_4	[0.00022948393342055564, 0.0007695721147727287, 0.000825762730858457]
r_0010_EXP_5	[0.0032656293386684456, 0.018089292213843925, 0.01650268584880906]
r_0011_EXP_1	[0.00018241191163376655, 0.00029988479005215357, 0.0003612613051414001]
r_0011_EXP_2	[0.001727943293633335, 0.0011707633713048866, 0.0010896839954704204]
r_0011_EXP_3	[0.0012807590866588405, 0.005808925702920566, 0.010514623182140647]
r_0011_EXP_4	[0.0015945725652374311, 0.0033626375533342286, 0.004393978228412209]
r_0011_EXP_5	[0.03689074356836467, 0.012590036453573858, 0.015151408973995806]
r_0011_EXP_6	[0.003846184274038843, 0.004096523998210132, 0.003929476802695156]
r_0012_EXP_1	[0.00018241191163376655, 0.00029988479005215357, 0.0003612613051414001]
r_0012_EXP_2	[0.001727943293633335, 0.0011707633713048866, 0.0010896839954704204]
r_0012_EXP_3	[0.0012807590866588405, 0.005808925702920566, 0.010514623182140647]
r_0012_EXP_4	[0.0015945725652374311, 0.0033626375533342286, 0.004393978228412209]
r_0012_EXP_5	[0.03689074356836467, 0.012590036453573858, 0.015151408973995806]
r_0012_EXP_6	[0.003846184274038843, 0.004096523998210132, 0.003929476802695156]
r_0013_EXP_1	[0.00018241191163376655, 0.00029988479005215357, 0.0003612613051414001]
r_0013_EXP_2	[0.001727943293633335, 0.0011707633713048866, 0.0010896839954704204]
r_0013_EXP_3	[0.0012807590866588405, 0.005808925702920566, 0.010514623182140647]
